time,dt,elapsed,heat_out_cumulative,produced_T,produced_T_cumulative
0,0,0,0,28.1,0
0.001,0.001,11.164441436,0,200,0.6000600060006
0.002,0.001,31.156875433,0,200,1.2001200120012
0.003,0.001,34.665346727,0,200,1.8001800180018
0.005,0.002,39.277310177,0,200,3.000300030003
0.009,0.004,44.699839466,0,200,5.4005400540054
0.017,0.008,51.53395983,0,200,10.20102010201
0.027,0.01,56.320552483,0,200,16.201620162016
0.037,0.01,60.561844638,0,200,22.202220222022
0.047,0.01,64.564774818,0,200,28.202820282028
0.057,0.01,68.025476737,0,200,34.203420342034
0.067,0.01,71.402979639,0,200,40.20402040204
0.077,0.01,74.795970065,0,200,46.204620462046
0.087,0.01,78.165296196,0,200,52.205220522052
0.097,0.01,81.558304539,0,200,58.205820582058
0.107,0.01,84.996384462,0,200,64.206420642064
0.117,0.01,88.410126583,0,200,70.20702070207
0.127,0.01,91.832237728,0,200,76.207620762076
0.137,0.01,95.212796578,0,200,82.208220822082
0.147,0.01,98.650613726,0,200,88.208820882088
0.157,0.01,101.467328392,0,200,94.209420942094
0.167,0.01,104.345009262,0,200,100.2100210021
0.177,0.01,107.736003466,0,200,106.21062106211
0.187,0.01,111.153178961,0,200,112.21122112211
0.197,0.01,114.553595581,0,200,118.21182118212
0.207,0.01,117.975317133,0,200,124.21242124212
0.217,0.01,121.371286351,0,200,130.21302130213
0.227,0.01,124.772997637,0,200,136.21362136214
0.237,0.01,128.159522084,0,200,142.21422142214
0.247,0.01,131.561089914,0,200,148.21482148215
0.257,0.01,135.008935098,0,200,154.21542154215
0.267,0.01,137.79404685,0,200,160.21602160216
0.277,0.01,140.587698322,0,200,166.21662166217
0.287,0.01,143.296609588,0,200,172.21722172217
0.297,0.01,146.132627644,0,200,178.21782178218
0.307,0.01,148.325224547,0,200,184.21842184218
0.317,0.01,151.65784609,0,200,190.21902190219
0.327,0.01,155.087819039,0,200,196.2196219622
0.3333,0.0062999999999999,157.274767387,0,200,200
0.3433,0.01,160.690736367,0,199.63056363751,205.98951586071
0.3533,0.01,164.104711405,0,199.51127546427,211.97545271832
0.3633,0.01,166.891946354,0,199.41326658093,217.95844901538
0.3733,0.01,169.65262551,0,199.32056854085,223.93866409312
0.3833,0.01,172.433120156,0,199.22837218004,229.91611300341
0.3933,0.01,174.648478112,0,199.13445239054,235.89074403823
0.4033,0.01,176.889264135,0,199.03741196452,241.86246356912
0.4133,0.01,179.672059939,0,198.93617090466,247.83114556446
0.4233,0.01,181.913215628,0,198.82979814949,253.79663605799
0.4333,0.01,184.696516326,0,198.7174530233,259.75875586067
0.4433,0.01,187.459659196,0,198.59836557727,265.71730268267
0.4533,0.01,190.283275431,0,198.47182971578,271.67205304918
0.4633,0.01,192.480978453,0,198.33720310477,277.62276421344
0.4733,0.01,194.709091781,0,198.19390938223,283.5691761361
0.4833,0.01,197.482471025,0,198.0414398029,289.51101351392
0.4933,0.01,199.668662452,0,197.87935306663,295.44798780335
0.5,0.0066999999999999,202.462146801,0,197.76632342316,299.42348845422
0.51,0.01,206.589874559,25109969689.237,196.37098613797,305.31520721024
0.52,0.01,210.0246376,50016153799.232,194.8664433986,311.16178516999
0.53,0.01,212.796611406,74680402583.701,193.0660607298,316.95434624799
0.54,0.01,216.867842395,99063849680.916,190.96802942967,322.68396009227
0.55,0.01,219.66275246,123129626252.86,188.58726613323,328.34214389464
0.56,0.01,222.560152428,146843825994.09,185.94493790523,333.9210499224
0.57,0.01,224.815998415,170175990452.97,183.06571580259,339.41357064855
0.58,0.01,227.725789238,193099391460.06,179.97697948872,344.81342001815
0.59,0.01,230.001916931,215591270856.36,176.70666263464,350.1151500702
0.6,0.01,232.789402218,237632740870.48,173.28327138111,355.31416811343
0.61,0.01,235.651601586,259208736279.26,169.73564929082,360.40674685003
0.62,0.01,237.912565776,280307891410.2,166.09127929373,365.38998355251
0.63,0.01,240.139808807,300922040056.12,162.37476744081,370.26171374876
0.64,0.01,244.037514452,321046020063.97,158.60945558854,375.02047329237
0.65,0.01,246.838367358,340677276385.85,154.81434504423,379.66536813318
0.66,0.01,249.722154272,359815581354.88,151.00850264145,384.19607628324
0.67,0.01,251.968038873,378462843027.85,147.20871685357,388.61277945916
0.68,0.01,254.205584384,396622833062.45,143.43000574548,392.91610996458
0.69,0.01,256.984793784,414300959956.69,139.68614645043,397.10711345844
0.7,0.01,259.241365389,431504049339.66,135.9876075516,401.18714968861
0.71,0.01,262.134576125,448240025972.01,132.34439608121,405.15787864394
0.72,0.01,264.358539941,464517815501.5,128.76473670707,409.021207078
0.73,0.01,267.146217316,480347137096.47,125.25553560979,412.77924895048
0.74,0.01,270.05032912,495738381037.52,121.82319986674,416.43431045263
0.75,0.01,272.338949553,510702542139.91,118.47215356455,419.98883051157
0.76,0.01,274.562445133,525250964620.71,115.20588577549,423.44535273706
