Scenario,dispersion, perm_x_aq, perm_y_aq, perm_x_cap, perm_y_cap, depth, aq_thickness, injected_fluid_mass, injected_temp, inject_time, store_time, produce_time, rest_time, T_ambient, P_ambient, enthalpy_i, enthalpy_a, RE1, RE2, RE3, RE4, RE5
91d_400m_disp0m_0137,0,1.00E-13,2.00E-14,1.00E-16,1.00E-17,400,60,50000000,200,91,91,91,91,28.6,4305645.1,853513.2897,123826.3854,0.703368962,0.7555008,0.779070975,0.793172596,0.802787376
91d_400m_disp0m_0140,0,1.00E-13,2.00E-14,1.00E-16,1.00E-17,400,60,100000000,90,91,91,91,91,28.6,4305645.1,380247.046,123826.3854,0.764656884,0.810237421,0.831206949,0.843784496,0.85246201
91d_400m_disp0m_0141,0,1.00E-13,2.00E-14,1.00E-16,1.00E-17,400,60,100000000,150,91,91,91,91,28.6,4305645.1,634623.3714,123826.3854,0.763480866,0.809570654,0.830456724,0.843058967,0.851739854
91d_400m_disp0m_0142,0,1.00E-13,2.00E-14,1.00E-16,1.00E-17,400,60,100000000,200,91,91,91,91,28.6,4305645.1,853513.2897,123826.3854,0.760005054,0.806194483,0.826927157,0.839322689,0.847755107
91d_400m_disp0m_0146,0,1.00E-13,2.00E-14,1.00E-16,1.00E-17,400,60,200000000,150,91,91,91,91,28.6,4305645.1,634623.3714,123826.3854,0.801259368,0.84181753,0.860522282,0.87179435,0.879625603
91d_400m_disp0m_0147,0,1.00E-13,2.00E-14,1.00E-16,1.00E-17,400,60,200000000,200,91,91,91,91,28.6,4305645.1,853513.2897,123826.3854,0.797737641,0.838815353,0.857356972,0.868551361,0.875895103
91d_400m_disp0m_0181,0,1.00E-13,1.00E-14,1.00E-16,1.00E-17,400,20,50000000,150,91,91,91,91,28.2,4110033.7,634501.7698,121979.9198,0.672827731,0.727885173,0.753572412,0.769385265,0.780347716
91d_400m_disp0m_0182,0,1.00E-13,1.00E-14,1.00E-16,1.00E-17,400,20,50000000,200,91,91,91,91,28.2,4110033.7,853432.7098,121979.9198,0.669037176,0.724711108,0.750635376,0.766615368,0.777651958
91d_400m_disp0m_0195,0,1.00E-13,1.00E-14,1.00E-16,1.00E-17,400,40,50000000,90,91,91,91,91,28.4,4207839.4,380171.3021,122903.2125,0.717668048,0.767428764,0.790119516,0.803859733,0.813313051
91d_400m_disp0m_0196,0,1.00E-13,1.00E-14,1.00E-16,1.00E-17,400,40,50000000,150,91,91,91,91,28.4,4207839.4,634562.5646,122903.2125,0.716578568,0.766633912,0.789469909,0.803246355,0.812696048
91d_400m_disp0m_0197,0,1.00E-13,1.00E-14,1.00E-16,1.00E-17,400,40,50000000,200,91,91,91,91,28.4,4207839.4,853472.9824,122903.2125,0.71367174,0.764074577,0.787032767,0.800840424,0.81029714
91d_400m_disp0m_0201,0,1.00E-13,1.00E-14,1.00E-16,1.00E-17,400,40,100000000,150,91,91,91,91,28.4,4207839.4,634562.5646,122903.2125,0.7592887,0.804984188,0.826022413,0.838706463,0.847507018
91d_400m_disp0m_0202,0,1.00E-13,1.00E-14,1.00E-16,1.00E-17,400,40,100000000,200,91,91,91,91,28.4,4207839.4,853472.9824,122903.2125,0.756096775,0.802322055,0.823553174,0.836241238,0.845179652
91d_400m_disp0m_0210,0,1.00E-13,1.00E-14,1.00E-16,1.00E-17,400,60,50000000,90,91,91,91,91,28.6,4305645.1,380247.046,123826.3854,0.707491705,0.759425735,0.783191528,0.797547084,0.807423162
91d_400m_disp0m_0211,0,1.00E-13,1.00E-14,1.00E-16,1.00E-17,400,60,50000000,150,91,91,91,91,28.6,4305645.1,634623.3714,123826.3854,0.706543931,0.758806869,0.7826804,0.797092561,0.806995277
91d_400m_disp0m_0212,0,1.00E-13,1.00E-14,1.00E-16,1.00E-17,400,60,50000000,200,91,91,91,91,28.6,4305645.1,853513.2897,123826.3854,0.704172779,0.756766611,0.780737833,0.795173466,0.805068528
91d_400m_disp0m_0215,0,1.00E-13,1.00E-14,1.00E-16,1.00E-17,400,60,100000000,90,91,91,91,91,28.6,4305645.1,380247.046,123826.3854,0.764395851,0.810060002,0.831012444,0.843646934,0.852282392
91d_400m_disp0m_0216,0,1.00E-13,1.00E-14,1.00E-16,1.00E-17,400,60,100000000,150,91,91,91,91,28.6,4305645.1,634623.3714,123826.3854,0.763529364,0.809657217,0.830658079,0.843342797,0.852059334
91d_400m_disp0m_0217,0,1.00E-13,1.00E-14,1.00E-16,1.00E-17,400,60,100000000,200,91,91,91,91,28.6,4305645.1,853513.2897,123826.3854,0.760827897,0.807333633,0.828522428,0.841229208,0.849947229
91d_400m_disp0m_0221,0,1.00E-13,1.00E-14,1.00E-16,1.00E-17,400,60,200000000,150,91,91,91,91,28.6,4305645.1,634623.3714,123826.3854,0.801349973,0.842105426,0.86057549,0.871988209,0.879803844
91d_400m_disp0m_0222,0,1.00E-13,1.00E-14,1.00E-16,1.00E-17,400,60,200000000,200,91,91,91,91,28.6,4305645.1,853513.2897,123826.3854,0.798436425,0.839697608,0.858359704,0.869957054,0.877695709
91d_400m_disp0m_0256,0,1.00E-13,2.00E-15,1.00E-16,1.00E-17,400,20,50000000,150,91,91,91,91,28.2,4110033.7,634501.7698,121979.9198,0.673736227,0.728156046,0.753828093,0.769580019,0.780484149
91d_400m_disp0m_0257,0,1.00E-13,2.00E-15,1.00E-16,1.00E-17,400,20,50000000,200,91,91,91,91,28.2,4110033.7,853432.7098,121979.9198,0.670463844,0.725484308,0.751311116,0.767296163,0.778332086
91d_400m_disp0m_0270,0,1.00E-13,2.00E-15,1.00E-16,1.00E-17,400,40,50000000,90,91,91,91,91,28.4,4207839.4,380171.3021,122903.2125,0.717353721,0.767044763,0.789770948,0.803563916,0.813016064
91d_400m_disp0m_0271,0,1.00E-13,2.00E-15,1.00E-16,1.00E-17,400,40,50000000,150,91,91,91,91,28.4,4207839.4,634562.5646,122903.2125,0.716329293,0.76637832,0.789257381,0.803105326,0.812586142
91d_400m_disp0m_0272,0,1.00E-13,2.00E-15,1.00E-16,1.00E-17,400,40,50000000,200,91,91,91,91,28.4,4207839.4,853472.9824,122903.2125,0.713955414,0.764503039,0.787653768,0.801633923,0.811235361
91d_400m_disp0m_0276,0,1.00E-13,2.00E-15,1.00E-16,1.00E-17,400,40,100000000,150,91,91,91,91,28.4,4207839.4,634562.5646,122903.2125,0.759228499,0.804670183,0.825672293,0.838534693,0.847355663
91d_400m_disp0m_0277,0,1.00E-13,2.00E-15,1.00E-16,1.00E-17,400,40,100000000,200,91,91,91,91,28.4,4207839.4,853472.9824,122903.2125,0.756523886,0.802638994,0.823858801,0.837011959,0.845898047
91d_400m_disp0m_0285,0,1.00E-13,2.00E-15,1.00E-16,1.00E-17,400,60,50000000,90,91,91,91,91,28.6,4305645.1,380247.046,123826.3854,0.707289779,0.7591933,0.782959163,0.797320815,0.807204416
91d_400m_disp0m_0286,0,1.00E-13,2.00E-15,1.00E-16,1.00E-17,400,60,50000000,150,91,91,91,91,28.6,4305645.1,634623.3714,123826.3854,0.706390584,0.758635158,0.782541232,0.796992385,0.806933129
91d_400m_disp0m_0287,0,1.00E-13,2.00E-15,1.00E-16,1.00E-17,400,60,50000000,200,91,91,91,91,28.6,4305645.1,853513.2897,123826.3854,0.704410215,0.757148637,0.781291836,0.795885963,0.805922091
91d_400m_disp0m_0290,0,1.00E-13,2.00E-15,1.00E-16,1.00E-17,400,60,100000000,90,91,91,91,91,28.6,4305645.1,380247.046,123826.3854,0.764144068,0.809774263,0.830642489,0.843321291,0.851971144
91d_400m_disp0m_0291,0,1.00E-13,2.00E-15,1.00E-16,1.00E-17,400,60,100000000,150,91,91,91,91,28.6,4305645.1,634623.3714,123826.3854,0.763431622,0.809444486,0.830498968,0.843183822,0.851928547
91d_400m_disp0m_0292,0,1.00E-13,2.00E-15,1.00E-16,1.00E-17,400,60,100000000,200,91,91,91,91,28.6,4305645.1,853513.2897,123826.3854,0.761195095,0.807788602,0.829103379,0.842017275,0.850892502
91d_400m_disp0m_0296,0,1.00E-13,2.00E-15,1.00E-16,1.00E-17,400,60,200000000,150,91,91,91,91,28.6,4305645.1,634623.3714,123826.3854,0.801286331,0.841874376,0.860375529,0.871798191,0.879530258
91d_400m_disp0m_0297,0,1.00E-13,2.00E-15,1.00E-16,1.00E-17,400,60,200000000,200,91,91,91,91,28.6,4305645.1,853513.2897,123826.3854,0.798978584,0.840035845,0.859080195,0.870550761,0.878599696
91d_400m_disp0m_0331,0,1.00E-13,1.00E-15,1.00E-16,1.00E-17,400,20,50000000,150,91,91,91,91,28.2,4110033.7,634501.7698,121979.9198,0.673973959,0.728308907,0.753856278,0.769577418,0.780501176
91d_400m_disp0m_0332,0,1.00E-13,1.00E-15,1.00E-16,1.00E-17,400,20,50000000,200,91,91,91,91,28.2,4110033.7,853432.7098,121979.9198,0.67080921,0.725674802,0.75142676,0.767353364,0.778408255
91d_400m_disp0m_0345,0,1.00E-13,1.00E-15,1.00E-16,1.00E-17,400,40,50000000,90,91,91,91,91,28.4,4207839.4,380171.3021,122903.2125,0.717337916,0.767003523,0.789729427,0.803466228,0.81292709
91d_400m_disp0m_0346,0,1.00E-13,1.00E-15,1.00E-16,1.00E-17,400,40,50000000,150,91,91,91,91,28.4,4207839.4,634562.5646,122903.2125,0.716266472,0.766301594,0.789190493,0.803054808,0.812519434
91d_400m_disp0m_0347,0,1.00E-13,1.00E-15,1.00E-16,1.00E-17,400,40,50000000,200,91,91,91,91,28.4,4207839.4,853472.9824,122903.2125,0.713955847,0.76447633,0.78761054,0.801619337,0.811228458
91d_400m_disp0m_0351,0,1.00E-13,1.00E-15,1.00E-16,1.00E-17,400,40,100000000,150,91,91,91,91,28.4,4207839.4,634562.5646,122903.2125,0.759206208,0.804591035,0.825611951,0.83850587,0.847290295
91d_400m_disp0m_0352,0,1.00E-13,1.00E-15,1.00E-16,1.00E-17,400,40,100000000,200,91,91,91,91,28.4,4207839.4,853472.9824,122903.2125,0.7566461,0.802616254,0.82390408,0.836891112,0.845884062
91d_400m_disp0m_0360,0,1.00E-13,1.00E-15,1.00E-16,1.00E-17,400,60,50000000,90,91,91,91,91,28.6,4305645.1,380247.046,123826.3854,0.707267483,0.759160355,0.782923312,0.797284089,0.807168957
91d_400m_disp0m_0361,0,1.00E-13,1.00E-15,1.00E-16,1.00E-17,400,60,50000000,150,91,91,91,91,28.6,4305645.1,634623.3714,123826.3854,0.706362046,0.758590103,0.782492598,0.796943553,0.806885378
91d_400m_disp0m_0362,0,1.00E-13,1.00E-15,1.00E-16,1.00E-17,400,60,50000000,200,91,91,91,91,28.6,4305645.1,853513.2897,123826.3854,0.704399823,0.75712467,0.781269062,0.7958679,0.805909839
91d_400m_disp0m_0365,0,1.00E-13,1.00E-15,1.00E-16,1.00E-17,400,60,100000000,90,91,91,91,91,28.6,4305645.1,380247.046,123826.3854,0.76410129,0.809709986,0.830576743,0.843248442,0.851928499
91d_400m_disp0m_0366,0,1.00E-13,1.00E-15,1.00E-16,1.00E-17,400,60,100000000,150,91,91,91,91,28.6,4305645.1,634623.3714,123826.3854,0.763438644,0.809359174,0.830462773,0.843178945,0.851916412
91d_400m_disp0m_0367,0,1.00E-13,1.00E-15,1.00E-16,1.00E-17,400,60,100000000,200,91,91,91,91,28.6,4305645.1,853513.2897,123826.3854,0.761147457,0.807767551,0.829157095,0.842017594,0.85087683
91d_400m_disp0m_0371,0,1.00E-13,1.00E-15,1.00E-16,1.00E-17,400,60,200000000,150,91,91,91,91,28.6,4305645.1,634623.3714,123826.3854,0.801273861,0.841709064,0.860379468,0.871686857,0.879596346
91d_400m_disp0m_0372,0,1.00E-13,1.00E-15,1.00E-16,1.00E-17,400,60,200000000,200,91,91,91,91,28.6,4305645.1,853513.2897,123826.3854,0.798813808,0.840050094,0.859094506,0.870693386,0.878598396
91d_400m_disp0m_0375,0,1.00E-12,1.00E-12,1.00E-16,1.00E-17,400,5,50000000,90,91,91,91,91,28.05,4036679.425,380038.754,121287.3711,0.405200478,0.484653083,0.526161611,0.553348812,0.573053881
91d_400m_disp0m_0376,0,1.00E-12,1.00E-12,1.00E-16,1.00E-17,400,5,50000000,150,91,91,91,91,28.05,4036679.425,634456.1814,121287.3711,0.401740795,0.481547685,0.523287259,0.550551235,0.57032882
91d_400m_disp0m_0377,0,1.00E-12,1.00E-12,1.00E-16,1.00E-17,400,5,50000000,200,91,91,91,91,28.05,4036679.425,853402.5283,121287.3711,0.398091641,0.47798339,0.51977141,0.54705837,0.566908479
91d_400m_disp0m_0380,0,1.00E-12,1.00E-12,1.00E-16,1.00E-17,400,5,100000000,90,91,91,91,91,28.05,4036679.425,380038.754,121287.3711,0.408073658,0.48920047,0.531928664,0.559995797,0.580584626
91d_400m_disp0m_0381,0,1.00E-12,1.00E-12,1.00E-16,1.00E-17,400,5,100000000,150,91,91,91,91,28.05,4036679.425,634456.1814,121287.3711,0.405128534,0.486497417,0.529400875,0.557592853,0.578197837
91d_400m_disp0m_0382,0,1.00E-12,1.00E-12,1.00E-16,1.00E-17,400,5,100000000,200,91,91,91,91,28.05,4036679.425,853402.5283,121287.3711,0.401618433,0.483130299,0.52606512,0.554250645,0.574893334
91d_400m_disp0m_0390,0,1.00E-12,1.00E-12,1.00E-16,1.00E-17,400,10,50000000,90,91,91,91,91,28.1,4061130.85,380057.6891,121518.2282,0.54396654,0.615900973,0.651088377,0.673296546,0.688996433
91d_400m_disp0m_0391,0,1.00E-12,1.00E-12,1.00E-16,1.00E-17,400,10,50000000,150,91,91,91,91,28.1,4061130.85,634471.3768,121518.2282,0.530245586,0.605731389,0.642223021,0.665180455,0.681385911
91d_400m_disp0m_0392,0,1.00E-12,1.00E-12,1.00E-16,1.00E-17,400,10,50000000,200,91,91,91,91,28.1,4061130.85,853412.5867,121518.2282,0.512578532,0.589180562,0.626677661,0.650291483,0.667048638
91d_400m_disp0m_0395,0,1.00E-12,1.00E-12,1.00E-16,1.00E-17,400,10,100000000,90,91,91,91,91,28.1,4061130.85,380057.6891,121518.2282,0.552503432,0.62613331,0.662399268,0.685386283,0.701809203
91d_400m_disp0m_0396,0,1.00E-12,1.00E-12,1.00E-16,1.00E-17,400,10,100000000,150,91,91,91,91,28.1,4061130.85,634471.3768,121518.2282,0.539607672,0.618088206,0.65589509,0.679663147,0.696540937
91d_400m_disp0m_0397,0,1.00E-12,1.00E-12,1.00E-16,1.00E-17,400,10,100000000,200,91,91,91,91,28.1,4061130.85,853412.5867,121518.2282,0.525983315,0.607337872,0.646272605,0.670735226,0.688073831
91d_400m_disp0m_0400,0,1.00E-12,1.00E-12,1.00E-16,1.00E-17,400,10,200000000,90,91,91,91,91,28.1,4061130.85,380057.6891,121518.2282,0.556151025,0.630752491,0.667828998,0.691439131,0.708394226
91d_400m_disp0m_0401,0,1.00E-12,1.00E-12,1.00E-16,1.00E-17,400,10,200000000,150,91,91,91,91,28.1,4061130.85,634471.3768,121518.2282,0.543464631,0.62397478,0.66256738,0.686868313,0.704189376
91d_400m_disp0m_0402,0,1.00E-12,1.00E-12,1.00E-16,1.00E-17,400,10,200000000,200,91,91,91,91,28.1,4061130.85,853412.5867,121518.2282,0.531583462,0.616115124,0.655758081,0.680702953,0.698423669
91d_400m_disp0m_0405,0,1.00E-12,1.00E-12,1.00E-16,1.00E-17,400,20,50000000,90,91,91,91,91,28.2,4110033.7,380095.5597,121979.9198,0.671909429,0.726136863,0.751722278,0.767576541,0.778691893
91d_400m_disp0m_0406,0,1.00E-12,1.00E-12,1.00E-16,1.00E-17,400,20,50000000,150,91,91,91,91,28.2,4110033.7,634501.7698,121979.9198,0.617909521,0.669899833,0.697272472,0.714898794,0.727523551
91d_400m_disp0m_0407,0,1.00E-12,1.00E-12,1.00E-16,1.00E-17,400,20,50000000,200,91,91,91,91,28.2,4110033.7,853432.7098,121979.9198,0.545119608,0.596992159,0.625473713,0.644206529,0.657848527
91d_400m_disp0m_0410,0,1.00E-12,1.00E-12,1.00E-16,1.00E-17,400,20,100000000,90,91,91,91,91,28.2,4110033.7,380095.5597,121979.9198,0.697607858,0.751960758,0.777607102,0.793535067,0.804664926
91d_400m_disp0m_0411,0,1.00E-12,1.00E-12,1.00E-16,1.00E-17,400,20,100000000,150,91,91,91,91,28.2,4110033.7,634501.7698,121979.9198,0.659184667,0.715432104,0.743589267,0.761403642,0.77402088
91d_400m_disp0m_0412,0,1.00E-12,1.00E-12,1.00E-16,1.00E-17,400,20,100000000,200,91,91,91,91,28.2,4110033.7,853432.7098,121979.9198,0.608093859,0.665348921,0.695031251,0.714019206,0.727663922
91d_400m_disp0m_0415,0,1.00E-12,1.00E-12,1.00E-16,1.00E-17,400,20,200000000,90,91,91,91,91,28.2,4110033.7,380095.5597,121979.9198,0.711941733,0.766869744,0.792507081,0.808223414,0.819544343
91d_400m_disp0m_0416,0,1.00E-12,1.00E-12,1.00E-16,1.00E-17,400,20,200000000,150,91,91,91,91,28.2,4110033.7,634501.7698,121979.9198,0.680443029,0.742561228,0.771673917,0.789489141,0.802053982
91d_400m_disp0m_0417,0,1.00E-12,1.00E-12,1.00E-16,1.00E-17,400,20,200000000,200,91,91,91,91,28.2,4110033.7,853432.7098,121979.9198,0.643544677,0.709268308,0.740141008,0.759316985,0.772881374
91d_400m_disp0m_0420,0,1.00E-12,1.00E-12,1.00E-16,1.00E-17,400,40,50000000,90,91,91,91,91,28.4,4207839.4,380171.3021,122903.2125,0.698671283,0.741306095,0.760619111,0.772653426,0.781260497
91d_400m_disp0m_0421,0,1.00E-12,1.00E-12,1.00E-16,1.00E-17,400,40,50000000,150,91,91,91,91,28.4,4207839.4,634562.5646,122903.2125,0.55746056,0.581342193,0.599092816,0.61261057,0.62326357
91d_400m_disp0m_0422,0,1.00E-12,1.00E-12,1.00E-16,1.00E-17,400,40,50000000,200,91,91,91,91,28.4,4207839.4,853472.9824,122903.2125,0.414106666,0.443361526,0.464498359,0.479639166,0.491227888
91d_400m_disp0m_0425,0,1.00E-12,1.00E-12,1.00E-16,1.00E-17,400,40,100000000,90,91,91,91,91,28.4,4207839.4,380171.3021,122903.2125,0.75124494,0.791180314,0.809430504,0.820896256,0.829096696
91d_400m_disp0m_0426,0,1.00E-12,1.00E-12,1.00E-16,1.00E-17,400,40,100000000,150,91,91,91,91,28.4,4207839.4,634562.5646,122903.2125,0.654543183,0.67712324,0.694134645,0.706973646,0.717005131
91d_400m_disp0m_0427,0,1.00E-12,1.00E-12,1.00E-16,1.00E-17,400,40,100000000,200,91,91,91,91,28.4,4207839.4,853472.9824,122903.2125,0.53291441,0.557726274,0.57806423,0.592628534,0.60370845
91d_400m_disp0m_0430,0,1.00E-12,1.00E-12,1.00E-16,1.00E-17,400,40,200000000,90,91,91,91,91,28.4,4207839.4,380171.3021,122903.2125,0.787140495,0.82494558,0.84241036,0.853319141,0.861247657
91d_400m_disp0m_0431,0,1.00E-12,1.00E-12,1.00E-16,1.00E-17,400,40,200000000,150,91,91,91,91,28.4,4207839.4,634562.5646,122903.2125,0.727676173,0.751795977,0.768034927,0.780060113,0.789305111
91d_400m_disp0m_0432,0,1.00E-12,1.00E-12,1.00E-16,1.00E-17,400,40,200000000,200,91,91,91,91,28.4,4207839.4,853472.9824,122903.2125,0.641724947,0.663541975,0.682562946,0.696089359,0.706280725
91d_400m_disp0m_0435,0,1.00E-12,1.00E-12,1.00E-16,1.00E-17,400,60,50000000,90,91,91,91,91,28.6,4305645.1,380247.046,123826.3854,0.682771933,0.72408081,0.741277036,0.75134659,0.758325509
91d_400m_disp0m_0436,0,1.00E-12,1.00E-12,1.00E-16,1.00E-17,400,60,50000000,150,91,91,91,91,28.6,4305645.1,634623.3714,123826.3854,0.502423557,0.515054409,0.524804852,0.533132138,0.54038919
91d_400m_disp0m_0437,0,1.00E-12,1.00E-12,1.00E-16,1.00E-17,400,60,50000000,200,91,91,91,91,28.6,4305645.1,853513.2897,123826.3854,0.336021497,0.352583182,0.36586646,0.376420275,0.385135911
91d_400m_disp0m_0440,0,1.00E-12,1.00E-12,1.00E-16,1.00E-17,400,60,100000000,90,91,91,91,91,28.6,4305645.1,380247.046,123826.3854,0.745188505,0.78150361,0.796782031,0.805919607,0.812409202
91d_400m_disp0m_0441,0,1.00E-12,1.00E-12,1.00E-16,1.00E-17,400,60,100000000,150,91,91,91,91,28.6,4305645.1,634623.3714,123826.3854,0.594167846,0.602829621,0.612970572,0.622231102,0.630316729
91d_400m_disp0m_0442,0,1.00E-12,1.00E-12,1.00E-16,1.00E-17,400,60,100000000,200,91,91,91,91,28.6,4305645.1,853513.2897,123826.3854,0.430573255,0.443904046,0.458893553,0.47092576,0.480719808
91d_400m_disp0m_0445,0,1.00E-12,1.00E-12,1.00E-16,1.00E-17,400,60,200000000,90,91,91,91,91,28.6,4305645.1,380247.046,123826.3854,0.792554907,0.825689493,0.839840773,0.848556638,0.854706915
91d_400m_disp0m_0446,0,1.00E-12,1.00E-12,1.00E-16,1.00E-17,400,60,200000000,150,91,91,91,91,28.6,4305645.1,634623.3714,123826.3854,0.688847665,0.696495386,0.706418675,0.715580144,0.723468765
91d_400m_disp0m_0447,0,1.00E-12,1.00E-12,1.00E-16,1.00E-17,400,60,200000000,200,91,91,91,91,28.6,4305645.1,853513.2897,123826.3854,0.553006822,0.56078264,0.575660559,0.587639236,0.597224429
91d_400m_disp0m_0450,0,1.00E-12,2.00E-13,1.00E-16,1.00E-17,400,5,50000000,90,91,91,91,91,28.05,4036679.425,380038.754,121287.3711,0.405273613,0.484692749,0.526234779,0.553328846,0.57309192
91d_400m_disp0m_0451,0,1.00E-12,2.00E-13,1.00E-16,1.00E-17,400,5,50000000,150,91,91,91,91,28.05,4036679.425,634456.1814,121287.3711,0.401933522,0.481631335,0.523333231,0.55060843,0.570378012
91d_400m_disp0m_0452,0,1.00E-12,2.00E-13,1.00E-16,1.00E-17,400,5,50000000,200,91,91,91,91,28.05,4036679.425,853402.5283,121287.3711,0.398301633,0.478070481,0.519826643,0.547095774,0.566929876
91d_400m_disp0m_0455,0,1.00E-12,2.00E-13,1.00E-16,1.00E-17,400,5,100000000,90,91,91,91,91,28.05,4036679.425,380038.754,121287.3711,0.408188902,0.48924568,0.531968959,0.560025453,0.5806124
91d_400m_disp0m_0456,0,1.00E-12,2.00E-13,1.00E-16,1.00E-17,400,5,100000000,150,91,91,91,91,28.05,4036679.425,634456.1814,121287.3711,0.4052634,0.486594875,0.529398903,0.557604814,0.57821393
91d_400m_disp0m_0457,0,1.00E-12,2.00E-13,1.00E-16,1.00E-17,400,5,100000000,200,91,91,91,91,28.05,4036679.425,853402.5283,121287.3711,0.401776136,0.483174465,0.526058498,0.554273474,0.574885251
91d_400m_disp0m_0465,0,1.00E-12,2.00E-13,1.00E-16,1.00E-17,400,10,50000000,90,91,91,91,91,28.1,4061130.85,380057.6891,121518.2282,0.545428366,0.616507921,0.651578677,0.673600309,0.689210336
91d_400m_disp0m_0466,0,1.00E-12,2.00E-13,1.00E-16,1.00E-17,400,10,50000000,150,91,91,91,91,28.1,4061130.85,634471.3768,121518.2282,0.53568988,0.608986545,0.644790035,0.667316566,0.683322023
91d_400m_disp0m_0467,0,1.00E-12,2.00E-13,1.00E-16,1.00E-17,400,10,50000000,200,91,91,91,91,28.1,4061130.85,853412.5867,121518.2282,0.522958075,0.596402,0.632551354,0.655429048,0.671716997
91d_400m_disp0m_0470,0,1.00E-12,2.00E-13,1.00E-16,1.00E-17,400,10,100000000,90,91,91,91,91,28.1,4061130.85,380057.6891,121518.2282,0.553742971,0.626516952,0.662574798,0.685568147,0.702062193
91d_400m_disp0m_0471,0,1.00E-12,2.00E-13,1.00E-16,1.00E-17,400,10,100000000,150,91,91,91,91,28.1,4061130.85,634471.3768,121518.2282,0.543819619,0.619886359,0.657119124,0.680542125,0.697287645
91d_400m_disp0m_0472,0,1.00E-12,2.00E-13,1.00E-16,1.00E-17,400,10,100000000,200,91,91,91,91,28.1,4061130.85,853412.5867,121518.2282,0.53316066,0.611211154,0.649099597,0.673060763,0.690125583
91d_400m_disp0m_0475,0,1.00E-12,2.00E-13,1.00E-16,1.00E-17,400,10,200000000,90,91,91,91,91,28.1,4061130.85,380057.6891,121518.2282,0.55719703,0.631249229,0.66795261,0.691579898,0.708419813
91d_400m_disp0m_0476,0,1.00E-12,2.00E-13,1.00E-16,1.00E-17,400,10,200000000,150,91,91,91,91,28.1,4061130.85,634471.3768,121518.2282,0.546952859,0.625095958,0.663142714,0.687401868,0.704524287
91d_400m_disp0m_0477,0,1.00E-12,2.00E-13,1.00E-16,1.00E-17,400,10,200000000,200,91,91,91,91,28.1,4061130.85,853412.5867,121518.2282,0.536879555,0.618188331,0.657314091,0.681833321,0.69941064
91d_400m_disp0m_0480,0,1.00E-12,2.00E-13,1.00E-16,1.00E-17,400,20,50000000,90,91,91,91,91,28.2,4110033.7,380095.5597,121979.9198,0.677524618,0.731408599,0.756663835,0.772172222,0.782951781
91d_400m_disp0m_0481,0,1.00E-12,2.00E-13,1.00E-16,1.00E-17,400,20,50000000,150,91,91,91,91,28.2,4110033.7,634501.7698,121979.9198,0.654954034,0.70429383,0.728092878,0.743177806,0.753935872
91d_400m_disp0m_0482,0,1.00E-12,2.00E-13,1.00E-16,1.00E-17,400,20,50000000,200,91,91,91,91,28.2,4110033.7,853432.7098,121979.9198,0.607220737,0.646318284,0.668137776,0.682995928,0.694047213
91d_400m_disp0m_0485,0,1.00E-12,2.00E-13,1.00E-16,1.00E-17,400,20,100000000,90,91,91,91,91,28.2,4110033.7,380095.5597,121979.9198,0.701567008,0.755018632,0.780137532,0.795810312,0.806779679
91d_400m_disp0m_0486,0,1.00E-12,2.00E-13,1.00E-16,1.00E-17,400,20,100000000,150,91,91,91,91,28.2,4110033.7,634501.7698,121979.9198,0.685526304,0.736752464,0.761566195,0.777211949,0.788458123
91d_400m_disp0m_0487,0,1.00E-12,2.00E-13,1.00E-16,1.00E-17,400,20,100000000,200,91,91,91,91,28.2,4110033.7,853432.7098,121979.9198,0.652790802,0.697029076,0.721082017,0.737085895,0.748798621
91d_400m_disp0m_0490,0,1.00E-12,2.00E-13,1.00E-16,1.00E-17,400,20,200000000,90,91,91,91,91,28.2,4110033.7,380095.5597,121979.9198,0.715450943,0.76857834,0.793590252,0.809215776,0.820333516
91d_400m_disp0m_0491,0,1.00E-12,2.00E-13,1.00E-16,1.00E-17,400,20,200000000,150,91,91,91,91,28.2,4110033.7,634501.7698,121979.9198,0.702659057,0.756092889,0.78164239,0.797912718,0.80939755
91d_400m_disp0m_0492,0,1.00E-12,2.00E-13,1.00E-16,1.00E-17,400,20,200000000,200,91,91,91,91,28.2,4110033.7,853432.7098,121979.9198,0.678188418,0.729003158,0.755360025,0.772434181,0.784728033
91d_400m_disp0m_0495,0,1.00E-12,2.00E-13,1.00E-16,1.00E-17,400,40,50000000,90,91,91,91,91,28.4,4207839.4,380171.3021,122903.2125,0.717307031,0.76545909,0.787164568,0.800163624,0.809060172
91d_400m_disp0m_0496,0,1.00E-12,2.00E-13,1.00E-16,1.00E-17,400,40,50000000,150,91,91,91,91,28.4,4207839.4,634562.5646,122903.2125,0.676074912,0.710575033,0.724828508,0.733487613,0.739744572
91d_400m_disp0m_0497,0,1.00E-12,2.00E-13,1.00E-16,1.00E-17,400,40,50000000,200,91,91,91,91,28.4,4207839.4,853472.9824,122903.2125,0.584620617,0.597768788,0.60522697,0.611696058,0.617496055
91d_400m_disp0m_0500,0,1.00E-12,2.00E-13,1.00E-16,1.00E-17,400,40,100000000,90,91,91,91,91,28.4,4207839.4,380171.3021,122903.2125,0.762459987,0.806242204,0.826042701,0.838072102,0.846365732
