Scenario,dispersion, perm_x_aq, perm_y_aq, perm_x_cap, perm_y_cap, depth, aq_thickness, injected_fluid_mass, injected_temp, inject_time, store_time, produce_time, rest_time, T_ambient, P_ambient, enthalpy_i, enthalpy_a, RE1, RE2, RE3, RE4, RE5
8hr_400m_disp1m_0412,1,1.00E-12,2.00E-14,1.00E-16,1.00E-17,400,20,1000000,200,0.3333,0.1667,0.3333,0.1667,28.2,4110033.7,853432.7098,121979.9198,0.643571075,0.70605099,0.735550322,0.753797355,0.766574751
8hr_400m_disp1m_0415,1,1.00E-12,2.00E-14,1.00E-16,1.00E-17,400,40,1000000,90,0.3333,0.1667,0.3333,0.1667,28.4,4207839.4,380171.3021,122903.2125,0.593641863,0.65880995,0.689988804,0.709413078,0.723085886
8hr_400m_disp1m_0416,1,1.00E-12,2.00E-14,1.00E-16,1.00E-17,400,40,1000000,150,0.3333,0.1667,0.3333,0.1667,28.4,4207839.4,634562.5646,122903.2125,0.593363558,0.65873965,0.690027057,0.709516589,0.723230777
8hr_400m_disp1m_0417,1,1.00E-12,2.00E-14,1.00E-16,1.00E-17,400,40,1000000,200,0.3333,0.1667,0.3333,0.1667,28.4,4207839.4,853472.9824,122903.2125,0.592357335,0.658091076,0.689565019,0.709160247,0.722959966
8hr_400m_disp1m_0420,1,1.00E-12,2.00E-14,1.00E-16,1.00E-17,400,60,1000000,90,0.3333,0.1667,0.3333,0.1667,28.6,4305645.1,380247.046,123826.3854,0.558566153,0.625351566,0.657600329,0.677780253,0.6920497
8hr_400m_disp1m_0421,1,1.00E-12,2.00E-14,1.00E-16,1.00E-17,400,60,1000000,150,0.3333,0.1667,0.3333,0.1667,28.6,4305645.1,634623.3714,123826.3854,0.558187481,0.625165503,0.657508007,0.677754393,0.692076173
8hr_400m_disp1m_0422,1,1.00E-12,2.00E-14,1.00E-16,1.00E-17,400,60,1000000,200,0.3333,0.1667,0.3333,0.1667,28.6,4305645.1,853513.2897,123826.3854,0.557272986,0.624564572,0.657056917,0.67741693,0.691822692
8hr_400m_disp1m_0455,1,1.00E-12,1.00E-14,1.00E-16,1.00E-17,400,10,1000000,90,0.3333,0.1667,0.3333,0.1667,28.1,4061130.85,380057.6891,121518.2282,0.682727346,0.741166321,0.768685164,0.785407763,0.7974086
8hr_400m_disp1m_0456,1,1.00E-12,1.00E-14,1.00E-16,1.00E-17,400,10,1000000,150,0.3333,0.1667,0.3333,0.1667,28.1,4061130.85,634471.3768,121518.2282,0.682988058,0.74164751,0.769080982,0.785950382,0.797720598
8hr_400m_disp1m_0457,1,1.00E-12,1.00E-14,1.00E-16,1.00E-17,400,10,1000000,200,0.3333,0.1667,0.3333,0.1667,28.1,4061130.85,853412.5867,121518.2282,0.681734634,0.740832918,0.768483808,0.785485256,0.79734295
8hr_400m_disp1m_0460,1,1.00E-12,1.00E-14,1.00E-16,1.00E-17,400,20,1000000,90,0.3333,0.1667,0.3333,0.1667,28.2,4110033.7,380095.5597,121979.9198,0.644708602,0.706542049,0.735685605,0.753756466,0.766473751
8hr_400m_disp1m_0461,1,1.00E-12,1.00E-14,1.00E-16,1.00E-17,400,20,1000000,150,0.3333,0.1667,0.3333,0.1667,28.2,4110033.7,634501.7698,121979.9198,0.644720572,0.706756228,0.735990228,0.754112198,0.766810464
8hr_400m_disp1m_0462,1,1.00E-12,1.00E-14,1.00E-16,1.00E-17,400,20,1000000,200,0.3333,0.1667,0.3333,0.1667,28.2,4110033.7,853432.7098,121979.9198,0.64357809,0.706042863,0.735539178,0.753785468,0.766550232
8hr_400m_disp1m_0465,1,1.00E-12,1.00E-14,1.00E-16,1.00E-17,400,40,1000000,90,0.3333,0.1667,0.3333,0.1667,28.4,4207839.4,380171.3021,122903.2125,0.593640112,0.658806294,0.689984499,0.709408497,0.723081375
8hr_400m_disp1m_0466,1,1.00E-12,1.00E-14,1.00E-16,1.00E-17,400,40,1000000,150,0.3333,0.1667,0.3333,0.1667,28.4,4207839.4,634562.5646,122903.2125,0.593363354,0.658736158,0.690022804,0.709512178,0.723226356
8hr_400m_disp1m_0467,1,1.00E-12,1.00E-14,1.00E-16,1.00E-17,400,40,1000000,200,0.3333,0.1667,0.3333,0.1667,28.4,4207839.4,853472.9824,122903.2125,0.592357269,0.658140767,0.68956033,0.709153552,0.722953347
8hr_400m_disp1m_0470,1,1.00E-12,1.00E-14,1.00E-16,1.00E-17,400,60,1000000,90,0.3333,0.1667,0.3333,0.1667,28.6,4305645.1,380247.046,123826.3854,0.558565479,0.625349994,0.657598465,0.677778278,0.692047667
8hr_400m_disp1m_0471,1,1.00E-12,1.00E-14,1.00E-16,1.00E-17,400,60,1000000,150,0.3333,0.1667,0.3333,0.1667,28.6,4305645.1,634623.3714,123826.3854,0.558187434,0.625163921,0.657506036,0.677752313,0.692074064
8hr_400m_disp1m_0472,1,1.00E-12,1.00E-14,1.00E-16,1.00E-17,400,60,1000000,200,0.3333,0.1667,0.3333,0.1667,28.6,4305645.1,853513.2897,123826.3854,0.557272877,0.624562539,0.657054517,0.677414438,0.691820227
8hr_400m_disp1m_0500,1,1.00E-11,1.00E-11,1.00E-16,1.00E-17,400,5,1000000,90,0.3333,0.1667,0.3333,0.1667,28.05,4036679.425,380038.754,121287.3711,0.709792431,0.765652468,0.791426196,0.807371421,0.818289286
8hr_400m_disp1m_0501,1,1.00E-11,1.00E-11,1.00E-16,1.00E-17,400,5,1000000,150,0.3333,0.1667,0.3333,0.1667,28.05,4036679.425,634456.1814,121287.3711,0.707005716,0.763938578,0.790130172,0.80605837,0.817165779
8hr_400m_disp1m_0502,1,1.00E-11,1.00E-11,1.00E-16,1.00E-17,400,5,1000000,200,0.3333,0.1667,0.3333,0.1667,28.05,4036679.425,853402.5283,121287.3711,0.702436519,0.760036185,0.786324781,0.802453699,0.813768449
8hr_400m_disp1m_0505,1,1.00E-11,1.00E-11,1.00E-16,1.00E-17,400,10,1000000,90,0.3333,0.1667,0.3333,0.1667,28.1,4061130.85,380057.6891,121518.2282,0.687816569,0.745729725,0.772744537,0.789359017,0.80084653
8hr_400m_disp1m_0506,1,1.00E-11,1.00E-11,1.00E-16,1.00E-17,400,10,1000000,150,0.3333,0.1667,0.3333,0.1667,28.1,4061130.85,634471.3768,121518.2282,0.684886503,0.742602491,0.769319019,0.78554019,0.796881084
8hr_400m_disp1m_0507,1,1.00E-11,1.00E-11,1.00E-16,1.00E-17,400,10,1000000,200,0.3333,0.1667,0.3333,0.1667,28.1,4061130.85,853412.5867,121518.2282,0.678302336,0.733473446,0.758327872,0.773414653,0.783926504
8hr_400m_disp1m_0510,1,1.00E-11,1.00E-11,1.00E-16,1.00E-17,400,20,1000000,90,0.3333,0.1667,0.3333,0.1667,28.2,4110033.7,380095.5597,121979.9198,0.647765874,0.709188634,0.738217086,0.75604281,0.768550999
8hr_400m_disp1m_0511,1,1.00E-11,1.00E-11,1.00E-16,1.00E-17,400,20,1000000,150,0.3333,0.1667,0.3333,0.1667,28.2,4110033.7,634501.7698,121979.9198,0.644494504,0.704971368,0.732936204,0.750097054,0.761769978
8hr_400m_disp1m_0512,1,1.00E-11,1.00E-11,1.00E-16,1.00E-17,400,20,1000000,200,0.3333,0.1667,0.3333,0.1667,28.2,4110033.7,853432.7098,121979.9198,0.636016138,0.692174866,0.716719619,0.730930267,0.740346521
8hr_400m_disp1m_0515,1,1.00E-11,1.00E-11,1.00E-16,1.00E-17,400,40,1000000,90,0.3333,0.1667,0.3333,0.1667,28.4,4207839.4,380171.3021,122903.2125,0.595426822,0.660419631,0.691472537,0.71079318,0.724377296
8hr_400m_disp1m_0516,1,1.00E-11,1.00E-11,1.00E-16,1.00E-17,400,40,1000000,150,0.3333,0.1667,0.3333,0.1667,28.4,4207839.4,634562.5646,122903.2125,0.593142627,0.657524279,0.687959607,0.706687438,0.719710999
8hr_400m_disp1m_0517,1,1.00E-11,1.00E-11,1.00E-16,1.00E-17,400,40,1000000,200,0.3333,0.1667,0.3333,0.1667,28.4,4207839.4,853472.9824,122903.2125,0.587401687,0.649046457,0.677059154,0.69370951,0.704902705
8hr_400m_disp1m_0518,1,1.00E-11,1.00E-11,1.00E-16,1.00E-17,400,40,1000000,250,0.3333,0.1667,0.3333,0.1667,28.4,4207839.4,1085680.053,122903.2125,0.575010724,0.629592168,0.652549014,0.665304299,0.673395072
8hr_400m_disp1m_0520,1,1.00E-11,1.00E-11,1.00E-16,1.00E-17,400,60,1000000,90,0.3333,0.1667,0.3333,0.1667,28.6,4305645.1,380247.046,123826.3854,0.559849549,0.626529898,0.658703831,0.678822148,0.693038557
8hr_400m_disp1m_0521,1,1.00E-11,1.00E-11,1.00E-16,1.00E-17,400,60,1000000,150,0.3333,0.1667,0.3333,0.1667,28.6,4305645.1,634623.3714,123826.3854,0.558124698,0.624476407,0.656275923,0.676033883,0.689902594
8hr_400m_disp1m_0522,1,1.00E-11,1.00E-11,1.00E-16,1.00E-17,400,60,1000000,200,0.3333,0.1667,0.3333,0.1667,28.6,4305645.1,853513.2897,123826.3854,0.554170482,0.618823506,0.649109472,0.667527933,0.680188087
8hr_400m_disp1m_0523,1,1.00E-11,1.00E-11,1.00E-16,1.00E-17,400,60,1000000,250,0.3333,0.1667,0.3333,0.1667,28.6,4305645.1,1085677.404,123826.3854,0.545969446,0.60628983,0.633300261,0.649105407,0.659584485
8hr_400m_disp1m_0550,1,1.00E-11,2.00E-12,1.00E-16,1.00E-17,400,5,1000000,90,0.3333,0.1667,0.3333,0.1667,28.05,4036679.425,380038.754,121287.3711,0.710036238,0.76571256,0.791573098,0.807401651,0.818412276
8hr_400m_disp1m_0551,1,1.00E-11,2.00E-12,1.00E-16,1.00E-17,400,5,1000000,150,0.3333,0.1667,0.3333,0.1667,28.05,4036679.425,634456.1814,121287.3711,0.707891216,0.764484731,0.790566705,0.806458813,0.817540954
8hr_400m_disp1m_0552,1,1.00E-11,2.00E-12,1.00E-16,1.00E-17,400,5,1000000,200,0.3333,0.1667,0.3333,0.1667,28.05,4036679.425,853402.5283,121287.3711,0.704813211,0.762008212,0.788237773,0.804263209,0.815416265
8hr_400m_disp1m_0555,1,1.00E-11,2.00E-12,1.00E-16,1.00E-17,400,10,1000000,90,0.3333,0.1667,0.3333,0.1667,28.1,4061130.85,380057.6891,121518.2282,0.687765045,0.745786673,0.77289393,0.789519215,0.801092488
8hr_400m_disp1m_0556,1,1.00E-11,2.00E-12,1.00E-16,1.00E-17,400,10,1000000,150,0.3333,0.1667,0.3333,0.1667,28.1,4061130.85,634471.3768,121518.2282,0.686162684,0.744541514,0.771655089,0.788293829,0.799842324
8hr_400m_disp1m_0557,1,1.00E-11,2.00E-12,1.00E-16,1.00E-17,400,10,1000000,200,0.3333,0.1667,0.3333,0.1667,28.1,4061130.85,853412.5867,121518.2282,0.683352804,0.741685558,0.76855488,0.784905864,0.796222874
8hr_400m_disp1m_0560,1,1.00E-11,2.00E-12,1.00E-16,1.00E-17,400,20,1000000,90,0.3333,0.1667,0.3333,0.1667,28.2,4110033.7,380095.5597,121979.9198,0.647871174,0.709455724,0.738440755,0.756394577,0.7689664
8hr_400m_disp1m_0561,1,1.00E-11,2.00E-12,1.00E-16,1.00E-17,400,20,1000000,150,0.3333,0.1667,0.3333,0.1667,28.2,4110033.7,634501.7698,121979.9198,0.646557006,0.708359519,0.73738668,0.755331036,0.767871949
8hr_400m_disp1m_0562,1,1.00E-11,2.00E-12,1.00E-16,1.00E-17,400,20,1000000,200,0.3333,0.1667,0.3333,0.1667,28.2,4110033.7,853432.7098,121979.9198,0.644301357,0.706045582,0.734903888,0.752586294,0.764858874
8hr_400m_disp1m_0565,1,1.00E-11,2.00E-12,1.00E-16,1.00E-17,400,40,1000000,90,0.3333,0.1667,0.3333,0.1667,28.4,4207839.4,380171.3021,122903.2125,0.595481023,0.660528009,0.691632667,0.71100151,0.724630129
8hr_400m_disp1m_0566,1,1.00E-11,2.00E-12,1.00E-16,1.00E-17,400,40,1000000,150,0.3333,0.1667,0.3333,0.1667,28.4,4207839.4,634562.5646,122903.2125,0.594419765,0.659676317,0.69086471,0.710267966,0.723905506
8hr_400m_disp1m_0567,1,1.00E-11,2.00E-12,1.00E-16,1.00E-17,400,40,1000000,200,0.3333,0.1667,0.3333,0.1667,28.4,4207839.4,853472.9824,122903.2125,0.592834017,0.658252486,0.689352136,0.70866208,0.722200282
8hr_400m_disp1m_0568,1,1.00E-11,2.00E-12,1.00E-16,1.00E-17,400,40,1000000,250,0.3333,0.1667,0.3333,0.1667,28.4,4207839.4,1085680.053,122903.2125,0.591573436,0.65691871,0.687753264,0.706713207,0.719882354
8hr_400m_disp1m_0570,1,1.00E-11,2.00E-12,1.00E-16,1.00E-17,400,60,1000000,90,0.3333,0.1667,0.3333,0.1667,28.6,4305645.1,380247.046,123826.3854,0.559879344,0.626588756,0.658791831,0.678936561,0.693178684
8hr_400m_disp1m_0571,1,1.00E-11,2.00E-12,1.00E-16,1.00E-17,400,60,1000000,150,0.3333,0.1667,0.3333,0.1667,28.6,4305645.1,634623.3714,123826.3854,0.558933958,0.625839228,0.658122384,0.67831767,0.6925932
8hr_400m_disp1m_0572,1,1.00E-11,2.00E-12,1.00E-16,1.00E-17,400,60,1000000,200,0.3333,0.1667,0.3333,0.1667,28.6,4305645.1,853513.2897,123826.3854,0.557636271,0.624703644,0.657003433,0.677189922,0.691435458
8hr_400m_disp1m_0573,1,1.00E-11,2.00E-12,1.00E-16,1.00E-17,400,60,1000000,250,0.3333,0.1667,0.3333,0.1667,28.6,4305645.1,1085677.404,123826.3854,0.556485012,0.623710612,0.655934254,0.675936299,0.690043999
8hr_400m_disp1m_0600,1,1.00E-11,1.00E-12,1.00E-16,1.00E-17,400,5,1000000,90,0.3333,0.1667,0.3333,0.1667,28.05,4036679.425,380038.754,121287.3711,0.710134891,0.765737558,0.791588288,0.807310936,0.818326538
8hr_400m_disp1m_0601,1,1.00E-11,1.00E-12,1.00E-16,1.00E-17,400,5,1000000,150,0.3333,0.1667,0.3333,0.1667,28.05,4036679.425,634456.1814,121287.3711,0.708213596,0.764636855,0.790742958,0.806597669,0.817678316
8hr_400m_disp1m_0602,1,1.00E-11,1.00E-12,1.00E-16,1.00E-17,400,5,1000000,200,0.3333,0.1667,0.3333,0.1667,28.05,4036679.425,853402.5283,121287.3711,0.705496708,0.762549979,0.788816961,0.804868168,0.816028186
8hr_400m_disp1m_0605,1,1.00E-11,1.00E-12,1.00E-16,1.00E-17,400,10,1000000,90,0.3333,0.1667,0.3333,0.1667,28.1,4061130.85,380057.6891,121518.2282,0.687762871,0.745776364,0.772870609,0.789510857,0.80112515
8hr_400m_disp1m_0606,1,1.00E-11,1.00E-12,1.00E-16,1.00E-17,400,10,1000000,150,0.3333,0.1667,0.3333,0.1667,28.1,4061130.85,634471.3768,121518.2282,0.686365192,0.744810524,0.772033237,0.788729545,0.800354442
8hr_400m_disp1m_0607,1,1.00E-11,1.00E-12,1.00E-16,1.00E-17,400,10,1000000,200,0.3333,0.1667,0.3333,0.1667,28.1,4061130.85,853412.5867,121518.2282,0.684140014,0.742906548,0.770166018,0.786829582,0.798398198
8hr_400m_disp1m_0610,1,1.00E-11,1.00E-12,1.00E-16,1.00E-17,400,20,1000000,90,0.3333,0.1667,0.3333,0.1667,28.2,4110033.7,380095.5597,121979.9198,0.647867427,0.709454244,0.738446218,0.756406961,0.768984951
8hr_400m_disp1m_0611,1,1.00E-11,1.00E-12,1.00E-16,1.00E-17,400,20,1000000,150,0.3333,0.1667,0.3333,0.1667,28.2,4110033.7,634501.7698,121979.9198,0.646708588,0.70860444,0.737720936,0.755745399,0.768359281
8hr_400m_disp1m_0612,1,1.00E-11,1.00E-12,1.00E-16,1.00E-17,400,20,1000000,200,0.3333,0.1667,0.3333,0.1667,28.2,4110033.7,853432.7098,121979.9198,0.644975268,0.707162413,0.736404467,0.754425221,0.76698852
8hr_400m_disp1m_0615,1,1.00E-11,1.00E-12,1.00E-16,1.00E-17,400,40,1000000,90,0.3333,0.1667,0.3333,0.1667,28.4,4207839.4,380171.3021,122903.2125,0.595477477,0.66052559,0.69163294,0.711004419,0.724635538
8hr_400m_disp1m_0616,1,1.00E-11,1.00E-12,1.00E-16,1.00E-17,400,40,1000000,150,0.3333,0.1667,0.3333,0.1667,28.4,4207839.4,634562.5646,122903.2125,0.594491182,0.659795573,0.691029222,0.710473731,0.724148854
8hr_400m_disp1m_0617,1,1.00E-11,1.00E-12,1.00E-16,1.00E-17,400,40,1000000,200,0.3333,0.1667,0.3333,0.1667,28.4,4207839.4,853472.9824,122903.2125,0.593168812,0.658762912,0.69011766,0.709608364,0.723312493
8hr_400m_disp1m_0618,1,1.00E-11,1.00E-12,1.00E-16,1.00E-17,400,40,1000000,250,0.3333,0.1667,0.3333,0.1667,28.4,4207839.4,1085680.053,122903.2125,0.592634836,0.658727398,0.690223288,0.70976021,0.723455046
8hr_400m_disp1m_0620,1,1.00E-11,1.00E-12,1.00E-16,1.00E-17,400,60,1000000,90,0.3333,0.1667,0.3333,0.1667,28.6,4305645.1,380247.046,123826.3854,0.559876604,0.626586197,0.658790274,0.678936025,0.693179179
8hr_400m_disp1m_0621,1,1.00E-11,1.00E-12,1.00E-16,1.00E-17,400,60,1000000,150,0.3333,0.1667,0.3333,0.1667,28.6,4305645.1,634623.3714,123826.3854,0.558978353,0.625912955,0.658222673,0.678442322,0.692740891
8hr_400m_disp1m_0622,1,1.00E-11,1.00E-12,1.00E-16,1.00E-17,400,60,1000000,200,0.3333,0.1667,0.3333,0.1667,28.6,4305645.1,853513.2897,123826.3854,0.557845833,0.625054131,0.65747512,0.677772084,0.692120647
8hr_400m_disp1m_0623,1,1.00E-11,1.00E-12,1.00E-16,1.00E-17,400,60,1000000,250,0.3333,0.1667,0.3333,0.1667,28.6,4305645.1,1085677.404,123826.3854,0.557143088,0.62483287,0.657451034,0.677807601,0.692241887
8hr_400m_disp1m_0650,1,1.00E-11,2.00E-13,1.00E-16,1.00E-17,400,5,1000000,90,0.3333,0.1667,0.3333,0.1667,28.05,4036679.425,380038.754,121287.3711,0.710284159,0.765819877,0.791621736,0.807441442,0.81834956
8hr_400m_disp1m_0651,1,1.00E-11,2.00E-13,1.00E-16,1.00E-17,400,5,1000000,150,0.3333,0.1667,0.3333,0.1667,28.05,4036679.425,634456.1814,121287.3711,0.708767655,0.764889919,0.790921395,0.806773238,0.817933352
8hr_400m_disp1m_0652,1,1.00E-11,2.00E-13,1.00E-16,1.00E-17,400,5,1000000,200,0.3333,0.1667,0.3333,0.1667,28.05,4036679.425,853402.5283,121287.3711,0.706480351,0.763157407,0.789472788,0.805574364,0.816768725
8hr_400m_disp1m_0655,1,1.00E-11,2.00E-13,1.00E-16,1.00E-17,400,10,1000000,90,0.3333,0.1667,0.3333,0.1667,28.1,4061130.85,380057.6891,121518.2282,0.68787021,0.745746548,0.77284035,0.789504254,0.801108598
8hr_400m_disp1m_0656,1,1.00E-11,2.00E-13,1.00E-16,1.00E-17,400,10,1000000,150,0.3333,0.1667,0.3333,0.1667,28.1,4061130.85,634471.3768,121518.2282,0.686551862,0.744963789,0.772233118,0.788965665,0.800655459
8hr_400m_disp1m_0657,1,1.00E-11,2.00E-13,1.00E-16,1.00E-17,400,10,1000000,200,0.3333,0.1667,0.3333,0.1667,28.1,4061130.85,853412.5867,121518.2282,0.684751735,0.743681922,0.771264866,0.788077255,0.799836587
8hr_400m_disp1m_0660,1,1.00E-11,2.00E-13,1.00E-16,1.00E-17,400,20,1000000,90,0.3333,0.1667,0.3333,0.1667,28.2,4110033.7,380095.5597,121979.9198,0.647866422,0.709373101,0.738435087,0.756400674,0.768981482
8hr_400m_disp1m_0661,1,1.00E-11,2.00E-13,1.00E-16,1.00E-17,400,20,1000000,150,0.3333,0.1667,0.3333,0.1667,28.2,4110033.7,634501.7698,121979.9198,0.646789942,0.708704511,0.7378608,0.755923909,0.768574304
8hr_400m_disp1m_0662,1,1.00E-11,2.00E-13,1.00E-16,1.00E-17,400,20,1000000,200,0.3333,0.1667,0.3333,0.1667,28.2,4110033.7,853432.7098,121979.9198,0.64532606,0.707695365,0.737123528,0.755300076,0.768030727
8hr_400m_disp1m_0665,1,1.00E-11,2.00E-13,1.00E-16,1.00E-17,400,40,1000000,90,0.3333,0.1667,0.3333,0.1667,28.4,4207839.4,380171.3021,122903.2125,0.595472938,0.660517695,0.691625365,0.7109977,0.724629737
8hr_400m_disp1m_0666,1,1.00E-11,2.00E-13,1.00E-16,1.00E-17,400,40,1000000,150,0.3333,0.1667,0.3333,0.1667,28.4,4207839.4,634562.5646,122903.2125,0.594520202,0.659839652,0.691091989,0.710554162,0.724245927
8hr_400m_disp1m_0667,1,1.00E-11,2.00E-13,1.00E-16,1.00E-17,400,40,1000000,200,0.3333,0.1667,0.3333,0.1667,28.4,4207839.4,853472.9824,122903.2125,0.593321075,0.659010804,0.690453878,0.710024434,0.723803052
8hr_400m_disp1m_0668,1,1.00E-11,2.00E-13,1.00E-16,1.00E-17,400,40,1000000,250,0.3333,0.1667,0.3333,0.1667,28.4,4207839.4,1085680.053,122903.2125,0.59312161,0.659567028,0.691339739,0.71114075,0.725078994
8hr_400m_disp1m_0670,1,1.00E-11,2.00E-13,1.00E-16,1.00E-17,400,60,1000000,90,0.3333,0.1667,0.3333,0.1667,28.6,4305645.1,380247.046,123826.3854,0.559872962,0.626580521,0.65878444,0.678930283,0.69317356
8hr_400m_disp1m_0671,1,1.00E-11,2.00E-13,1.00E-16,1.00E-17,400,60,1000000,150,0.3333,0.1667,0.3333,0.1667,28.6,4305645.1,634623.3714,123826.3854,0.558994768,0.625939583,0.658260411,0.678490199,0.692798305
8hr_400m_disp1m_0672,1,1.00E-11,2.00E-13,1.00E-16,1.00E-17,400,60,1000000,200,0.3333,0.1667,0.3333,0.1667,28.6,4305645.1,853513.2897,123826.3854,0.557938277,0.62520672,0.657680716,0.678026193,0.692419552
8hr_400m_disp1m_0673,1,1.00E-11,2.00E-13,1.00E-16,1.00E-17,400,60,1000000,250,0.3333,0.1667,0.3333,0.1667,28.6,4305645.1,1085677.404,123826.3854,0.557439662,0.625336604,0.65813189,0.678647247,0.693187213
8hr_400m_disp1m_0700,1,1.00E-11,1.00E-13,1.00E-16,1.00E-17,400,5,1000000,90,0.3333,0.1667,0.3333,0.1667,28.05,4036679.425,380038.754,121287.3711,0.710368856,0.765819697,0.791637705,0.807454145,0.818453413
8hr_400m_disp1m_0701,1,1.00E-11,1.00E-13,1.00E-16,1.00E-17,400,5,1000000,150,0.3333,0.1667,0.3333,0.1667,28.05,4036679.425,634456.1814,121287.3711,0.709018547,0.764942337,0.79095569,0.80688419,0.817887297
8hr_400m_disp1m_0702,1,1.00E-11,1.00E-13,1.00E-16,1.00E-17,400,5,1000000,200,0.3333,0.1667,0.3333,0.1667,28.05,4036679.425,853402.5283,121287.3711,0.706783685,0.763265712,0.789569607,0.805674329,0.816873592
8hr_400m_disp1m_0705,1,1.00E-11,1.00E-13,1.00E-16,1.00E-17,400,10,1000000,90,0.3333,0.1667,0.3333,0.1667,28.1,4061130.85,380057.6891,121518.2282,0.687801044,0.745772128,0.772841244,0.789485357,0.801089623
8hr_400m_disp1m_0706,1,1.00E-11,1.00E-13,1.00E-16,1.00E-17,400,10,1000000,150,0.3333,0.1667,0.3333,0.1667,28.1,4061130.85,634471.3768,121518.2282,0.686596045,0.744971029,0.772241958,0.788975958,0.800668465
8hr_400m_disp1m_0707,1,1.00E-11,1.00E-13,1.00E-16,1.00E-17,400,10,1000000,200,0.3333,0.1667,0.3333,0.1667,28.1,4061130.85,853412.5867,121518.2282,0.684867928,0.743737619,0.771256093,0.788156389,0.799932583
8hr_400m_disp1m_0710,1,1.00E-11,1.00E-13,1.00E-16,1.00E-17,400,20,1000000,90,0.3333,0.1667,0.3333,0.1667,28.2,4110033.7,380095.5597,121979.9198,0.647872336,0.709372754,0.738433195,0.756398252,0.769031984
8hr_400m_disp1m_0711,1,1.00E-11,1.00E-13,1.00E-16,1.00E-17,400,20,1000000,150,0.3333,0.1667,0.3333,0.1667,28.2,4110033.7,634501.7698,121979.9198,0.646803106,0.708708942,0.737864916,0.755929117,0.768581045
8hr_400m_disp1m_0712,1,1.00E-11,1.00E-13,1.00E-16,1.00E-17,400,20,1000000,200,0.3333,0.1667,0.3333,0.1667,28.2,4110033.7,853432.7098,121979.9198,0.645356075,0.707722541,0.737157748,0.755342295,0.76808084
8hr_400m_disp1m_0715,1,1.00E-11,1.00E-13,1.00E-16,1.00E-17,400,40,1000000,90,0.3333,0.1667,0.3333,0.1667,28.4,4207839.4,380171.3021,122903.2125,0.595474219,0.660517011,0.691624147,0.710996274,0.724628235
8hr_400m_disp1m_0716,1,1.00E-11,1.00E-13,1.00E-16,1.00E-17,400,40,1000000,150,0.3333,0.1667,0.3333,0.1667,28.4,4207839.4,634562.5646,122903.2125,0.59452338,0.659840611,0.691093087,0.710555872,0.724248335
8hr_400m_disp1m_0717,1,1.00E-11,1.00E-13,1.00E-16,1.00E-17,400,40,1000000,200,0.3333,0.1667,0.3333,0.1667,28.4,4207839.4,853472.9824,122903.2125,0.593330674,0.659021555,0.690468175,0.71004251,0.723824784
8hr_400m_disp1m_0718,1,1.00E-11,1.00E-13,1.00E-16,1.00E-17,400,40,1000000,250,0.3333,0.1667,0.3333,0.1667,28.4,4207839.4,1085680.053,122903.2125,0.593148081,0.659605856,0.69139224,0.711206284,0.725156584
8hr_400m_disp1m_0720,1,1.00E-11,1.00E-13,1.00E-16,1.00E-17,400,60,1000000,90,0.3333,0.1667,0.3333,0.1667,28.6,4305645.1,380247.046,123826.3854,0.559873473,0.626579991,0.65878355,0.678929245,0.693172424
8hr_400m_disp1m_0721,1,1.00E-11,1.00E-13,1.00E-16,1.00E-17,400,60,1000000,150,0.3333,0.1667,0.3333,0.1667,28.6,4305645.1,634623.3714,123826.3854,0.558996179,0.625939934,0.658260844,0.67849097,0.692799423
8hr_400m_disp1m_0722,1,1.00E-11,1.00E-13,1.00E-16,1.00E-17,400,60,1000000,200,0.3333,0.1667,0.3333,0.1667,28.6,4305645.1,853513.2897,123826.3854,0.557943287,0.625212758,0.657688968,0.678036686,0.692432204
8hr_400m_disp1m_0723,1,1.00E-11,1.00E-13,1.00E-16,1.00E-17,400,60,1000000,250,0.3333,0.1667,0.3333,0.1667,28.6,4305645.1,1085677.404,123826.3854,0.557453995,0.625358912,0.658162499,0.67868562,0.693232735
8hr_100m_disp0m_0265,0,1.00E-12,1.00E-12,1.00E-16,1.00E-17,100,40,1000000,90,0.3333,0.1667,0.3333,0.1667,22.4,1273668.4,377899.7275,95148.81544,0.849731271,0.890351626,0.908565359,0.919664361,0.927504291
8hr_100m_disp0m_0266,0,1.00E-12,1.00E-12,1.00E-16,1.00E-17,100,40,1000000,150,0.3333,0.1667,0.3333,0.1667,22.4,1273668.4,632743.9752,95148.81544,0.85352933,0.895307481,0.913476196,0.92536876,0.932113323
8hr_100m_disp0m_0270,0,1.00E-12,1.00E-12,1.00E-16,1.00E-17,100,60,1000000,90,0.3333,0.1667,0.3333,0.1667,22.6,1371474.1,377975.4229,96075.92991,0.834944569,0.879265397,0.899300261,0.911017733,0.919191608
8hr_100m_disp0m_0271,0,1.00E-12,1.00E-12,1.00E-16,1.00E-17,100,60,1000000,150,0.3333,0.1667,0.3333,0.1667,22.6,1371474.1,632804.4172,96075.92991,0.834699741,0.879513237,0.899743726,0.911995393,0.9200229
8hr_100m_disp0m_0315,0,1.00E-12,2.00E-13,1.00E-16,1.00E-17,100,40,1000000,90,0.3333,0.1667,0.3333,0.1667,22.4,1273668.4,377899.7275,95148.81544,0.849700804,0.890171937,0.908406591,0.919521605,0.927475925
