time,dt,elapsed,heat_out_cumulative,produced_T,produced_T_cumulative
0,0,0,0,28.6,0
0.001,0.001,4.364795752,0,90,0.00098901098901099
0.003,0.002,6.283963487,0,90,0.002967032967033
0.007,0.004,8.218148579,0,90,0.0069230769230769
0.015,0.008,10.256497684,0,90,0.014835164835165
0.031,0.016,12.995655133,0,90,0.030659340659341
0.063,0.032,14.953718583,0,90,0.062307692307692
0.127,0.064,17.407311243,0,90,0.1256043956044
0.255,0.128,20.027460722,0,90,0.2521978021978
0.511,0.256,22.656067221,0,90,0.50538461538462
1.023,0.512,25.196666011,0,90,1.0117582417582
2.023,1,29.195505201,0,90,2.0007692307692
3.023,1,32.358532601,0,90,2.9897802197802
4.023,1,35.625757965,0,90,3.9787912087912
5.023,1,38.144942777,0,90,4.9678021978022
6.023,1,41.299881908,0,90,5.9568131868132
7.023,1,43.889555399,0,90,6.9458241758242
8.023,1,46.420222877,0,90,7.9348351648352
9.023,1,48.998136346,0,90,8.9238461538462
10.023,1,51.630104446,0,90,9.9128571428571
11.023,1,54.183393681,0,90,10.901868131868
12.023,1,56.792681093,0,90,11.890879120879
13.023,1,59.329011853,0,90,12.87989010989
14.023,1,62.089574813,0,90,13.868901098901
15.023,1,64.716691945,0,90,14.857912087912
16.023,1,67.262060669,0,90,15.846923076923
17.023,1,69.79635598,0,90,16.835934065934
18.023,1,72.363006707,0,90,17.824945054945
19.023,1,74.982660992,0,90,18.813956043956
20.023,1,77.602165468,0,90,19.802967032967
21.023,1,80.142797682,0,90,20.791978021978
22.023,1,82.755878948,0,90,21.780989010989
23.023,1,85.145240026,0,90,22.77
24.023,1,87.569557473,0,90,23.759010989011
25.023,1,89.412430333,0,90,24.748021978022
26.023,1,91.856592707,0,90,25.737032967033
27.023,1,94.306140076,0,90,26.726043956044
28.023,1,96.306015487,0,90,27.715054945055
29.023,1,98.325697334,0,90,28.704065934066
30.023,1,100.922701053,0,90,29.693076923077
31.023,1,103.665580196,0,90,30.682087912088
32.023,1,105.705888948,0,90,31.671098901099
33.023,1,107.734202465,0,90,32.66010989011
34.023,1,110.279656742,0,90,33.649120879121
35.023,1,112.839469235,0,90,34.638131868132
36.023,1,114.902585902,0,90,35.627142857143
37.023,1,116.911183759,0,90,36.616153846154
38.023,1,119.491327299,0,90,37.605164835165
39.023,1,121.455671097,0,90,38.594175824176
40.023,1,123.510110775,0,90,39.583186813187
41.023,1,125.48543618,0,90,40.572197802198
42.023,1,128.034554603,0,90,41.561208791209
43.023,1,130.154301957,0,90,42.55021978022
44.023,1,132.168310073,0,90,43.539230769231
45.023,1,134.281669424,0,90,44.528241758242
46.023,1,136.341387077,0,90,45.517252747253
47.023,1,138.868344488,0,90,46.506263736264
48.023,1,141.442029613,0,90,47.495274725275
49.023,1,143.495990352,0,90,48.484285714286
50.023,1,145.517032378,0,90,49.473296703297
51.023,1,147.496307678,0,90,50.462307692308
52.023,1,149.709198654,0,90,51.451318681319
53.023,1,151.71644081,0,90,52.44032967033
54.023,1,153.754987827,0,90,53.429340659341
55.023,1,156.365845492,0,90,54.418351648352
56.023,1,158.349920517,0,90,55.407362637363
57.023,1,160.348469918,0,90,56.396373626374
58.023,1,162.368722816,0,90,57.385384615385
59.023,1,164.407423438,0,90,58.374395604396
60.023,1,166.422885163,0,90,59.363406593407
61.023,1,168.418942803,0,90,60.352417582418
62.023,1,170.392032864,0,90,61.341428571429
63.023,1,172.413883732,0,90,62.33043956044
64.023,1,174.41277376,0,90,63.319450549451
65.023,1,177.039412119,0,90,64.308461538462
66.023,1,179.114615632,0,90,65.297472527473
67.023,1,181.756099277,0,90,66.286483516484
68.023,1,183.991847601,0,90,67.275494505495
69.023,1,186.764478896,0,90,68.264505494506
70.023,1,188.7899206,0,90,69.253516483517
71.023,1,191.349037045,0,90,70.242527472528
72.023,1,193.38107583,0,90,71.231538461539
73.023,1,195.442812258,0,90,72.22054945055
74.023,1,197.455120875,0,90,73.209560439561
75.023,1,200.096598859,0,90,74.198571428572
76.023,1,202.088705289,0,90,75.187582417583
77.023,1,204.699583256,0,90,76.176593406594
78.023,1,206.716142128,0,90,77.165604395605
79.023,1,209.296665654,0,90,78.154615384616
80.023,1,211.267642214,0,90,79.143626373627
81.023,1,213.285498828,0,90,80.132637362638
82.023,1,215.375755961,0,90,81.121648351649
83.023,1,217.371235041,0,90,82.11065934066
84.023,1,219.389617709,0,90,83.099670329671
85.023,1,221.527383704,0,90,84.088681318682
86.023,1,223.58484303,0,90,85.077692307693
87.023,1,226.179012969,0,90,86.066703296703
88.023,1,228.194481081,0,90,87.055714285714
89.023,1,230.210470174,0,90,88.044725274725
90.023,1,232.855623716,0,90,89.033736263736
91,0.977,235.404656674,0,90,90
92,1,238.041901654,0,89.971323217127,90.988695859529
93,1,240.08953479,0,89.9435705733,91.97708674495
94,1,242.076229531,0,89.91521408666,92.965166020628
95,1,244.096074054,0,89.88647673233,93.952929501203
96,1,246.062253172,0,89.857492705535,94.940374475989
97,1,248.098920394,0,89.828326937981,95.927498947835
98,1,250.074416637,0,89.799004910916,96.914301199603
99,1,252.154146888,0,89.769530803486,97.900779560081
100,1,254.174423109,0,89.739891687964,98.886932215993
101,1,256.221344438,0,89.710079227117,99.872757262444
102,1,258.201167665,0,89.680084277541,100.85825269407
103,1,260.20797785,0,89.64989255616,101.84341634853
104,1,262.158284727,0,89.619490370348,102.82824591304
105,1,264.134545791,0,89.588862297307,103.81273890532
106,1,266.141227696,0,89.557997132812,104.79689271996
107,1,268.134064389,0,89.526887573352,105.78070467132
108,1,270.111246395,0,89.495525055384,106.76417197962
109,1,272.132058223,0,89.463900627942,107.74729176674
110,1,274.126962219,0,89.432006091426,108.73006106445
111,1,276.130887127,0,89.399833708541,109.71247681949
112,1,278.097100303,0,89.367376474538,110.69453590162
113,1,280.111068766,0,89.334627919256,111.67623510953
114,1,282.142590709,0,89.301581964154,112.65757117507
115,1,284.176805961,0,89.268233133154,113.63854076994
116,1,286.172610538,0,89.234576353533,114.61914051009
117,1,288.158575138,0,89.200606381245,115.59936695384
118,1,290.176386289,0,89.166317929395,116.57921660141
119,1,292.210905848,0,89.13170787644,117.55868591874
120,1,294.162529172,0,89.096773279883,118.53777133939
121,1,296.146719243,0,89.061510848766,119.51646926081
122,1,298.114427152,0,89.025917809505,120.49477604992
123,1,300.115065929,0,88.989991876253,121.47268804856
124,1,302.108685726,0,88.953730985441,122.45020157588
125,1,304.139901877,0,88.917133487533,123.42731293288
126,1,306.140109132,0,88.880197915313,124.40401840448
127,1,308.122781352,0,88.842923348381,125.38031426545
128,1,310.14483698,0,88.805308838995,126.35619678017
129,1,312.120256481,0,88.767353522749,127.33166220349
130,1,314.29790303,0,88.729056843593,128.30670678419
131,1,316.293684388,0,88.690418536746,129.28132676811
132,1,318.327443783,0,88.651438470303,130.25551839965
133,1,320.327973103,0,88.612116714934,131.22927792399
134,1,322.314584947,0,88.572453621549,132.20260159016
135,1,324.314210519,0,88.532449751909,133.17548565337
136,1,326.327735781,0,88.492105686634,134.1479263752
137,1,328.294698569,0,88.451422187439,135.11992002561
138,1,330.263487477,0,88.410400311859,136.09146288618
139,1,332.265340897,0,88.369041110005,137.06255125003
140,1,334.234341927,0,88.327345758883,138.0331814232
141,1,336.250846812,0,88.285315589508,139.00334972639
142,1,338.201015494,0,88.242952081308,139.97305249651
143,1,340.138971567,0,88.200256725592,140.9422860869
144,1,342.162984686,0,88.157231150976,141.91104686878
145,1,344.172876829,0,88.11387704567,142.87933123192
146,1,346.219644295,0,88.070196010302,143.84713558368
147,1,348.239336667,0,88.026189285142,144.81445634506
148,1,350.239742472,0,87.981859288841,145.78128996362
149,1,352.326013476,0,87.937207888945,146.74763290745
150,1,354.33960958,0,87.89223708751,147.71348166665
151,1,356.359437239,0,87.846948882095,148.67883275327
152,1,359.010936216,0,87.801345261501,149.6436827012
153,1,361.019518359,0,87.755428356715,150.60802806776
154,1,363.033729433,0,87.709200616189,151.57186543716
155,1,365.07177384,0,87.6626640064,152.53519141526
156,1,367.061175801,0,87.615820746296,153.49800263225
157,1,369.073072106,0,87.568673110889,154.46029574336
158,1,371.086645078,0,87.52122334363,155.42206742845
159,1,373.195040222,0,87.473473738091,156.38331439261
160,1,375.203102425,0,87.425426544414,157.34403336562
161,1,377.247403882,0,87.377083998685,158.30422110187
162,1,379.27008557,0,87.328448415468,159.26387438116
163,1,381.264790759,0,87.279522094823,160.22299000858
164,1,383.263392863,0,87.230307259076,161.18156481362
165,1,385.270693082,0,87.180806211385,162.13959565111
166,1,387.257509087,0,87.131021265374,163.09707940128
167,1,389.247423623,0,87.080954715227,164.05401296958
168,1,391.229328906,0,87.030608891599,165.01039328707
169,1,393.232796873,0,86.979986105498,165.96621731021
170,1,395.228555913,0,86.9290886644,166.9214820208
171,1,397.876522587,0,86.877918791251,167.8761844251
172,1,399.88152449,0,86.82647880415,168.83032155482
173,1,401.936225531,0,86.77477098879,169.78389046678
174,1,403.960792558,0,86.722797656992,170.73688824323
175,1,405.959071789,0,86.670561124878,171.68931199186
176,1,408.004971129,0,86.61806370598,172.64115884577
177,1,410.027742023,0,86.565307694901,173.5924259633
