Scenario, perm_x_aq, perm_y_aq, perm_x_cap, perm_y_cap, depth, aq_thickness, injected_fluid_mass, injected_temp, inject_time, store_time, produce_time, rest_time, T_ambient, P_ambient, enthalpy_i, enthalpy_a, RE1, RE2, RE3, RE4, RE5
8hr_100m_disp0m_0651,1.00E-11,2.00E-13,1.00E-16,1.00E-17,100,5,1000000,150,0.3333,0.1667,0.3333,0.1667,22.05,1102508.425,632638.2316,93526.01498,0.867497768,0.902751959,0.918858445,0.928832414,0.936363677
8hr_100m_disp0m_0655,1.00E-11,2.00E-13,1.00E-16,1.00E-17,100,10,1000000,90,0.3333,0.1667,0.3333,0.1667,22.1,1126959.85,377786.1875,93757.87106,0.8680972,0.903923621,0.920153797,0.929897665,0.936775364
8hr_100m_disp0m_0656,1.00E-11,2.00E-13,1.00E-16,1.00E-17,100,10,1000000,150,0.3333,0.1667,0.3333,0.1667,22.1,1126959.85,632653.3355,93757.87106,0.87149,0.906720552,0.923613321,0.933625142,0.940230025
8hr_100m_disp0m_0660,1.00E-11,2.00E-13,1.00E-16,1.00E-17,100,20,1000000,90,0.3333,0.1667,0.3333,0.1667,22.2,1175862.7,377824.0338,94221.55571,0.86478654,0.902454084,0.918993975,0.929281329,0.936001412
8hr_100m_disp0m_0661,1.00E-11,2.00E-13,1.00E-16,1.00E-17,100,20,1000000,150,0.3333,0.1667,0.3333,0.1667,22.2,1175862.7,632683.5456,94221.55571,0.864163084,0.902144196,0.919422177,0.929184176,0.936384934
8hr_100m_disp0m_0665,1.00E-11,2.00E-13,1.00E-16,1.00E-17,100,40,1000000,90,0.3333,0.1667,0.3333,0.1667,22.4,1273668.4,377899.7275,95148.81544,0.850995602,0.891769378,0.910221742,0.921370791,0.928917502
8hr_100m_disp0m_0666,1.00E-11,2.00E-13,1.00E-16,1.00E-17,100,40,1000000,150,0.3333,0.1667,0.3333,0.1667,22.4,1273668.4,632743.9752,95148.81544,0.848689409,0.890351547,0.909064546,0.920378254,0.928079922
8hr_100m_disp0m_0670,1.00E-11,2.00E-13,1.00E-16,1.00E-17,100,60,1000000,90,0.3333,0.1667,0.3333,0.1667,22.6,1371474.1,377975.4229,96075.92991,0.836365685,0.880606098,0.900433109,0.912326776,0.92047261
8hr_100m_disp0m_0671,1.00E-11,2.00E-13,1.00E-16,1.00E-17,100,60,1000000,150,0.3333,0.1667,0.3333,0.1667,22.6,1371474.1,632804.4172,96075.92991,0.834285272,0.879004384,0.898946467,0.911131009,0.919472017
8hr_100m_disp0m_0700,1.00E-11,1.00E-13,1.00E-16,1.00E-17,100,5,1000000,90,0.3333,0.1667,0.3333,0.1667,22.05,1102508.425,377767.2646,93526.01498,0.857015358,0.894041848,0.91088666,0.921322246,0.92768332
8hr_100m_disp0m_0701,1.00E-11,1.00E-13,1.00E-16,1.00E-17,100,5,1000000,150,0.3333,0.1667,0.3333,0.1667,22.05,1102508.425,632638.2316,93526.01498,0.866663628,0.904981047,0.918742499,0.928071339,0.934030504
8hr_100m_disp0m_0705,1.00E-11,1.00E-13,1.00E-16,1.00E-17,100,10,1000000,90,0.3333,0.1667,0.3333,0.1667,22.1,1126959.85,377786.1875,93757.87106,0.867900127,0.90373146,0.919905266,0.930009083,0.936945183
8hr_100m_disp0m_0706,1.00E-11,1.00E-13,1.00E-16,1.00E-17,100,10,1000000,150,0.3333,0.1667,0.3333,0.1667,22.1,1126959.85,632653.3355,93757.87106,0.87142926,0.907290731,0.923450849,0.934148249,0.940923545
8hr_100m_disp0m_0710,1.00E-11,1.00E-13,1.00E-16,1.00E-17,100,20,1000000,90,0.3333,0.1667,0.3333,0.1667,22.2,1175862.7,377824.0338,94221.55571,0.864801934,0.902446977,0.919117029,0.929135188,0.935980417
8hr_100m_disp0m_0711,1.00E-11,1.00E-13,1.00E-16,1.00E-17,100,20,1000000,150,0.3333,0.1667,0.3333,0.1667,22.2,1175862.7,632683.5456,94221.55571,0.863835933,0.902544449,0.91969738,0.929626493,0.936560877
8hr_100m_disp0m_0715,1.00E-11,1.00E-13,1.00E-16,1.00E-17,100,40,1000000,90,0.3333,0.1667,0.3333,0.1667,22.4,1273668.4,377899.7275,95148.81544,0.851003826,0.891768914,0.910220694,0.921369622,0.92891631
8hr_100m_disp0m_0716,1.00E-11,1.00E-13,1.00E-16,1.00E-17,100,40,1000000,150,0.3333,0.1667,0.3333,0.1667,22.4,1273668.4,632743.9752,95148.81544,0.848722581,0.890377495,0.90909549,0.920316562,0.928131824
8hr_100m_disp0m_0720,1.00E-11,1.00E-13,1.00E-16,1.00E-17,100,60,1000000,90,0.3333,0.1667,0.3333,0.1667,22.6,1371474.1,377975.4229,96075.92991,0.836373054,0.880609143,0.900435243,0.912328451,0.920547961
8hr_100m_disp0m_0721,1.00E-11,1.00E-13,1.00E-16,1.00E-17,100,60,1000000,150,0.3333,0.1667,0.3333,0.1667,22.6,1371474.1,632804.4172,96075.92991,0.834310759,0.879030529,0.898972611,0.911159805,0.919503134
8hr_400m_disp0m_0021,1.00E-13,1.00E-13,1.00E-16,1.00E-17,400,60,1000000,150,0.3333,0.1667,0.3333,0.1667,28.6,4305645.1,634623.3714,123826.3854,0.827158003,0.87254298,0.892648702,0.905029116,0.913755341
8hr_400m_disp0m_0022,1.00E-13,1.00E-13,1.00E-16,1.00E-17,400,60,1000000,200,0.3333,0.1667,0.3333,0.1667,28.6,4305645.1,853513.2897,123826.3854,0.826230622,0.87183991,0.892562484,0.904635786,0.912935615
8hr_400m_disp0m_0071,1.00E-13,2.00E-14,1.00E-16,1.00E-17,400,60,1000000,150,0.3333,0.1667,0.3333,0.1667,28.6,4305645.1,634623.3714,123826.3854,0.827523559,0.87229807,0.892434844,0.904981654,0.913514738
8hr_400m_disp0m_0072,1.00E-13,2.00E-14,1.00E-16,1.00E-17,400,60,1000000,200,0.3333,0.1667,0.3333,0.1667,28.6,4305645.1,853513.2897,123826.3854,0.825962332,0.871194014,0.892101404,0.904570977,0.913348653
8hr_400m_disp0m_0121,1.00E-13,1.00E-14,1.00E-16,1.00E-17,400,60,1000000,150,0.3333,0.1667,0.3333,0.1667,28.6,4305645.1,634623.3714,123826.3854,0.827516404,0.872492145,0.892706764,0.904840894,0.91354979
8hr_400m_disp0m_0122,1.00E-13,1.00E-14,1.00E-16,1.00E-17,400,60,1000000,200,0.3333,0.1667,0.3333,0.1667,28.6,4305645.1,853513.2897,123826.3854,0.826405531,0.871165558,0.89234102,0.90443304,0.913190051
8hr_400m_disp0m_0171,1.00E-13,2.00E-15,1.00E-16,1.00E-17,400,60,1000000,150,0.3333,0.1667,0.3333,0.1667,28.6,4305645.1,634623.3714,123826.3854,0.827490943,0.872473829,0.892375297,0.904773733,0.913553483
8hr_400m_disp0m_0172,1.00E-13,2.00E-15,1.00E-16,1.00E-17,400,60,1000000,200,0.3333,0.1667,0.3333,0.1667,28.6,4305645.1,853513.2897,123826.3854,0.826393461,0.871022393,0.891975377,0.904487653,0.912883273
8hr_400m_disp0m_0221,1.00E-13,1.00E-15,1.00E-16,1.00E-17,400,60,1000000,150,0.3333,0.1667,0.3333,0.1667,28.6,4305645.1,634623.3714,123826.3854,0.827335045,0.872590871,0.892245576,0.904736905,0.91336044
8hr_400m_disp0m_0222,1.00E-13,1.00E-15,1.00E-16,1.00E-17,400,60,1000000,200,0.3333,0.1667,0.3333,0.1667,28.6,4305645.1,853513.2897,123826.3854,0.82577135,0.87157067,0.891832311,0.904510268,0.912877223
8hr_400m_disp0m_0255,1.00E-12,1.00E-12,1.00E-16,1.00E-17,400,10,1000000,90,0.3333,0.1667,0.3333,0.1667,28.1,4061130.85,380057.6891,121518.2282,0.864125043,0.901294483,0.916751131,0.927053345,0.933724431
8hr_400m_disp0m_0256,1.00E-12,1.00E-12,1.00E-16,1.00E-17,400,10,1000000,150,0.3333,0.1667,0.3333,0.1667,28.1,4061130.85,634471.3768,121518.2282,0.861349548,0.900852256,0.916472374,0.927185507,0.933410339
8hr_400m_disp0m_0257,1.00E-12,1.00E-12,1.00E-16,1.00E-17,400,10,1000000,200,0.3333,0.1667,0.3333,0.1667,28.1,4061130.85,853412.5867,121518.2282,0.857573332,0.898527742,0.91504362,0.92472805,0.931684173
8hr_400m_disp0m_0260,1.00E-12,1.00E-12,1.00E-16,1.00E-17,400,20,1000000,90,0.3333,0.1667,0.3333,0.1667,28.2,4110033.7,380095.5597,121979.9198,0.862090694,0.899873666,0.916779518,0.926776481,0.933606451
8hr_400m_disp0m_0261,1.00E-12,1.00E-12,1.00E-16,1.00E-17,400,20,1000000,150,0.3333,0.1667,0.3333,0.1667,28.2,4110033.7,634501.7698,121979.9198,0.860349778,0.89939647,0.916575272,0.926567169,0.933480221
8hr_400m_disp0m_0262,1.00E-12,1.00E-12,1.00E-16,1.00E-17,400,20,1000000,200,0.3333,0.1667,0.3333,0.1667,28.2,4110033.7,853432.7098,121979.9198,0.857405817,0.897184788,0.914177778,0.924724732,0.931010441
8hr_400m_disp0m_0265,1.00E-12,1.00E-12,1.00E-16,1.00E-17,400,40,1000000,90,0.3333,0.1667,0.3333,0.1667,28.4,4207839.4,380171.3021,122903.2125,0.849357003,0.890557863,0.908726673,0.920100741,0.927408256
8hr_400m_disp0m_0266,1.00E-12,1.00E-12,1.00E-16,1.00E-17,400,40,1000000,150,0.3333,0.1667,0.3333,0.1667,28.4,4207839.4,634562.5646,122903.2125,0.84741811,0.889310055,0.907931075,0.919042877,0.926773712
8hr_400m_disp0m_0267,1.00E-12,1.00E-12,1.00E-16,1.00E-17,400,40,1000000,200,0.3333,0.1667,0.3333,0.1667,28.4,4207839.4,853472.9824,122903.2125,0.844452645,0.887149685,0.906037427,0.917101474,0.924336821
8hr_400m_disp0m_0270,1.00E-12,1.00E-12,1.00E-16,1.00E-17,400,60,1000000,90,0.3333,0.1667,0.3333,0.1667,28.6,4305645.1,380247.046,123826.3854,0.8350645,0.879338054,0.89922167,0.911155203,0.919385343
8hr_400m_disp0m_0271,1.00E-12,1.00E-12,1.00E-16,1.00E-17,400,60,1000000,150,0.3333,0.1667,0.3333,0.1667,28.6,4305645.1,634623.3714,123826.3854,0.833389328,0.878143253,0.898161251,0.910275544,0.918574921
8hr_400m_disp0m_0272,1.00E-12,1.00E-12,1.00E-16,1.00E-17,400,60,1000000,200,0.3333,0.1667,0.3333,0.1667,28.6,4305645.1,853513.2897,123826.3854,0.831089373,0.875745772,0.896075056,0.908371339,0.91673587
8hr_400m_disp0m_0281,1.00E-12,1.00E-12,1.00E-16,1.00E-17,400,10,1300000,150,0.3333,0.1667,0.3333,0.1667,28.1,4061130.85,634471.3768,121518.2282,0.863407773,0.902581579,0.918331273,0.929059109,0.935432399
8hr_400m_disp0m_0282,1.00E-12,1.00E-12,1.00E-16,1.00E-17,400,10,1300000,200,0.3333,0.1667,0.3333,0.1667,28.1,4061130.85,853412.5867,121518.2282,0.858942794,0.900425075,0.918290042,0.926690883,0.933722731
8hr_400m_disp0m_0285,1.00E-12,1.00E-12,1.00E-16,1.00E-17,400,20,1300000,90,0.3333,0.1667,0.3333,0.1667,28.2,4110033.7,380095.5597,121979.9198,0.866851101,0.903193266,0.919425644,0.928928738,0.935802989
8hr_400m_disp0m_0286,1.00E-12,1.00E-12,1.00E-16,1.00E-17,400,20,1300000,150,0.3333,0.1667,0.3333,0.1667,28.2,4110033.7,634501.7698,121979.9198,0.865274133,0.902754505,0.919654099,0.929610291,0.93622545
8hr_400m_disp0m_0287,1.00E-12,1.00E-12,1.00E-16,1.00E-17,400,20,1300000,200,0.3333,0.1667,0.3333,0.1667,28.2,4110033.7,853432.7098,121979.9198,0.862458676,0.901015552,0.91761946,0.927710643,0.934315794
8hr_400m_disp0m_0290,1.00E-12,1.00E-12,1.00E-16,1.00E-17,400,40,1300000,90,0.3333,0.1667,0.3333,0.1667,28.4,4207839.4,380171.3021,122903.2125,0.856683784,0.896164547,0.913541085,0.92441939,0.931293894
8hr_400m_disp0m_0291,1.00E-12,1.00E-12,1.00E-16,1.00E-17,400,40,1300000,150,0.3333,0.1667,0.3333,0.1667,28.4,4207839.4,634562.5646,122903.2125,0.854733617,0.894943892,0.912889043,0.923747578,0.930816787
8hr_400m_disp0m_0292,1.00E-12,1.00E-12,1.00E-16,1.00E-17,400,40,1300000,200,0.3333,0.1667,0.3333,0.1667,28.4,4207839.4,853472.9824,122903.2125,0.852140123,0.892813694,0.911248425,0.921920867,0.929151332
8hr_400m_disp0m_0295,1.00E-12,1.00E-12,1.00E-16,1.00E-17,400,60,1300000,90,0.3333,0.1667,0.3333,0.1667,28.6,4305645.1,380247.046,123826.3854,0.844245087,0.886230578,0.90520024,0.917148818,0.924592176
8hr_400m_disp0m_0296,1.00E-12,1.00E-12,1.00E-16,1.00E-17,400,60,1300000,150,0.3333,0.1667,0.3333,0.1667,28.6,4305645.1,634623.3714,123826.3854,0.84267618,0.885292669,0.904341108,0.91597645,0.92394712
8hr_400m_disp0m_0297,1.00E-12,1.00E-12,1.00E-16,1.00E-17,400,60,1300000,200,0.3333,0.1667,0.3333,0.1667,28.6,4305645.1,853513.2897,123826.3854,0.839966194,0.883137573,0.902539716,0.914125075,0.921990759
8hr_400m_disp0m_0305,1.00E-12,2.00E-13,1.00E-16,1.00E-17,400,10,1000000,90,0.3333,0.1667,0.3333,0.1667,28.1,4061130.85,380057.6891,121518.2282,0.864231915,0.900487583,0.916201534,0.926316114,0.933082571
8hr_400m_disp0m_0306,1.00E-12,2.00E-13,1.00E-16,1.00E-17,400,10,1000000,150,0.3333,0.1667,0.3333,0.1667,28.1,4061130.85,634471.3768,121518.2282,0.862440881,0.899468326,0.916665468,0.926574758,0.933622967
8hr_400m_disp0m_0307,1.00E-12,2.00E-13,1.00E-16,1.00E-17,400,10,1000000,200,0.3333,0.1667,0.3333,0.1667,28.1,4061130.85,853412.5867,121518.2282,0.859589974,0.898365505,0.915422733,0.925642365,0.932606883
8hr_400m_disp0m_0310,1.00E-12,2.00E-13,1.00E-16,1.00E-17,400,20,1000000,90,0.3333,0.1667,0.3333,0.1667,28.2,4110033.7,380095.5597,121979.9198,0.86195428,0.89971508,0.916668293,0.926661299,0.933575249
8hr_400m_disp0m_0311,1.00E-12,2.00E-13,1.00E-16,1.00E-17,400,20,1000000,150,0.3333,0.1667,0.3333,0.1667,28.2,4110033.7,634501.7698,121979.9198,0.86057779,0.898769587,0.91683852,0.926832203,0.933883485
8hr_400m_disp0m_0312,1.00E-12,2.00E-13,1.00E-16,1.00E-17,400,20,1000000,200,0.3333,0.1667,0.3333,0.1667,28.2,4110033.7,853432.7098,121979.9198,0.858458849,0.897516655,0.914820707,0.925909971,0.932949279
8hr_400m_disp0m_0315,1.00E-12,2.00E-13,1.00E-16,1.00E-17,400,40,1000000,90,0.3333,0.1667,0.3333,0.1667,28.4,4207839.4,380171.3021,122903.2125,0.849323511,0.890389561,0.908574844,0.92002142,0.927489122
8hr_400m_disp0m_0316,1.00E-12,2.00E-13,1.00E-16,1.00E-17,400,40,1000000,150,0.3333,0.1667,0.3333,0.1667,28.4,4207839.4,634562.5646,122903.2125,0.847569105,0.889669397,0.908089724,0.919252864,0.927063011
8hr_400m_disp0m_0317,1.00E-12,2.00E-13,1.00E-16,1.00E-17,400,40,1000000,200,0.3333,0.1667,0.3333,0.1667,28.4,4207839.4,853472.9824,122903.2125,0.845032634,0.887714298,0.906923479,0.918096814,0.925950471
8hr_400m_disp0m_0320,1.00E-12,2.00E-13,1.00E-16,1.00E-17,400,60,1000000,90,0.3333,0.1667,0.3333,0.1667,28.6,4305645.1,380247.046,123826.3854,0.835047693,0.879312112,0.899201685,0.911218435,0.919372494
8hr_400m_disp0m_0321,1.00E-12,2.00E-13,1.00E-16,1.00E-17,400,60,1000000,150,0.3333,0.1667,0.3333,0.1667,28.6,4305645.1,634623.3714,123826.3854,0.833502659,0.87826479,0.898226296,0.910473323,0.918810498
8hr_400m_disp0m_0322,1.00E-12,2.00E-13,1.00E-16,1.00E-17,400,60,1000000,200,0.3333,0.1667,0.3333,0.1667,28.6,4305645.1,853513.2897,123826.3854,0.831546472,0.876303649,0.896818804,0.909295704,0.917839109
8hr_400m_disp0m_0331,1.00E-12,2.00E-13,1.00E-16,1.00E-17,400,10,1300000,150,0.3333,0.1667,0.3333,0.1667,28.1,4061130.85,634471.3768,121518.2282,0.864183327,0.902557229,0.91811066,0.92779572,0.934238726
8hr_400m_disp0m_0332,1.00E-12,2.00E-13,1.00E-16,1.00E-17,400,10,1300000,200,0.3333,0.1667,0.3333,0.1667,28.1,4061130.85,853412.5867,121518.2282,0.862233852,0.901265738,0.916585897,0.926506433,0.933179665
8hr_400m_disp0m_0335,1.00E-12,2.00E-13,1.00E-16,1.00E-17,400,20,1300000,90,0.3333,0.1667,0.3333,0.1667,28.2,4110033.7,380095.5597,121979.9198,0.866664013,0.903168962,0.91927925,0.928805921,0.935919988
8hr_400m_disp0m_0336,1.00E-12,2.00E-13,1.00E-16,1.00E-17,400,20,1300000,150,0.3333,0.1667,0.3333,0.1667,28.2,4110033.7,634501.7698,121979.9198,0.865620307,0.902705255,0.91925401,0.929396593,0.936094002
8hr_400m_disp0m_0337,1.00E-12,2.00E-13,1.00E-16,1.00E-17,400,20,1300000,200,0.3333,0.1667,0.3333,0.1667,28.2,4110033.7,853432.7098,121979.9198,0.863413756,0.901387842,0.918358504,0.928742164,0.935284001
8hr_400m_disp0m_0340,1.00E-12,2.00E-13,1.00E-16,1.00E-17,400,40,1300000,90,0.3333,0.1667,0.3333,0.1667,28.4,4207839.4,380171.3021,122903.2125,0.856403599,0.896096493,0.913715732,0.924235389,0.931418134
8hr_400m_disp0m_0341,1.00E-12,2.00E-13,1.00E-16,1.00E-17,400,40,1300000,150,0.3333,0.1667,0.3333,0.1667,28.4,4207839.4,634562.5646,122903.2125,0.854886137,0.895014434,0.912906356,0.92360632,0.931235475
8hr_400m_disp0m_0342,1.00E-12,2.00E-13,1.00E-16,1.00E-17,400,40,1300000,200,0.3333,0.1667,0.3333,0.1667,28.4,4207839.4,853472.9824,122903.2125,0.852713333,0.893513867,0.911657603,0.923361885,0.930192977
8hr_400m_disp0m_0345,1.00E-12,2.00E-13,1.00E-16,1.00E-17,400,60,1300000,90,0.3333,0.1667,0.3333,0.1667,28.6,4305645.1,380247.046,123826.3854,0.84422071,0.88620154,0.905170388,0.916750895,0.924844705
8hr_400m_disp0m_0346,1.00E-12,2.00E-13,1.00E-16,1.00E-17,400,60,1300000,150,0.3333,0.1667,0.3333,0.1667,28.6,4305645.1,634623.3714,123826.3854,0.843011828,0.885347016,0.904458838,0.916144229,0.924158749
8hr_400m_disp0m_0347,1.00E-12,2.00E-13,1.00E-16,1.00E-17,400,60,1300000,200,0.3333,0.1667,0.3333,0.1667,28.6,4305645.1,853513.2897,123826.3854,0.840413055,0.88367086,0.903396324,0.915135632,0.923142298
8hr_400m_disp0m_0355,1.00E-12,1.00E-13,1.00E-16,1.00E-17,400,10,1000000,90,0.3333,0.1667,0.3333,0.1667,28.1,4061130.85,380057.6891,121518.2282,0.864289189,0.899394497,0.915854519,0.926367026,0.933092918
8hr_400m_disp0m_0356,1.00E-12,1.00E-13,1.00E-16,1.00E-17,400,10,1000000,150,0.3333,0.1667,0.3333,0.1667,28.1,4061130.85,634471.3768,121518.2282,0.862634703,0.900052784,0.916019363,0.926433923,0.933166578
8hr_400m_disp0m_0357,1.00E-12,1.00E-13,1.00E-16,1.00E-17,400,10,1000000,200,0.3333,0.1667,0.3333,0.1667,28.1,4061130.85,853412.5867,121518.2282,0.860308062,0.898282247,0.915189095,0.925223545,0.932357625
8hr_400m_disp0m_0360,1.00E-12,1.00E-13,1.00E-16,1.00E-17,400,20,1000000,90,0.3333,0.1667,0.3333,0.1667,28.2,4110033.7,380095.5597,121979.9198,0.861984996,0.899666642,0.916560439,0.926426045,0.933350215
8hr_400m_disp0m_0361,1.00E-12,1.00E-13,1.00E-16,1.00E-17,400,20,1000000,150,0.3333,0.1667,0.3333,0.1667,28.2,4110033.7,634501.7698,121979.9198,0.860630437,0.898722203,0.916450362,0.926812556,0.933871203
8hr_400m_disp0m_0362,1.00E-12,1.00E-13,1.00E-16,1.00E-17,400,20,1000000,200,0.3333,0.1667,0.3333,0.1667,28.2,4110033.7,853432.7098,121979.9198,0.858610314,0.897688626,0.914981097,0.925746109,0.933074648
8hr_400m_disp0m_0365,1.00E-12,1.00E-13,1.00E-16,1.00E-17,400,40,1000000,90,0.3333,0.1667,0.3333,0.1667,28.4,4207839.4,380171.3021,122903.2125,0.849538313,0.890437405,0.908522607,0.920026108,0.927447087
8hr_400m_disp0m_0366,1.00E-12,1.00E-13,1.00E-16,1.00E-17,400,40,1000000,150,0.3333,0.1667,0.3333,0.1667,28.4,4207839.4,634562.5646,122903.2125,0.847991198,0.889126379,0.907890941,0.919105345,0.926943969
8hr_400m_disp0m_0367,1.00E-12,1.00E-13,1.00E-16,1.00E-17,400,40,1000000,200,0.3333,0.1667,0.3333,0.1667,28.4,4207839.4,853472.9824,122903.2125,0.845078935,0.887976151,0.906937654,0.918128437,0.926001927
8hr_400m_disp0m_0370,1.00E-12,1.00E-13,1.00E-16,1.00E-17,400,60,1000000,90,0.3333,0.1667,0.3333,0.1667,28.6,4305645.1,380247.046,123826.3854,0.835039626,0.879300274,0.899190369,0.911207658,0.91936208
8hr_400m_disp0m_0371,1.00E-12,1.00E-13,1.00E-16,1.00E-17,400,60,1000000,150,0.3333,0.1667,0.3333,0.1667,28.6,4305645.1,634623.3714,123826.3854,0.833502645,0.878263551,0.898313183,0.910475,0.918807936
8hr_400m_disp0m_0372,1.00E-12,1.00E-13,1.00E-16,1.00E-17,400,60,1000000,200,0.3333,0.1667,0.3333,0.1667,28.6,4305645.1,853513.2897,123826.3854,0.831578241,0.876332792,0.896854205,0.909340317,0.917895681
8hr_400m_disp0m_0381,1.00E-12,1.00E-13,1.00E-16,1.00E-17,400,10,1300000,150,0.3333,0.1667,0.3333,0.1667,28.1,4061130.85,634471.3768,121518.2282,0.865787529,0.901470016,0.917292164,0.926968314,0.934220125
8hr_400m_disp0m_0382,1.00E-12,1.00E-13,1.00E-16,1.00E-17,400,10,1300000,200,0.3333,0.1667,0.3333,0.1667,28.1,4061130.85,853412.5867,121518.2282,0.862565552,0.900757347,0.916653677,0.926768689,0.933508249
8hr_400m_disp0m_0385,1.00E-12,1.00E-13,1.00E-16,1.00E-17,400,20,1300000,90,0.3333,0.1667,0.3333,0.1667,28.2,4110033.7,380095.5597,121979.9198,0.866963719,0.902794504,0.919286789,0.928916181,0.935876117
8hr_400m_disp0m_0386,1.00E-12,1.00E-13,1.00E-16,1.00E-17,400,20,1300000,150,0.3333,0.1667,0.3333,0.1667,28.2,4110033.7,634501.7698,121979.9198,0.865506666,0.902692132,0.919052409,0.929427448,0.936273995
8hr_400m_disp0m_0387,1.00E-12,1.00E-13,1.00E-16,1.00E-17,400,20,1300000,200,0.3333,0.1667,0.3333,0.1667,28.2,4110033.7,853432.7098,121979.9198,0.863579905,0.901509415,0.918127425,0.928676505,0.935346625
8hr_400m_disp0m_0390,1.00E-12,1.00E-13,1.00E-16,1.00E-17,400,40,1300000,90,0.3333,0.1667,0.3333,0.1667,28.4,4207839.4,380171.3021,122903.2125,0.856639412,0.896232731,0.913522139,0.924183264,0.931273722
8hr_400m_disp0m_0391,1.00E-12,1.00E-13,1.00E-16,1.00E-17,400,40,1300000,150,0.3333,0.1667,0.3333,0.1667,28.4,4207839.4,634562.5646,122903.2125,0.854896866,0.89489295,0.913013354,0.923706543,0.93105555
8hr_400m_disp0m_0392,1.00E-12,1.00E-13,1.00E-16,1.00E-17,400,40,1300000,200,0.3333,0.1667,0.3333,0.1667,28.4,4207839.4,853472.9824,122903.2125,0.852774445,0.893402372,0.911903261,0.922941218,0.930462937
8hr_400m_disp0m_0395,1.00E-12,1.00E-13,1.00E-16,1.00E-17,400,60,1300000,90,0.3333,0.1667,0.3333,0.1667,28.6,4305645.1,380247.046,123826.3854,0.844210494,0.886388102,0.90522932,0.91708031,0.924969078
8hr_400m_disp0m_0396,1.00E-12,1.00E-13,1.00E-16,1.00E-17,400,60,1300000,150,0.3333,0.1667,0.3333,0.1667,28.6,4305645.1,634623.3714,123826.3854,0.842804124,0.885386424,0.904768226,0.916220684,0.924057004
8hr_400m_disp0m_0397,1.00E-12,1.00E-13,1.00E-16,1.00E-17,400,60,1300000,200,0.3333,0.1667,0.3333,0.1667,28.6,4305645.1,853513.2897,123826.3854,0.840450318,0.883692541,0.903427809,0.915178033,0.923190705
8hr_400m_disp0m_0405,1.00E-12,2.00E-14,1.00E-16,1.00E-17,400,10,1000000,90,0.3333,0.1667,0.3333,0.1667,28.1,4061130.85,380057.6891,121518.2282,0.864397571,0.899634734,0.916570852,0.92636404,0.933107297
8hr_400m_disp0m_0406,1.00E-12,2.00E-14,1.00E-16,1.00E-17,400,10,1000000,150,0.3333,0.1667,0.3333,0.1667,28.1,4061130.85,634471.3768,121518.2282,0.862686578,0.899259477,0.91603772,0.925944868,0.932691502
8hr_400m_disp0m_0407,1.00E-12,2.00E-14,1.00E-16,1.00E-17,400,10,1000000,200,0.3333,0.1667,0.3333,0.1667,28.1,4061130.85,853412.5867,121518.2282,0.8609035,0.897797025,0.915179635,0.92517902,0.932020423
8hr_400m_disp0m_0410,1.00E-12,2.00E-14,1.00E-16,1.00E-17,400,20,1000000,90,0.3333,0.1667,0.3333,0.1667,28.2,4110033.7,380095.5597,121979.9198,0.861882566,0.899665118,0.916473115,0.926465895,0.933421161
8hr_400m_disp0m_0411,1.00E-12,2.00E-14,1.00E-16,1.00E-17,400,20,1000000,150,0.3333,0.1667,0.3333,0.1667,28.2,4110033.7,634501.7698,121979.9198,0.860468868,0.898722933,0.9167051,0.926592662,0.933403307
8hr_400m_disp0m_0412,1.00E-12,2.00E-14,1.00E-16,1.00E-17,400,20,1000000,200,0.3333,0.1667,0.3333,0.1667,28.2,4110033.7,853432.7098,121979.9198,0.858541015,0.897417241,0.914951352,0.925735549,0.932459375
8hr_400m_disp0m_0415,1.00E-12,2.00E-14,1.00E-16,1.00E-17,400,40,1000000,90,0.3333,0.1667,0.3333,0.1667,28.4,4207839.4,380171.3021,122903.2125,0.849524349,0.890420871,0.908812617,0.919994641,0.927600361
8hr_400m_disp0m_0416,1.00E-12,2.00E-14,1.00E-16,1.00E-17,400,40,1000000,150,0.3333,0.1667,0.3333,0.1667,28.4,4207839.4,634562.5646,122903.2125,0.847576531,0.889378004,0.908156416,0.919227496,0.927037784
8hr_400m_disp0m_0417,1.00E-12,2.00E-14,1.00E-16,1.00E-17,400,40,1000000,200,0.3333,0.1667,0.3333,0.1667,28.4,4207839.4,853472.9824,122903.2125,0.845096436,0.887940195,0.906702433,0.918129573,0.925849078
8hr_400m_disp0m_0420,1.00E-12,2.00E-14,1.00E-16,1.00E-17,400,60,1000000,90,0.3333,0.1667,0.3333,0.1667,28.6,4305645.1,380247.046,123826.3854,0.835033575,0.879395432,0.899276631,0.911185187,0.919334322
8hr_400m_disp0m_0421,1.00E-12,2.00E-14,1.00E-16,1.00E-17,400,60,1000000,150,0.3333,0.1667,0.3333,0.1667,28.6,4305645.1,634623.3714,123826.3854,0.833499047,0.878251309,0.898211076,0.910459016,0.918725067
8hr_400m_disp0m_0422,1.00E-12,2.00E-14,1.00E-16,1.00E-17,400,60,1000000,200,0.3333,0.1667,0.3333,0.1667,28.6,4305645.1,853513.2897,123826.3854,0.831593318,0.876513638,0.896825556,0.909325662,0.917892771
8hr_400m_disp0m_0431,1.00E-12,2.00E-14,1.00E-16,1.00E-17,400,10,1300000,150,0.3333,0.1667,0.3333,0.1667,28.1,4061130.85,634471.3768,121518.2282,0.865194697,0.901074667,0.91767215,0.927741226,0.934025626
