Scenario, perm_x_aq, perm_y_aq, perm_x_cap, perm_y_cap, depth, aq_thickness, injected_fluid_mass, injected_temp, inject_time, store_time, produce_time, rest_time, T_ambient, P_ambient, enthalpy_i, enthalpy_a, RE1, RE2, RE3, RE4, RE5
91d_1000m_disp0m_0427,1.00E-12,1.00E-12,1.00E-16,1.00E-17,1000,40,100000000,200,91,91,91,91,40.4,10076181.4,855950.7921,178103.3142,0.509341228,0.542182355,0.565563056,0.581969548,0.594360068
91d_1000m_disp0m_0428,1.00E-12,1.00E-12,1.00E-16,1.00E-17,1000,40,100000000,250,91,91,91,91,40.4,10076181.4,1085720.132,178103.3142,0.401022697,0.440812572,0.465176872,0.481676435,0.493977385
91d_1000m_disp0m_0429,1.00E-12,1.00E-12,1.00E-16,1.00E-17,1000,40,100000000,300,91,91,91,91,40.4,10076181.4,1343009.791,178103.3142,0.320887677,0.362610975,0.386206114,0.401956313,0.413642616
91d_1000m_disp0m_0440,1.00E-12,1.00E-12,1.00E-16,1.00E-17,1000,60,100000000,90,91,91,91,91,40.6,10173987.1,384794.3948,179020.3578,0.750118895,0.786350025,0.801849104,0.811169591,0.817771665
91d_1000m_disp0m_0441,1.00E-12,1.00E-12,1.00E-16,1.00E-17,1000,60,100000000,150,91,91,91,91,40.6,10173987.1,638292.9307,179020.3578,0.58003058,0.592984666,0.605139041,0.615595415,0.624522549
91d_1000m_disp0m_0442,1.00E-12,1.00E-12,1.00E-16,1.00E-17,1000,60,100000000,200,91,91,91,91,40.6,10173987.1,855993.0755,179020.3578,0.405939505,0.42619082,0.443339516,0.456644475,0.467364546
91d_1000m_disp0m_0443,1.00E-12,1.00E-12,1.00E-16,1.00E-17,1000,60,100000000,250,91,91,91,91,40.6,10173987.1,1085724.036,179020.3578,0.294215812,0.322118525,0.340676869,0.354209681,0.364832931
91d_1000m_disp0m_0444,1.00E-12,1.00E-12,1.00E-16,1.00E-17,1000,60,100000000,300,91,91,91,91,40.6,10173987.1,1342898.838,179020.3578,0.224666894,0.254450866,0.272591713,0.285444648,0.295423034
91d_1000m_disp0m_0455,1.00E-12,2.00E-13,1.00E-16,1.00E-17,1000,5,100000000,90,91,91,91,91,40.05,9905021.425,384585.8635,176498.2761,0.410787383,0.491561208,0.534137634,0.562134988,0.582592982
91d_1000m_disp0m_0456,1.00E-12,2.00E-13,1.00E-16,1.00E-17,1000,5,100000000,150,91,91,91,91,40.05,9905021.425,638123.8574,176498.2761,0.407941427,0.488954702,0.531628143,0.559707433,0.58020496
91d_1000m_disp0m_0457,1.00E-12,2.00E-13,1.00E-16,1.00E-17,1000,5,100000000,200,91,91,91,91,40.05,9905021.425,855876.8714,176498.2761,0.404374111,0.485475664,0.528205302,0.556334227,0.576895933
91d_1000m_disp0m_0458,1.00E-12,2.00E-13,1.00E-16,1.00E-17,1000,5,100000000,250,91,91,91,91,40.05,9905021.425,1085713.541,176498.2761,0.399700193,0.480632603,0.523354749,0.551482882,0.572041613
91d_1000m_disp0m_0459,1.00E-12,2.00E-13,1.00E-16,1.00E-17,1000,5,100000000,300,91,91,91,91,40.05,9905021.425,1343205.339,176498.2761,0.392749131,0.473070276,0.51557745,0.543620174,0.564163847
91d_1000m_disp0m_0470,1.00E-12,2.00E-13,1.00E-16,1.00E-17,1000,10,100000000,90,91,91,91,91,40.1,9929472.85,384604.8204,176727.5838,0.560085865,0.631170135,0.666653267,0.689287265,0.70544724
91d_1000m_disp0m_0471,1.00E-12,2.00E-13,1.00E-16,1.00E-17,1000,10,100000000,150,91,91,91,91,40.1,9929472.85,638139.2243,176727.5838,0.550305429,0.624610405,0.661161586,0.68435615,0.700911524
91d_1000m_disp0m_0472,1.00E-12,2.00E-13,1.00E-16,1.00E-17,1000,10,100000000,200,91,91,91,91,40.1,9929472.85,855887.4256,176727.5838,0.539168658,0.615498549,0.652885319,0.676587278,0.69347619
91d_1000m_disp0m_0473,1.00E-12,2.00E-13,1.00E-16,1.00E-17,1000,10,100000000,250,91,91,91,91,40.1,9929472.85,1085714.463,176727.5838,0.523173356,0.600476384,0.638529507,0.662734698,0.680050064
91d_1000m_disp0m_0474,1.00E-12,2.00E-13,1.00E-16,1.00E-17,1000,10,100000000,300,91,91,91,91,40.1,9929472.85,1343177.295,176727.5838,0.499809325,0.576248196,0.614589754,0.639207047,0.656926766
91d_1000m_disp0m_0485,1.00E-12,2.00E-13,1.00E-16,1.00E-17,1000,20,100000000,90,91,91,91,91,40.2,9978375.7,384642.7346,177186.1827,0.70861984,0.760327242,0.784831557,0.80007489,0.810779215
91d_1000m_disp0m_0486,1.00E-12,2.00E-13,1.00E-16,1.00E-17,1000,20,100000000,150,91,91,91,91,40.2,9978375.7,638169.9601,177186.1827,0.690197946,0.740187157,0.764713071,0.780341915,0.791486986
91d_1000m_disp0m_0487,1.00E-12,2.00E-13,1.00E-16,1.00E-17,1000,20,100000000,200,91,91,91,91,40.2,9978375.7,855908.54,177186.1827,0.653091864,0.697534885,0.72207572,0.738393792,0.750319113
91d_1000m_disp0m_0488,1.00E-12,2.00E-13,1.00E-16,1.00E-17,1000,20,100000000,250,91,91,91,91,40.2,9978375.7,1085716.328,177186.1827,0.594505182,0.635807771,0.661019342,0.678219584,0.691013083
91d_1000m_disp0m_0489,1.00E-12,2.00E-13,1.00E-16,1.00E-17,1000,20,100000000,300,91,91,91,91,40.2,9978375.7,1343121.316,177186.1827,0.518750225,0.560292584,0.586016768,0.603767823,0.617130741
91d_1000m_disp0m_0500,1.00E-12,2.00E-13,1.00E-16,1.00E-17,1000,40,100000000,90,91,91,91,91,40.4,10076181.4,384718.564,178103.3142,0.768356589,0.810805936,0.83016663,0.841883837,0.849972245
91d_1000m_disp0m_0501,1.00E-12,2.00E-13,1.00E-16,1.00E-17,1000,40,100000000,150,91,91,91,91,40.4,10076181.4,638231.44,178103.3142,0.729734387,0.760576169,0.774155633,0.782867463,0.789369581
91d_1000m_disp0m_0502,1.00E-12,2.00E-13,1.00E-16,1.00E-17,1000,40,100000000,200,91,91,91,91,40.4,10076181.4,855950.7921,178103.3142,0.647092697,0.659366612,0.668528545,0.676725084,0.683901277
91d_1000m_disp0m_0503,1.00E-12,2.00E-13,1.00E-16,1.00E-17,1000,40,100000000,250,91,91,91,91,40.4,10076181.4,1085720.132,178103.3142,0.526828666,0.530085165,0.541585289,0.552242229,0.561318147
91d_1000m_disp0m_0504,1.00E-12,2.00E-13,1.00E-16,1.00E-17,1000,40,100000000,300,91,91,91,91,40.4,10076181.4,1343009.791,178103.3142,0.398573441,0.409242197,0.425201785,0.437923402,0.448125203
91d_1000m_disp0m_0515,1.00E-12,2.00E-13,1.00E-16,1.00E-17,1000,60,100000000,90,91,91,91,91,40.6,10173987.1,384794.3948,179020.3578,0.770758761,0.813811038,0.833120527,0.844609594,0.852421984
91d_1000m_disp0m_0516,1.00E-12,2.00E-13,1.00E-16,1.00E-17,1000,60,100000000,150,91,91,91,91,40.6,10173987.1,638292.9307,179020.3578,0.729786448,0.759487032,0.770670445,0.776873999,0.781107785
91d_1000m_disp0m_0517,1.00E-12,2.00E-13,1.00E-16,1.00E-17,1000,60,100000000,200,91,91,91,91,40.6,10173987.1,855993.0755,179020.3578,0.635544594,0.645425628,0.649326442,0.652501427,0.655544702
91d_1000m_disp0m_0518,1.00E-12,2.00E-13,1.00E-16,1.00E-17,1000,60,100000000,250,91,91,91,91,40.6,10173987.1,1085724.036,179020.3578,0.49626219,0.494296513,0.496914022,0.500768251,0.504994502
91d_1000m_disp0m_0519,1.00E-12,2.00E-13,1.00E-16,1.00E-17,1000,60,100000000,300,91,91,91,91,40.6,10173987.1,1342898.838,179020.3578,0.349659891,0.351192139,0.357815876,0.364521204,0.370719549
91d_1000m_disp0m_0530,1.00E-12,1.00E-13,1.00E-16,1.00E-17,1000,5,100000000,90,91,91,91,91,40.05,9905021.425,384585.8635,176498.2761,0.41084151,0.49159948,0.534159207,0.562148022,0.582605468
91d_1000m_disp0m_0531,1.00E-12,1.00E-13,1.00E-16,1.00E-17,1000,5,100000000,150,91,91,91,91,40.05,9905021.425,638123.8574,176498.2761,0.408069317,0.489014329,0.531682886,0.559732106,0.580233793
91d_1000m_disp0m_0532,1.00E-12,1.00E-13,1.00E-16,1.00E-17,1000,5,100000000,200,91,91,91,91,40.05,9905021.425,855876.8714,176498.2761,0.404533225,0.485550142,0.528260824,0.556373148,0.576928899
91d_1000m_disp0m_0533,1.00E-12,1.00E-13,1.00E-16,1.00E-17,1000,5,100000000,250,91,91,91,91,40.05,9905021.425,1085713.541,176498.2761,0.399902784,0.48073569,0.523402977,0.551520103,0.572097706
91d_1000m_disp0m_0534,1.00E-12,1.00E-13,1.00E-16,1.00E-17,1000,5,100000000,300,91,91,91,91,40.05,9905021.425,1343205.339,176498.2761,0.392981912,0.473194995,0.515665836,0.543682598,0.564228194
91d_1000m_disp0m_0545,1.00E-12,1.00E-13,1.00E-16,1.00E-17,1000,10,100000000,90,91,91,91,91,40.1,9929472.85,384604.8204,176727.5838,0.560686879,0.631398255,0.666775335,0.689381694,0.705532218
91d_1000m_disp0m_0546,1.00E-12,1.00E-13,1.00E-16,1.00E-17,1000,10,100000000,150,91,91,91,91,40.1,9929472.85,638139.2243,176727.5838,0.552310622,0.625525019,0.661807564,0.684889036,0.701348943
91d_1000m_disp0m_0547,1.00E-12,1.00E-13,1.00E-16,1.00E-17,1000,10,100000000,200,91,91,91,91,40.1,9929472.85,855887.4256,176727.5838,0.543242112,0.617744256,0.654629752,0.678057325,0.694787066
91d_1000m_disp0m_0548,1.00E-12,1.00E-13,1.00E-16,1.00E-17,1000,10,100000000,250,91,91,91,91,40.1,9929472.85,1085714.463,176727.5838,0.529845823,0.60458821,0.641846245,0.665629119,0.682669136
91d_1000m_disp0m_0549,1.00E-12,1.00E-13,1.00E-16,1.00E-17,1000,10,100000000,300,91,91,91,91,40.1,9929472.85,1343177.295,176727.5838,0.508134036,0.581836226,0.619212741,0.643294674,0.660660833
91d_1000m_disp0m_0560,1.00E-12,1.00E-13,1.00E-16,1.00E-17,1000,20,100000000,90,91,91,91,91,40.2,9978375.7,384642.7346,177186.1827,0.709578525,0.761079339,0.785508401,0.800708831,0.811386431
91d_1000m_disp0m_0561,1.00E-12,1.00E-13,1.00E-16,1.00E-17,1000,20,100000000,150,91,91,91,91,40.2,9978375.7,638169.9601,177186.1827,0.69760463,0.748302102,0.772537201,0.787773673,0.798564112
91d_1000m_disp0m_0562,1.00E-12,1.00E-13,1.00E-16,1.00E-17,1000,20,100000000,200,91,91,91,91,40.2,9978375.7,855908.54,177186.1827,0.67319859,0.718270349,0.741161595,0.756119661,0.76698513
91d_1000m_disp0m_0563,1.00E-12,1.00E-13,1.00E-16,1.00E-17,1000,20,100000000,250,91,91,91,91,40.2,9978375.7,1085716.328,177186.1827,0.628366372,0.664929963,0.686672233,0.70171183,0.713001947
91d_1000m_disp0m_0564,1.00E-12,1.00E-13,1.00E-16,1.00E-17,1000,20,100000000,300,91,91,91,91,40.2,9978375.7,1343121.316,177186.1827,0.558004515,0.58966217,0.61151013,0.627156372,0.639151021
91d_1000m_disp0m_0575,1.00E-12,1.00E-13,1.00E-16,1.00E-17,1000,40,100000000,90,91,91,91,91,40.4,10076181.4,384718.564,178103.3142,0.770164746,0.813233546,0.83298611,0.844959031,0.853210744
91d_1000m_disp0m_0576,1.00E-12,1.00E-13,1.00E-16,1.00E-17,1000,40,100000000,150,91,91,91,91,40.4,10076181.4,638231.44,178103.3142,0.751039833,0.78872343,0.805113123,0.814880752,0.821640186
91d_1000m_disp0m_0577,1.00E-12,1.00E-13,1.00E-16,1.00E-17,1000,40,100000000,200,91,91,91,91,40.4,10076181.4,855950.7921,178103.3142,0.703694487,0.7276991,0.737751933,0.744394624,0.749598613
91d_1000m_disp0m_0578,1.00E-12,1.00E-13,1.00E-16,1.00E-17,1000,40,100000000,250,91,91,91,91,40.4,10076181.4,1085720.132,178103.3142,0.618505697,0.624658216,0.629977792,0.635684124,0.641182061
91d_1000m_disp0m_0579,1.00E-12,1.00E-13,1.00E-16,1.00E-17,1000,40,100000000,300,91,91,91,91,40.4,10076181.4,1343009.791,178103.3142,0.495529657,0.491856818,0.498816772,0.506747967,0.514043253
91d_1000m_disp0m_0590,1.00E-12,1.00E-13,1.00E-16,1.00E-17,1000,60,100000000,90,91,91,91,91,40.6,10173987.1,384794.3948,179020.3578,0.77257086,0.816414323,0.836312306,0.848268238,0.856451095
91d_1000m_disp0m_0591,1.00E-12,1.00E-13,1.00E-16,1.00E-17,1000,60,100000000,150,91,91,91,91,40.6,10173987.1,638292.9307,179020.3578,0.755712351,0.794173269,0.810173364,0.819163024,0.825031293
91d_1000m_disp0m_0592,1.00E-12,1.00E-13,1.00E-16,1.00E-17,1000,60,100000000,200,91,91,91,91,40.6,10173987.1,855993.0755,179020.3578,0.709303354,0.734340335,0.743036167,0.747671703,0.750800668
91d_1000m_disp0m_0593,1.00E-12,1.00E-13,1.00E-16,1.00E-17,1000,60,100000000,250,91,91,91,91,40.6,10173987.1,1085724.036,179020.3578,0.621309387,0.630092785,0.632657132,0.634476063,0.636257457
91d_1000m_disp0m_0594,1.00E-12,1.00E-13,1.00E-16,1.00E-17,1000,60,100000000,300,91,91,91,91,40.6,10173987.1,1342898.838,179020.3578,0.488967127,0.48645298,0.486652544,0.488176448,0.490409305
91d_1000m_disp0m_0605,1.00E-12,2.00E-14,1.00E-16,1.00E-17,1000,5,100000000,90,91,91,91,91,40.05,9905021.425,384585.8635,176498.2761,0.411094406,0.49174452,0.534261314,0.562231216,0.582677587
91d_1000m_disp0m_0606,1.00E-12,2.00E-14,1.00E-16,1.00E-17,1000,5,100000000,150,91,91,91,91,40.05,9905021.425,638123.8574,176498.2761,0.408595491,0.489301649,0.531882126,0.559887205,0.580363521
91d_1000m_disp0m_0607,1.00E-12,2.00E-14,1.00E-16,1.00E-17,1000,5,100000000,200,91,91,91,91,40.05,9905021.425,855876.8714,176498.2761,0.405246035,0.48592022,0.528516308,0.556571188,0.577094847
91d_1000m_disp0m_0608,1.00E-12,2.00E-14,1.00E-16,1.00E-17,1000,5,100000000,250,91,91,91,91,40.05,9905021.425,1085713.541,176498.2761,0.400782303,0.481188536,0.523731264,0.55176899,0.572300945
91d_1000m_disp0m_0609,1.00E-12,2.00E-14,1.00E-16,1.00E-17,1000,5,100000000,300,91,91,91,91,40.05,9905021.425,1343205.339,176498.2761,0.394066874,0.473784459,0.516098928,0.544042594,0.564537462
91d_1000m_disp0m_0620,1.00E-12,2.00E-14,1.00E-16,1.00E-17,1000,10,100000000,90,91,91,91,91,40.1,9929472.85,384604.8204,176727.5838,0.562363132,0.632170826,0.667315683,0.68980264,0.705868822
91d_1000m_disp0m_0621,1.00E-12,2.00E-14,1.00E-16,1.00E-17,1000,10,100000000,150,91,91,91,91,40.1,9929472.85,638139.2243,176727.5838,0.556771512,0.627706824,0.663388399,0.686124076,0.702431342
91d_1000m_disp0m_0622,1.00E-12,2.00E-14,1.00E-16,1.00E-17,1000,10,100000000,200,91,91,91,91,40.1,9929472.85,855887.4256,176727.5838,0.550961842,0.622393658,0.65833649,0.681318083,0.69776593
91d_1000m_disp0m_0623,1.00E-12,2.00E-14,1.00E-16,1.00E-17,1000,10,100000000,250,91,91,91,91,40.1,9929472.85,1085714.463,176727.5838,0.542899914,0.614138532,0.650161194,0.673254725,0.689816665
91d_1000m_disp0m_0624,1.00E-12,2.00E-14,1.00E-16,1.00E-17,1000,10,100000000,300,91,91,91,91,40.1,9929472.85,1343177.295,176727.5838,0.52953745,0.599256255,0.634944182,0.657961774,0.674544574
91d_1000m_disp0m_0635,1.00E-12,2.00E-14,1.00E-16,1.00E-17,1000,20,100000000,90,91,91,91,91,40.2,9978375.7,384642.7346,177186.1827,0.710822515,0.761909278,0.78625587,0.80141554,0.812084802
91d_1000m_disp0m_0636,1.00E-12,2.00E-14,1.00E-16,1.00E-17,1000,20,100000000,150,91,91,91,91,40.2,9978375.7,638169.9601,177186.1827,0.705942903,0.757492327,0.78201471,0.797290798,0.808034428
91d_1000m_disp0m_0637,1.00E-12,2.00E-14,1.00E-16,1.00E-17,1000,20,100000000,200,91,91,91,91,40.2,9978375.7,855908.54,177186.1827,0.697568461,0.748635014,0.772919693,0.788067361,0.798728206
91d_1000m_disp0m_0638,1.00E-12,2.00E-14,1.00E-16,1.00E-17,1000,20,100000000,250,91,91,91,91,40.2,9978375.7,1085716.328,177186.1827,0.682032159,0.7306083,0.753671756,0.768119037,0.778337538
91d_1000m_disp0m_0639,1.00E-12,2.00E-14,1.00E-16,1.00E-17,1000,20,100000000,300,91,91,91,91,40.2,9978375.7,1343121.316,177186.1827,0.65209747,0.694059727,0.714161853,0.726994281,0.736246441
91d_1000m_disp0m_0650,1.00E-12,2.00E-14,1.00E-16,1.00E-17,1000,40,100000000,90,91,91,91,91,40.4,10076181.4,384718.564,178103.3142,0.77107857,0.814514228,0.834527063,0.846711492,0.855121959
91d_1000m_disp0m_0651,1.00E-12,2.00E-14,1.00E-16,1.00E-17,1000,40,100000000,150,91,91,91,91,40.4,10076181.4,638231.44,178103.3142,0.767392754,0.810766637,0.830633834,0.842647013,0.850907806
91d_1000m_disp0m_0652,1.00E-12,2.00E-14,1.00E-16,1.00E-17,1000,40,100000000,200,91,91,91,91,40.4,10076181.4,855950.7921,178103.3142,0.758959806,0.800977476,0.819808214,0.831016379,0.838641193
91d_1000m_disp0m_0653,1.00E-12,2.00E-14,1.00E-16,1.00E-17,1000,40,100000000,250,91,91,91,91,40.4,10076181.4,1085720.132,178103.3142,0.740524379,0.778556394,0.794727573,0.804071309,0.810351724
91d_1000m_disp0m_0654,1.00E-12,2.00E-14,1.00E-16,1.00E-17,1000,40,100000000,300,91,91,91,91,40.4,10076181.4,1343009.791,178103.3142,0.701853091,0.731462573,0.742884902,0.749343569,0.753784015
91d_1000m_disp0m_0665,1.00E-12,2.00E-14,1.00E-16,1.00E-17,1000,60,100000000,90,91,91,91,91,40.6,10173987.1,384794.3948,179020.3578,0.773232934,0.817420157,0.83760002,0.84979666,0.85818469
91d_1000m_disp0m_0666,1.00E-12,2.00E-14,1.00E-16,1.00E-17,1000,60,100000000,150,91,91,91,91,40.6,10173987.1,638292.9307,179020.3578,0.770472895,0.814732579,0.834819836,0.846883825,0.855132609
91d_1000m_disp0m_0667,1.00E-12,2.00E-14,1.00E-16,1.00E-17,1000,60,100000000,200,91,91,91,91,40.6,10173987.1,855993.0755,179020.3578,0.764267181,0.807599776,0.826833776,0.838143294,0.845730415
91d_1000m_disp0m_0668,1.00E-12,2.00E-14,1.00E-16,1.00E-17,1000,60,100000000,250,91,91,91,91,40.6,10173987.1,1085724.036,179020.3578,0.750249856,0.79047398,0.807315595,0.816730942,0.82280113
91d_1000m_disp0m_0669,1.00E-12,2.00E-14,1.00E-16,1.00E-17,1000,60,100000000,300,91,91,91,91,40.6,10173987.1,1342898.838,179020.3578,0.719277028,0.752473967,0.764828804,0.771241149,0.775233957
91d_1000m_disp0m_0680,1.00E-12,1.00E-14,1.00E-16,1.00E-17,1000,5,100000000,90,91,91,91,91,40.05,9905021.425,384585.8635,176498.2761,0.411288992,0.491852,0.534342879,0.562300282,0.582735592
91d_1000m_disp0m_0681,1.00E-12,1.00E-14,1.00E-16,1.00E-17,1000,5,100000000,150,91,91,91,91,40.05,9905021.425,638123.8574,176498.2761,0.408957311,0.489499144,0.532024364,0.559997161,0.580467092
91d_1000m_disp0m_0682,1.00E-12,1.00E-14,1.00E-16,1.00E-17,1000,5,100000000,200,91,91,91,91,40.05,9905021.425,855876.8714,176498.2761,0.405717454,0.486180453,0.528699737,0.556698224,0.577215776
91d_1000m_disp0m_0683,1.00E-12,1.00E-14,1.00E-16,1.00E-17,1000,5,100000000,250,91,91,91,91,40.05,9905021.425,1085713.541,176498.2761,0.401335265,0.481480451,0.523934227,0.55193628,0.572454515
91d_1000m_disp0m_0684,1.00E-12,1.00E-14,1.00E-16,1.00E-17,1000,5,100000000,300,91,91,91,91,40.05,9905021.425,1343205.339,176498.2761,0.394711074,0.474145773,0.516367305,0.544267857,0.564745909
91d_1000m_disp0m_0695,1.00E-12,1.00E-14,1.00E-16,1.00E-17,1000,10,100000000,90,91,91,91,91,40.1,9929472.85,384604.8204,176727.5838,0.563106917,0.632590051,0.667599353,0.690008727,0.706042692
91d_1000m_disp0m_0696,1.00E-12,1.00E-14,1.00E-16,1.00E-17,1000,10,100000000,150,91,91,91,91,40.1,9929472.85,638139.2243,176727.5838,0.558369279,0.628637501,0.664015592,0.686658774,0.7028816
91d_1000m_disp0m_0697,1.00E-12,1.00E-14,1.00E-16,1.00E-17,1000,10,100000000,200,91,91,91,91,40.1,9929472.85,855887.4256,176727.5838,0.553306351,0.623920553,0.659558062,0.682406028,0.698755082
91d_1000m_disp0m_0698,1.00E-12,1.00E-14,1.00E-16,1.00E-17,1000,10,100000000,250,91,91,91,91,40.1,9929472.85,1085714.463,176727.5838,0.54636645,0.616937162,0.652722639,0.675696603,0.692172872
91d_1000m_disp0m_0699,1.00E-12,1.00E-14,1.00E-16,1.00E-17,1000,10,100000000,300,91,91,91,91,40.1,9929472.85,1343177.295,176727.5838,0.535125436,0.604876019,0.640529346,0.663500481,0.680025184
91d_1000m_disp0m_0710,1.00E-12,1.00E-14,1.00E-16,1.00E-17,1000,20,100000000,90,91,91,91,91,40.2,9978375.7,384642.7346,177186.1827,0.711101914,0.762036056,0.786362306,0.8015236,0.812161914
91d_1000m_disp0m_0711,1.00E-12,1.00E-14,1.00E-16,1.00E-17,1000,20,100000000,150,91,91,91,91,40.2,9978375.7,638169.9601,177186.1827,0.707328576,0.758813334,0.783366581,0.798668208,0.809430623
91d_1000m_disp0m_0712,1.00E-12,1.00E-14,1.00E-16,1.00E-17,1000,20,100000000,200,91,91,91,91,40.2,9978375.7,855908.54,177186.1827,0.701517005,0.75322862,0.77788954,0.793268704,0.804082778
91d_1000m_disp0m_0713,1.00E-12,1.00E-14,1.00E-16,1.00E-17,1000,20,100000000,250,91,91,91,91,40.2,9978375.7,1085716.328,177186.1827,0.691307406,0.74265274,0.767105872,0.782351512,0.793072857
91d_1000m_disp0m_0714,1.00E-12,1.00E-14,1.00E-16,1.00E-17,1000,20,100000000,300,91,91,91,91,40.2,9978375.7,1343121.316,177186.1827,0.671920894,0.721247385,0.744605138,0.75916154,0.769411419
91d_1000m_disp0m_0725,1.00E-12,1.00E-14,1.00E-16,1.00E-17,1000,40,100000000,90,91,91,91,91,40.4,10076181.4,384718.564,178103.3142,0.771094399,0.814519565,0.834568895,0.846755852,0.855167196
91d_1000m_disp0m_0726,1.00E-12,1.00E-14,1.00E-16,1.00E-17,1000,40,100000000,150,91,91,91,91,40.4,10076181.4,638231.44,178103.3142,0.768582679,0.812333316,0.832480823,0.844710194,0.853142703
91d_1000m_disp0m_0727,1.00E-12,1.00E-14,1.00E-16,1.00E-17,1000,40,100000000,200,91,91,91,91,40.4,10076181.4,855950.7921,178103.3142,0.763998627,0.80772476,0.827726645,0.839795979,0.84808187
91d_1000m_disp0m_0728,1.00E-12,1.00E-14,1.00E-16,1.00E-17,1000,40,100000000,250,91,91,91,91,40.4,10076181.4,1085720.132,178103.3142,0.754769369,0.797669936,0.816938225,0.828395499,0.836176023
91d_1000m_disp0m_0729,1.00E-12,1.00E-14,1.00E-16,1.00E-17,1000,40,100000000,300,91,91,91,91,40.4,10076181.4,1343009.791,178103.3142,0.735092365,0.775309466,0.792591923,0.802570862,0.809240453
91d_1000m_disp0m_0740,1.00E-12,1.00E-14,1.00E-16,1.00E-17,1000,60,100000000,90,91,91,91,91,40.6,10173987.1,384794.3948,179020.3578,0.773235395,0.817419182,0.837611099,0.849816008,0.858212117
91d_1000m_disp0m_0741,1.00E-12,1.00E-14,1.00E-16,1.00E-17,1000,60,100000000,150,91,91,91,91,40.6,10173987.1,638292.9307,179020.3578,0.771231196,0.815777714,0.83609498,0.84835357,0.856770666
91d_1000m_disp0m_0742,1.00E-12,1.00E-14,1.00E-16,1.00E-17,1000,60,100000000,200,91,91,91,91,40.6,10173987.1,855993.0755,179020.3578,0.767769314,0.812469737,0.832737402,0.844888986,0.853182904
91d_1000m_disp0m_0743,1.00E-12,1.00E-14,1.00E-16,1.00E-17,1000,60,100000000,250,91,91,91,91,40.6,10173987.1,1085724.036,179020.3578,0.760885683,0.805216517,0.824984956,0.836632689,0.844454722
91d_1000m_disp0m_0744,1.00E-12,1.00E-14,1.00E-16,1.00E-17,1000,60,100000000,300,91,91,91,91,40.6,10173987.1,1342898.838,179020.3578,0.745963374,0.788580504,0.80678437,0.817076636,0.823751304
91d_1000m_disp0m_0755,1.00E-11,1.00E-11,1.00E-16,1.00E-17,1000,5,100000000,90,91,91,91,91,40.05,9905021.425,384585.8635,176498.2761,0.413573177,0.493974945,0.536351264,0.564234647,0.58460318
91d_1000m_disp0m_0756,1.00E-11,1.00E-11,1.00E-16,1.00E-17,1000,5,100000000,150,91,91,91,91,40.05,9905021.425,638123.8574,176498.2761,0.408030615,0.488848728,0.531466906,0.559501768,0.580000921
91d_1000m_disp0m_0757,1.00E-11,1.00E-11,1.00E-16,1.00E-17,1000,5,100000000,200,91,91,91,91,40.05,9905021.425,855876.8714,176498.2761,0.400628218,0.481161429,0.523791916,0.55189721,0.572483581
91d_1000m_disp0m_0758,1.00E-11,1.00E-11,1.00E-16,1.00E-17,1000,5,100000000,250,91,91,91,91,40.05,9905021.425,1085713.541,176498.2761,0.388846876,0.468286305,0.510656194,0.538679865,0.5592882
91d_1000m_disp0m_0759,1.00E-11,1.00E-11,1.00E-16,1.00E-17,1000,5,100000000,300,91,91,91,91,40.05,9905021.425,1343205.339,176498.2761,0.370500972,0.447711123,0.489295521,0.51699714,0.537435032
91d_1000m_disp0m_0770,1.00E-11,1.00E-11,1.00E-16,1.00E-17,1000,10,100000000,90,91,91,91,91,40.1,9929472.85,384604.8204,176727.5838,0.546710317,0.620776003,0.657794871,0.681358031,0.698191679
91d_1000m_disp0m_0771,1.00E-11,1.00E-11,1.00E-16,1.00E-17,1000,10,100000000,150,91,91,91,91,40.1,9929472.85,638139.2243,176727.5838,0.487859764,0.565741713,0.605233205,0.630624703,0.6489587
91d_1000m_disp0m_0772,1.00E-11,1.00E-11,1.00E-16,1.00E-17,1000,10,100000000,200,91,91,91,91,40.1,9929472.85,855887.4256,176727.5838,0.428913254,0.504848339,0.544088225,0.569730589,0.588446254
91d_1000m_disp0m_0773,1.00E-11,1.00E-11,1.00E-16,1.00E-17,1000,10,100000000,250,91,91,91,91,40.1,9929472.85,1085714.463,176727.5838,0.37262579,0.443779255,0.481087819,0.505771771,0.523977408
91d_1000m_disp0m_0774,1.00E-11,1.00E-11,1.00E-16,1.00E-17,1000,10,100000000,300,91,91,91,91,40.1,9929472.85,1343177.295,176727.5838,0.323427265,0.388562216,0.42308653,0.446138025,0.46326918
91d_1000m_disp0m_0785,1.00E-11,1.00E-11,1.00E-16,1.00E-17,1000,20,100000000,90,91,91,91,91,40.2,9978375.7,384642.7346,177186.1827,0.574441277,0.642895697,0.677187345,0.698958687,0.714488655
91d_1000m_disp0m_0786,1.00E-11,1.00E-11,1.00E-16,1.00E-17,1000,20,100000000,150,91,91,91,91,40.2,9978375.7,638169.9601,177186.1827,0.385852234,0.457649032,0.494005975,0.517664787,0.534954232
91d_1000m_disp0m_0787,1.00E-11,1.00E-11,1.00E-16,1.00E-17,1000,20,100000000,200,91,91,91,91,40.2,9978375.7,855908.54,177186.1827,0.302372612,0.366211363,0.398915093,0.420399976,0.43620895
