pressure,  temperature,  density,  viscosity,  enthalpy,  internal_energy
100000, 275, 1.0012E+03, 1.0050E-03, 7.8366E+03, 7.7367E+03
100000, 277.778, 1.0007E+03, 1.0050E-03, 1.9454E+04, 1.9354E+04
100000, 280.556, 1.0002E+03, 1.0050E-03, 3.1072E+04, 3.0972E+04
100000, 283.333, 9.9966E+02, 1.0050E-03, 4.2685E+04, 4.2585E+04
100000, 286.111, 9.9914E+02, 1.0050E-03, 5.4303E+04, 5.4203E+04
100000, 288.889, 9.9863E+02, 1.0050E-03, 6.5921E+04, 6.5820E+04
100000, 291.667, 9.9811E+02, 1.0050E-03, 7.7538E+04, 7.7438E+04
100000, 294.444, 9.9759E+02, 9.8516E-04, 8.9007E+04, 8.8907E+04
100000, 297.222, 9.9707E+02, 9.4256E-04, 1.0026E+05, 1.0016E+05
100000, 300, 9.9631E+02, 8.9997E-04, 1.1142E+05, 1.1132E+05
100000, 302.778, 9.9538E+02, 8.5737E-04, 1.2251E+05, 1.2241E+05
100000, 305.556, 9.9442E+02, 8.1477E-04, 1.3352E+05, 1.3342E+05
100000, 308.333, 9.9342E+02, 7.7219E-04, 1.4444E+05, 1.4434E+05
100000, 311.111, 9.9238E+02, 7.2960E-04, 1.5528E+05, 1.5518E+05
100000, 313.889, 9.9129E+02, 6.8700E-04, 1.6605E+05, 1.6595E+05
100000, 316.667, 9.9017E+02, 6.4441E-04, 1.7673E+05, 1.7663E+05
100000, 319.444, 9.8901E+02, 6.0183E-04, 1.8733E+05, 1.8723E+05
100000, 322.222, 9.8781E+02, 5.5923E-04, 1.9785E+05, 1.9775E+05
100000, 325, 9.8658E+02, 5.3520E-04, 2.0829E+05, 2.0819E+05
100000, 327.778, 9.8530E+02, 5.2047E-04, 2.1865E+05, 2.1855E+05
100000, 330.556, 9.8398E+02, 5.0575E-04, 2.2893E+05, 2.2883E+05
100000, 333.333, 9.8262E+02, 4.9103E-04, 2.3912E+05, 2.3902E+05
100000, 336.111, 9.8123E+02, 4.7631E-04, 2.4924E+05, 2.4914E+05
100000, 338.889, 9.7979E+02, 4.6158E-04, 2.5928E+05, 2.5918E+05
100000, 341.667, 9.7831E+02, 4.4686E-04, 2.6923E+05, 2.6913E+05
100000, 344.444, 9.7680E+02, 4.3214E-04, 2.7910E+05, 2.7900E+05
100000, 347.222, 9.7525E+02, 4.1742E-04, 2.8890E+05, 2.8880E+05
100000, 350, 9.7365E+02, 4.0270E-04, 2.9867E+05, 2.9857E+05
100000, 352.778, 9.7202E+02, 3.8797E-04, 3.0839E+05, 3.0829E+05
100000, 355.556, 9.7035E+02, 3.7325E-04, 3.1804E+05, 3.1794E+05
100000, 358.333, 9.6864E+02, 3.5853E-04, 3.2761E+05, 3.2750E+05
100000, 361.111, 9.6689E+02, 3.4381E-04, 3.3711E+05, 3.3700E+05
100000, 363.889, 9.6510E+02, 3.2908E-04, 3.4653E+05, 3.4643E+05
100000, 366.667, 9.6327E+02, 3.1436E-04, 3.5588E+05, 3.5577E+05
100000, 369.444, 9.6140E+02, 2.9964E-04, 3.6515E+05, 3.6504E+05
100000, 372.222, 9.5949E+02, 2.8492E-04, 3.7435E+05, 3.7424E+05
100000, 375, 9.5754E+02, 2.7637E-04, 3.8347E+05, 3.8337E+05
100000, 377.778, 9.5555E+02, 2.7093E-04, 3.9252E+05, 3.9242E+05
100000, 380.556, 9.5353E+02, 2.6548E-04, 4.0150E+05, 4.0139E+05
100000, 383.333, 9.5146E+02, 2.6004E-04, 4.1040E+05, 4.1029E+05
100000, 386.111, 9.4936E+02, 2.5460E-04, 4.1922E+05, 4.1912E+05
100000, 388.889, 9.4721E+02, 2.4915E-04, 4.2797E+05, 4.2787E+05
100000, 391.667, 9.4503E+02, 2.4371E-04, 4.3665E+05, 4.3654E+05
100000, 394.444, 9.4281E+02, 2.3826E-04, 4.4525E+05, 4.4514E+05
100000, 397.222, 9.4054E+02, 2.3282E-04, 4.5377E+05, 4.5367E+05
100000, 400, 9.3824E+02, 2.2737E-04, 4.6239E+05, 4.6228E+05
100000, 402.778, 9.3590E+02, 2.2193E-04, 4.7102E+05, 4.7091E+05
100000, 405.556, 9.3352E+02, 2.1648E-04, 4.7959E+05, 4.7948E+05
100000, 408.333, 9.3110E+02, 2.1104E-04, 4.8809E+05, 4.8798E+05
100000, 411.111, 9.2864E+02, 2.0560E-04, 4.9653E+05, 4.9642E+05
100000, 413.889, 9.2614E+02, 2.0015E-04, 5.0490E+05, 5.0479E+05
100000, 416.667, 9.2360E+02, 1.9471E-04, 5.1321E+05, 5.1310E+05
100000, 419.444, 9.2102E+02, 1.8926E-04, 5.2146E+05, 5.2135E+05
100000, 422.222, 9.1840E+02, 1.8382E-04, 5.2964E+05, 5.2953E+05
100000, 425, 9.1575E+02, 1.8026E-04, 5.3776E+05, 5.3765E+05
100000, 427.778, 9.1305E+02, 1.7765E-04, 5.4581E+05, 5.4570E+05
100000, 430.556, 9.1032E+02, 1.7504E-04, 5.5380E+05, 5.5369E+05
100000, 433.333, 9.0754E+02, 1.7243E-04, 5.6173E+05, 5.6162E+05
100000, 436.111, 9.0473E+02, 1.6982E-04, 5.6959E+05, 5.6948E+05
100000, 438.889, 9.0187E+02, 1.6721E-04, 5.7739E+05, 5.7728E+05
100000, 441.667, 8.9898E+02, 1.6459E-04, 5.8513E+05, 5.8502E+05
100000, 444.444, 8.9605E+02, 1.6198E-04, 5.9279E+05, 5.9268E+05
100000, 447.222, 8.9308E+02, 1.5937E-04, 6.0040E+05, 6.0029E+05
100000, 450, 8.9007E+02, 1.5676E-04, 6.0794E+05, 6.0783E+05
100000, 452.778, 8.8702E+02, 1.5415E-04, 6.1542E+05, 6.1531E+05
100000, 455.556, 8.8393E+02, 1.5154E-04, 6.2284E+05, 6.2273E+05
100000, 458.333, 8.8080E+02, 1.4893E-04, 6.3019E+05, 6.3007E+05
100000, 461.111, 8.7763E+02, 1.4632E-04, 6.3747E+05, 6.3736E+05
100000, 463.889, 8.7442E+02, 1.4371E-04, 6.4470E+05, 6.4458E+05
100000, 466.667, 8.7117E+02, 1.4109E-04, 6.5186E+05, 6.5174E+05
100000, 469.444, 8.6789E+02, 1.3848E-04, 6.5895E+05, 6.5883E+05
100000, 472.222, 8.6456E+02, 1.3587E-04, 6.6598E+05, 6.6587E+05
100000, 475, 8.6119E+02, 1.3500E-04, 6.7450E+05, 6.7438E+05
100000, 477.778, 8.5779E+02, 1.3500E-04, 6.8378E+05, 6.8366E+05
100000, 480.556, 8.5434E+02, 1.3500E-04, 6.9306E+05, 6.9294E+05
100000, 483.333, 8.5086E+02, 1.3500E-04, 7.0234E+05, 7.0222E+05
100000, 486.111, 8.4734E+02, 1.3500E-04, 7.1162E+05, 7.1150E+05
100000, 488.889, 8.4378E+02, 1.3500E-04, 7.2090E+05, 7.2078E+05
100000, 491.667, 8.4017E+02, 1.3500E-04, 7.3018E+05, 7.3007E+05
100000, 494.444, 8.3653E+02, 1.3500E-04, 7.3946E+05, 7.3934E+05
100000, 497.222, 8.3285E+02, 1.3500E-04, 7.4874E+05, 7.4862E+05
100000, 500, 8.2913E+02, 1.3500E-04, 7.5803E+05, 7.5791E+05
100000, 502.778, 8.2537E+02, 1.3500E-04, 7.6731E+05, 7.6719E+05
100000, 505.556, 8.2157E+02, 1.3500E-04, 7.7659E+05, 7.7647E+05
100000, 508.333, 8.1774E+02, 1.3500E-04, 7.8587E+05, 7.8575E+05
100000, 511.111, 8.1386E+02, 1.3500E-04, 7.9515E+05, 7.9503E+05
100000, 513.889, 8.0994E+02, 1.3500E-04, 8.0443E+05, 8.0431E+05
100000, 516.667, 8.0598E+02, 1.3500E-04, 8.1371E+05, 8.1359E+05
100000, 519.444, 8.0199E+02, 1.3500E-04, 8.2299E+05, 8.2287E+05
100000, 522.222, 7.9795E+02, 1.3500E-04, 8.3227E+05, 8.3215E+05
100000, 525, 7.9388E+02, 1.3500E-04, 8.4156E+05, 8.4143E+05
100000, 527.778, 7.8977E+02, 1.3500E-04, 8.5084E+05, 8.5071E+05
100000, 530.556, 7.8561E+02, 1.3500E-04, 8.6012E+05, 8.5999E+05
100000, 533.333, 7.8142E+02, 1.3500E-04, 8.6940E+05, 8.6927E+05
100000, 536.111, 7.7719E+02, 1.3500E-04, 8.7868E+05, 8.7855E+05
100000, 538.889, 7.7292E+02, 1.3500E-04, 8.8796E+05, 8.8783E+05
100000, 541.667, 7.6861E+02, 1.3500E-04, 8.9725E+05, 8.9712E+05
100000, 544.444, 7.6426E+02, 1.3500E-04, 9.0652E+05, 9.0639E+05
100000, 547.222, 7.5987E+02, 1.3500E-04, 9.1581E+05, 9.1567E+05
100000, 550, 7.5544E+02, 1.3500E-04, 9.2509E+05, 9.2496E+05
604040, 275, 1.0012E+03, 1.0050E-03, 8.3400E+03, 7.7367E+03
604040, 277.778, 1.0007E+03, 1.0050E-03, 1.9958E+04, 1.9354E+04
604040, 280.556, 1.0002E+03, 1.0050E-03, 3.1576E+04, 3.0972E+04
604040, 283.333, 9.9966E+02, 1.0050E-03, 4.3190E+04, 4.2585E+04
604040, 286.111, 9.9914E+02, 1.0050E-03, 5.4807E+04, 5.4203E+04
604040, 288.889, 9.9863E+02, 1.0050E-03, 6.6425E+04, 6.5820E+04
604040, 291.667, 9.9811E+02, 1.0050E-03, 7.8043E+04, 7.7438E+04
604040, 294.444, 9.9759E+02, 9.8516E-04, 8.9513E+04, 8.8907E+04
604040, 297.222, 9.9707E+02, 9.4256E-04, 1.0076E+05, 1.0016E+05
604040, 300, 9.9631E+02, 8.9997E-04, 1.1193E+05, 1.1132E+05
604040, 302.778, 9.9538E+02, 8.5737E-04, 1.2302E+05, 1.2241E+05
604040, 305.556, 9.9442E+02, 8.1477E-04, 1.3402E+05, 1.3342E+05
604040, 308.333, 9.9342E+02, 7.7219E-04, 1.4495E+05, 1.4434E+05
604040, 311.111, 9.9238E+02, 7.2960E-04, 1.5579E+05, 1.5518E+05
604040, 313.889, 9.9129E+02, 6.8700E-04, 1.6656E+05, 1.6595E+05
604040, 316.667, 9.9017E+02, 6.4441E-04, 1.7724E+05, 1.7663E+05
604040, 319.444, 9.8901E+02, 6.0183E-04, 1.8784E+05, 1.8723E+05
604040, 322.222, 9.8781E+02, 5.5923E-04, 1.9836E+05, 1.9775E+05
604040, 325, 9.8658E+02, 5.3520E-04, 2.0880E+05, 2.0819E+05
604040, 327.778, 9.8530E+02, 5.2047E-04, 2.1916E+05, 2.1855E+05
604040, 330.556, 9.8398E+02, 5.0575E-04, 2.2944E+05, 2.2883E+05
604040, 333.333, 9.8262E+02, 4.9103E-04, 2.3964E+05, 2.3902E+05
604040, 336.111, 9.8123E+02, 4.7631E-04, 2.4975E+05, 2.4914E+05
604040, 338.889, 9.7979E+02, 4.6158E-04, 2.5979E+05, 2.5918E+05
604040, 341.667, 9.7831E+02, 4.4686E-04, 2.6975E+05, 2.6913E+05
604040, 344.444, 9.7680E+02, 4.3214E-04, 2.7962E+05, 2.7900E+05
604040, 347.222, 9.7525E+02, 4.1742E-04, 2.8942E+05, 2.8880E+05
604040, 350, 9.7365E+02, 4.0270E-04, 2.9919E+05, 2.9857E+05
604040, 352.778, 9.7202E+02, 3.8797E-04, 3.0891E+05, 3.0829E+05
604040, 355.556, 9.7035E+02, 3.7325E-04, 3.1856E+05, 3.1794E+05
604040, 358.333, 9.6864E+02, 3.5853E-04, 3.2813E+05, 3.2750E+05
604040, 361.111, 9.6689E+02, 3.4381E-04, 3.3763E+05, 3.3700E+05
604040, 363.889, 9.6510E+02, 3.2908E-04, 3.4705E+05, 3.4643E+05
604040, 366.667, 9.6327E+02, 3.1436E-04, 3.5640E+05, 3.5577E+05
604040, 369.444, 9.6140E+02, 2.9964E-04, 3.6567E+05, 3.6504E+05
604040, 372.222, 9.5949E+02, 2.8492E-04, 3.7487E+05, 3.7424E+05
604040, 375, 9.5754E+02, 2.7637E-04, 3.8400E+05, 3.8337E+05
604040, 377.778, 9.5555E+02, 2.7093E-04, 3.9305E+05, 3.9242E+05
604040, 380.556, 9.5353E+02, 2.6548E-04, 4.0203E+05, 4.0139E+05
604040, 383.333, 9.5146E+02, 2.6004E-04, 4.1092E+05, 4.1029E+05
604040, 386.111, 9.4936E+02, 2.5460E-04, 4.1975E+05, 4.1912E+05
604040, 388.889, 9.4721E+02, 2.4915E-04, 4.2850E+05, 4.2787E+05
604040, 391.667, 9.4503E+02, 2.4371E-04, 4.3718E+05, 4.3654E+05
604040, 394.444, 9.4281E+02, 2.3826E-04, 4.4578E+05, 4.4514E+05
604040, 397.222, 9.4054E+02, 2.3282E-04, 4.5431E+05, 4.5367E+05
604040, 400, 9.3824E+02, 2.2737E-04, 4.6293E+05, 4.6228E+05
604040, 402.778, 9.3590E+02, 2.2193E-04, 4.7156E+05, 4.7091E+05
604040, 405.556, 9.3352E+02, 2.1648E-04, 4.8013E+05, 4.7948E+05
604040, 408.333, 9.3110E+02, 2.1104E-04, 4.8863E+05, 4.8798E+05
604040, 411.111, 9.2864E+02, 2.0560E-04, 4.9707E+05, 4.9642E+05
604040, 413.889, 9.2614E+02, 2.0015E-04, 5.0545E+05, 5.0479E+05
604040, 416.667, 9.2360E+02, 1.9471E-04, 5.1376E+05, 5.1310E+05
604040, 419.444, 9.2102E+02, 1.8926E-04, 5.2200E+05, 5.2135E+05
604040, 422.222, 9.1840E+02, 1.8382E-04, 5.3019E+05, 5.2953E+05
604040, 425, 9.1575E+02, 1.8026E-04, 5.3831E+05, 5.3765E+05
604040, 427.778, 9.1305E+02, 1.7765E-04, 5.4637E+05, 5.4570E+05
604040, 430.556, 9.1032E+02, 1.7504E-04, 5.5436E+05, 5.5369E+05
604040, 433.333, 9.0754E+02, 1.7243E-04, 5.6228E+05, 5.6162E+05
604040, 436.111, 9.0473E+02, 1.6982E-04, 5.7015E+05, 5.6948E+05
604040, 438.889, 9.0187E+02, 1.6721E-04, 5.7795E+05, 5.7728E+05
604040, 441.667, 8.9898E+02, 1.6459E-04, 5.8569E+05, 5.8502E+05
604040, 444.444, 8.9605E+02, 1.6198E-04, 5.9336E+05, 5.9268E+05
604040, 447.222, 8.9308E+02, 1.5937E-04, 6.0097E+05, 6.0029E+05
604040, 450, 8.9007E+02, 1.5676E-04, 6.0851E+05, 6.0783E+05
604040, 452.778, 8.8702E+02, 1.5415E-04, 6.1599E+05, 6.1531E+05
604040, 455.556, 8.8393E+02, 1.5154E-04, 6.2341E+05, 6.2273E+05
604040, 458.333, 8.8080E+02, 1.4893E-04, 6.3076E+05, 6.3007E+05
604040, 461.111, 8.7763E+02, 1.4632E-04, 6.3805E+05, 6.3736E+05
604040, 463.889, 8.7442E+02, 1.4371E-04, 6.4527E+05, 6.4458E+05
604040, 466.667, 8.7117E+02, 1.4109E-04, 6.5244E+05, 6.5174E+05
604040, 469.444, 8.6789E+02, 1.3848E-04, 6.5953E+05, 6.5883E+05
604040, 472.222, 8.6456E+02, 1.3587E-04, 6.6656E+05, 6.6587E+05
604040, 475, 8.6119E+02, 1.3500E-04, 6.7508E+05, 6.7438E+05
604040, 477.778, 8.5779E+02, 1.3500E-04, 6.8437E+05, 6.8366E+05
604040, 480.556, 8.5434E+02, 1.3500E-04, 6.9365E+05, 6.9294E+05
604040, 483.333, 8.5086E+02, 1.3500E-04, 7.0293E+05, 7.0222E+05
604040, 486.111, 8.4734E+02, 1.3500E-04, 7.1222E+05, 7.1150E+05
604040, 488.889, 8.4378E+02, 1.3500E-04, 7.2150E+05, 7.2078E+05
604040, 491.667, 8.4017E+02, 1.3500E-04, 7.3078E+05, 7.3007E+05
604040, 494.444, 8.3653E+02, 1.3500E-04, 7.4007E+05, 7.3934E+05
604040, 497.222, 8.3285E+02, 1.3500E-04, 7.4935E+05, 7.4862E+05
604040, 500, 8.2913E+02, 1.3500E-04, 7.5863E+05, 7.5791E+05
604040, 502.778, 8.2537E+02, 1.3500E-04, 7.6792E+05, 7.6719E+05
604040, 505.556, 8.2157E+02, 1.3500E-04, 7.7720E+05, 7.7647E+05
604040, 508.333, 8.1774E+02, 1.3500E-04, 7.8649E+05, 7.8575E+05
604040, 511.111, 8.1386E+02, 1.3500E-04, 7.9577E+05, 7.9503E+05
604040, 513.889, 8.0994E+02, 1.3500E-04, 8.0505E+05, 8.0431E+05
604040, 516.667, 8.0598E+02, 1.3500E-04, 8.1434E+05, 8.1359E+05
604040, 519.444, 8.0199E+02, 1.3500E-04, 8.2362E+05, 8.2287E+05
604040, 522.222, 7.9795E+02, 1.3500E-04, 8.3291E+05, 8.3215E+05
604040, 525, 7.9388E+02, 1.3500E-04, 8.4219E+05, 8.4143E+05
604040, 527.778, 7.8977E+02, 1.3500E-04, 8.5148E+05, 8.5071E+05
604040, 530.556, 7.8561E+02, 1.3500E-04, 8.6076E+05, 8.5999E+05
604040, 533.333, 7.8142E+02, 1.3500E-04, 8.7004E+05, 8.6927E+05
604040, 536.111, 7.7719E+02, 1.3500E-04, 8.7933E+05, 8.7855E+05
604040, 538.889, 7.7292E+02, 1.3500E-04, 8.8862E+05, 8.8783E+05
604040, 541.667, 7.6861E+02, 1.3500E-04, 8.9790E+05, 8.9712E+05
604040, 544.444, 7.6426E+02, 1.3500E-04, 9.0718E+05, 9.0639E+05
604040, 547.222, 7.5987E+02, 1.3500E-04, 9.1647E+05, 9.1567E+05
604040, 550, 7.5544E+02, 1.3500E-04, 9.2576E+05, 9.2496E+05
1108080, 275, 1.0012E+03, 1.0050E-03, 8.8434E+03, 7.7367E+03
1108080, 277.778, 1.0007E+03, 1.0050E-03, 2.0462E+04, 1.9354E+04
1108080, 280.556, 1.0002E+03, 1.0050E-03, 3.2080E+04, 3.0972E+04
1108080, 283.333, 9.9966E+02, 1.0050E-03, 4.3694E+04, 4.2585E+04
1108080, 286.111, 9.9914E+02, 1.0050E-03, 5.5312E+04, 5.4203E+04
1108080, 288.889, 9.9863E+02, 1.0050E-03, 6.6930E+04, 6.5820E+04
1108080, 291.667, 9.9811E+02, 1.0050E-03, 7.8548E+04, 7.7438E+04
1108080, 294.444, 9.9759E+02, 9.8516E-04, 9.0018E+04, 8.8907E+04
1108080, 297.222, 9.9707E+02, 9.4256E-04, 1.0127E+05, 1.0016E+05
1108080, 300, 9.9631E+02, 8.9997E-04, 1.1244E+05, 1.1132E+05
1108080, 302.778, 9.9538E+02, 8.5737E-04, 1.2352E+05, 1.2241E+05
1108080, 305.556, 9.9442E+02, 8.1477E-04, 1.3453E+05, 1.3342E+05
1108080, 308.333, 9.9342E+02, 7.7219E-04, 1.4545E+05, 1.4434E+05
1108080, 311.111, 9.9238E+02, 7.2960E-04, 1.5630E+05, 1.5518E+05
1108080, 313.889, 9.9129E+02, 6.8700E-04, 1.6706E+05, 1.6595E+05
1108080, 316.667, 9.9017E+02, 6.4441E-04, 1.7775E+05, 1.7663E+05
1108080, 319.444, 9.8901E+02, 6.0183E-04, 1.8835E+05, 1.8723E+05
1108080, 322.222, 9.8781E+02, 5.5923E-04, 1.9887E+05, 1.9775E+05
1108080, 325, 9.8658E+02, 5.3520E-04, 2.0931E+05, 2.0819E+05
1108080, 327.778, 9.8530E+02, 5.2047E-04, 2.1967E+05, 2.1855E+05
1108080, 330.556, 9.8398E+02, 5.0575E-04, 2.2995E+05, 2.2883E+05
1108080, 333.333, 9.8262E+02, 4.9103E-04, 2.4015E+05, 2.3902E+05
1108080, 336.111, 9.8123E+02, 4.7631E-04, 2.5027E+05, 2.4914E+05
1108080, 338.889, 9.7979E+02, 4.6158E-04, 2.6031E+05, 2.5918E+05
1108080, 341.667, 9.7831E+02, 4.4686E-04, 2.7026E+05, 2.6913E+05
1108080, 344.444, 9.7680E+02, 4.3214E-04, 2.8014E+05, 2.7900E+05
1108080, 347.222, 9.7525E+02, 4.1742E-04, 2.8993E+05, 2.8880E+05
1108080, 350, 9.7365E+02, 4.0270E-04, 2.9970E+05, 2.9857E+05
1108080, 352.778, 9.7202E+02, 3.8797E-04, 3.0943E+05, 3.0829E+05
1108080, 355.556, 9.7035E+02, 3.7325E-04, 3.1908E+05, 3.1794E+05
1108080, 358.333, 9.6864E+02, 3.5853E-04, 3.2865E+05, 3.2750E+05
1108080, 361.111, 9.6689E+02, 3.4381E-04, 3.3815E+05, 3.3700E+05
1108080, 363.889, 9.6510E+02, 3.2908E-04, 3.4757E+05, 3.4643E+05
1108080, 366.667, 9.6327E+02, 3.1436E-04, 3.5692E+05, 3.5577E+05
1108080, 369.444, 9.6140E+02, 2.9964E-04, 3.6620E+05, 3.6504E+05
1108080, 372.222, 9.5949E+02, 2.8492E-04, 3.7540E+05, 3.7424E+05
1108080, 375, 9.5754E+02, 2.7637E-04, 3.8453E+05, 3.8337E+05
1108080, 377.778, 9.5555E+02, 2.7093E-04, 3.9358E+05, 3.9242E+05
1108080, 380.556, 9.5353E+02, 2.6548E-04, 4.0255E+05, 4.0139E+05
1108080, 383.333, 9.5146E+02, 2.6004E-04, 4.1145E+05, 4.1029E+05
1108080, 386.111, 9.4936E+02, 2.5460E-04, 4.2028E+05, 4.1912E+05
1108080, 388.889, 9.4721E+02, 2.4915E-04, 4.2904E+05, 4.2787E+05
1108080, 391.667, 9.4503E+02, 2.4371E-04, 4.3772E+05, 4.3654E+05
1108080, 394.444, 9.4281E+02, 2.3826E-04, 4.4632E+05, 4.4514E+05
1108080, 397.222, 9.4054E+02, 2.3282E-04, 4.5485E+05, 4.5367E+05
1108080, 400, 9.3824E+02, 2.2737E-04, 4.6346E+05, 4.6228E+05
1108080, 402.778, 9.3590E+02, 2.2193E-04, 4.7210E+05, 4.7091E+05
1108080, 405.556, 9.3352E+02, 2.1648E-04, 4.8067E+05, 4.7948E+05
1108080, 408.333, 9.3110E+02, 2.1104E-04, 4.8917E+05, 4.8798E+05
1108080, 411.111, 9.2864E+02, 2.0560E-04, 4.9761E+05, 4.9642E+05
1108080, 413.889, 9.2614E+02, 2.0015E-04, 5.0599E+05, 5.0479E+05
1108080, 416.667, 9.2360E+02, 1.9471E-04, 5.1430E+05, 5.1310E+05
1108080, 419.444, 9.2102E+02, 1.8926E-04, 5.2255E+05, 5.2135E+05
1108080, 422.222, 9.1840E+02, 1.8382E-04, 5.3074E+05, 5.2953E+05
1108080, 425, 9.1575E+02, 1.8026E-04, 5.3886E+05, 5.3765E+05
1108080, 427.778, 9.1305E+02, 1.7765E-04, 5.4692E+05, 5.4570E+05
1108080, 430.556, 9.1032E+02, 1.7504E-04, 5.5491E+05, 5.5369E+05
1108080, 433.333, 9.0754E+02, 1.7243E-04, 5.6284E+05, 5.6162E+05
1108080, 436.111, 9.0473E+02, 1.6982E-04, 5.7071E+05, 5.6948E+05
1108080, 438.889, 9.0187E+02, 1.6721E-04, 5.7851E+05, 5.7728E+05
1108080, 441.667, 8.9898E+02, 1.6459E-04, 5.8625E+05, 5.8502E+05
1108080, 444.444, 8.9605E+02, 1.6198E-04, 5.9392E+05, 5.9268E+05
1108080, 447.222, 8.9308E+02, 1.5937E-04, 6.0153E+05, 6.0029E+05
1108080, 450, 8.9007E+02, 1.5676E-04, 6.0908E+05, 6.0783E+05
1108080, 452.778, 8.8702E+02, 1.5415E-04, 6.1656E+05, 6.1531E+05
1108080, 455.556, 8.8393E+02, 1.5154E-04, 6.2398E+05, 6.2273E+05
1108080, 458.333, 8.8080E+02, 1.4893E-04, 6.3133E+05, 6.3007E+05
1108080, 461.111, 8.7763E+02, 1.4632E-04, 6.3862E+05, 6.3736E+05
1108080, 463.889, 8.7442E+02, 1.4371E-04, 6.4585E+05, 6.4458E+05
1108080, 466.667, 8.7117E+02, 1.4109E-04, 6.5301E+05, 6.5174E+05
1108080, 469.444, 8.6789E+02, 1.3848E-04, 6.6011E+05, 6.5883E+05
1108080, 472.222, 8.6456E+02, 1.3587E-04, 6.6715E+05, 6.6587E+05
1108080, 475, 8.6119E+02, 1.3500E-04, 6.7567E+05, 6.7438E+05
1108080, 477.778, 8.5779E+02, 1.3500E-04, 6.8495E+05, 6.8366E+05
1108080, 480.556, 8.5434E+02, 1.3500E-04, 6.9424E+05, 6.9294E+05
1108080, 483.333, 8.5086E+02, 1.3500E-04, 7.0352E+05, 7.0222E+05
1108080, 486.111, 8.4734E+02, 1.3500E-04, 7.1281E+05, 7.1150E+05
1108080, 488.889, 8.4378E+02, 1.3500E-04, 7.2210E+05, 7.2078E+05
1108080, 491.667, 8.4017E+02, 1.3500E-04, 7.3138E+05, 7.3007E+05
1108080, 494.444, 8.3653E+02, 1.3500E-04, 7.4067E+05, 7.3934E+05
1108080, 497.222, 8.3285E+02, 1.3500E-04, 7.4996E+05, 7.4862E+05
1108080, 500, 8.2913E+02, 1.3500E-04, 7.5924E+05, 7.5791E+05
1108080, 502.778, 8.2537E+02, 1.3500E-04, 7.6853E+05, 7.6719E+05
1108080, 505.556, 8.2157E+02, 1.3500E-04, 7.7782E+05, 7.7647E+05
1108080, 508.333, 8.1774E+02, 1.3500E-04, 7.8710E+05, 7.8575E+05
1108080, 511.111, 8.1386E+02, 1.3500E-04, 7.9639E+05, 7.9503E+05
1108080, 513.889, 8.0994E+02, 1.3500E-04, 8.0568E+05, 8.0431E+05
1108080, 516.667, 8.0598E+02, 1.3500E-04, 8.1497E+05, 8.1359E+05
1108080, 519.444, 8.0199E+02, 1.3500E-04, 8.2425E+05, 8.2287E+05
1108080, 522.222, 7.9795E+02, 1.3500E-04, 8.3354E+05, 8.3215E+05
1108080, 525, 7.9388E+02, 1.3500E-04, 8.4283E+05, 8.4143E+05
1108080, 527.778, 7.8977E+02, 1.3500E-04, 8.5212E+05, 8.5071E+05
1108080, 530.556, 7.8561E+02, 1.3500E-04, 8.6140E+05, 8.5999E+05
1108080, 533.333, 7.8142E+02, 1.3500E-04, 8.7069E+05, 8.6927E+05
1108080, 536.111, 7.7719E+02, 1.3500E-04, 8.7998E+05, 8.7855E+05
1108080, 538.889, 7.7292E+02, 1.3500E-04, 8.8927E+05, 8.8783E+05
1108080, 541.667, 7.6861E+02, 1.3500E-04, 8.9856E+05, 8.9712E+05
1108080, 544.444, 7.6426E+02, 1.3500E-04, 9.0784E+05, 9.0639E+05
1108080, 547.222, 7.5987E+02, 1.3500E-04, 9.1713E+05, 9.1567E+05
1108080, 550, 7.5544E+02, 1.3500E-04, 9.2642E+05, 9.2496E+05
1612120, 275, 1.0012E+03, 1.0050E-03, 9.3469E+03, 7.7367E+03
1612120, 277.778, 1.0007E+03, 1.0050E-03, 2.0965E+04, 1.9354E+04
1612120, 280.556, 1.0002E+03, 1.0050E-03, 3.2584E+04, 3.0972E+04
1612120, 283.333, 9.9966E+02, 1.0050E-03, 4.4198E+04, 4.2585E+04
1612120, 286.111, 9.9914E+02, 1.0050E-03, 5.5816E+04, 5.4203E+04
1612120, 288.889, 9.9863E+02, 1.0050E-03, 6.7435E+04, 6.5820E+04
1612120, 291.667, 9.9811E+02, 1.0050E-03, 7.9053E+04, 7.7438E+04
1612120, 294.444, 9.9759E+02, 9.8516E-04, 9.0523E+04, 8.8907E+04
1612120, 297.222, 9.9707E+02, 9.4256E-04, 1.0177E+05, 1.0016E+05
1612120, 300, 9.9631E+02, 8.9997E-04, 1.1294E+05, 1.1132E+05
1612120, 302.778, 9.9538E+02, 8.5737E-04, 1.2403E+05, 1.2241E+05
1612120, 305.556, 9.9442E+02, 8.1477E-04, 1.3504E+05, 1.3342E+05
1612120, 308.333, 9.9342E+02, 7.7219E-04, 1.4596E+05, 1.4434E+05
1612120, 311.111, 9.9238E+02, 7.2960E-04, 1.5681E+05, 1.5518E+05
1612120, 313.889, 9.9129E+02, 6.8700E-04, 1.6757E+05, 1.6595E+05
1612120, 316.667, 9.9017E+02, 6.4441E-04, 1.7826E+05, 1.7663E+05
