pressure, temperature, density, viscosity, enthalpy, internal_energy
604040,580.303,911.214,0.000174943,658857,658194
604040,583.586,911.214,0.000174943,658857,658194
604040,586.869,911.214,0.000174943,658857,658194
604040,590.152,911.214,0.000174943,658857,658194
604040,593.434,911.214,0.000174943,658857,658194
604040,596.717,911.214,0.000174943,658857,658194
604040,600,911.214,0.000174943,658857,658194
1108080,275,1000.44,0.00168004,8876.91,7769.33
1108080,278.283,1000.46,0.00151041,22678.9,21571.3
1108080,281.566,1000.31,0.00136667,36457.1,35349.4
1108080,284.848,1000.01,0.0012437,50217.5,49109.4
1108080,288.131,999.573,0.00113758,63964.2,62855.6
1108080,291.414,999.011,0.00104531,77700.3,76591.1
1108080,294.697,998.332,0.000964521,91428.3,90318.3
1108080,297.98,997.545,0.000893342,105150,104039
1108080,301.263,996.655,0.000830272,118867,117755
1108080,304.545,995.669,0.000774099,132581,131468
1108080,307.828,994.592,0.000723832,146292,145178
1108080,311.111,993.429,0.000678656,160002,158886
1108080,314.394,992.183,0.000637893,173711,172594
1108080,317.677,990.859,0.000600977,187421,186303
1108080,320.96,989.459,0.000567433,201132,200012
1108080,324.242,987.987,0.000536857,214845,213723
1108080,327.525,986.446,0.000508904,228560,227437
1108080,330.808,984.837,0.000483282,242279,241154
1108080,334.091,983.163,0.000459735,256002,254875
1108080,337.374,981.426,0.000438044,269730,268601
1108080,340.657,979.628,0.000418018,283463,282332
1108080,343.939,977.77,0.000399492,297203,296070
1108080,347.222,975.854,0.000382317,310950,309814
1108080,350.505,973.882,0.000366367,324705,323567
1108080,353.788,971.854,0.000351526,338468,337328
1108080,357.071,969.772,0.000337696,352240,351098
1108080,360.354,967.638,0.000324785,366023,364878
1108080,363.636,965.451,0.000312715,379816,378668
1108080,366.919,963.212,0.000301414,393620,392470
1108080,370.202,960.923,0.000290818,407437,406284
1108080,373.485,958.585,0.00028087,421267,420111
1108080,376.768,956.197,0.000271518,435110,433951
1108080,380.051,953.76,0.000262715,448968,447806
1108080,383.333,951.275,0.00025442,462841,461676
1108080,386.616,948.742,0.000246593,476730,475562
1108080,389.899,946.162,0.000239199,490635,489464
1108080,393.182,943.534,0.000232208,504559,503384
1108080,396.465,940.86,0.00022559,518501,517323
1108080,399.747,938.138,0.000219319,532463,531281
1108080,403.03,935.369,0.00021337,546444,545260
1108080,406.313,932.553,0.000207721,560448,559260
1108080,409.596,929.69,0.000202353,574473,573282
1108080,412.879,926.779,0.000197246,588522,587327
1108080,416.162,923.821,0.000192383,602596,601396
1108080,419.444,920.816,0.000187748,616695,615492
1108080,422.727,917.762,0.000183326,630821,629613
1108080,426.01,914.66,0.000179105,644974,643763
1108080,429.293,911.509,0.000175071,659157,657942
1108080,432.576,908.308,0.000171212,673371,672151
1108080,435.859,905.057,0.000167519,687616,686392
1108080,439.141,901.756,0.00016398,701895,700667
1108080,442.424,898.403,0.000160587,716209,714976
1108080,445.707,894.997,0.00015733,730560,729322
1108080,448.99,891.538,0.000154202,744949,743706
1108080,452.273,888.024,0.000151195,759378,758130
1108080,455.556,884.455,0.000148301,773849,772596
1108080,458.838,884.455,0.000148301,773849,772596
1108080,462.121,884.455,0.000148301,773849,772596
1108080,465.404,884.455,0.000148301,773849,772596
1108080,468.687,884.455,0.000148301,773849,772596
1108080,471.97,884.455,0.000148301,773849,772596
1108080,475.253,884.455,0.000148301,773849,772596
1108080,478.535,884.455,0.000148301,773849,772596
1108080,481.818,884.455,0.000148301,773849,772596
1108080,485.101,884.455,0.000148301,773849,772596
1108080,488.384,884.455,0.000148301,773849,772596
1108080,491.667,884.455,0.000148301,773849,772596
1108080,494.949,884.455,0.000148301,773849,772596
1108080,498.232,884.455,0.000148301,773849,772596
1108080,501.515,884.455,0.000148301,773849,772596
1108080,504.798,884.455,0.000148301,773849,772596
1108080,508.081,884.455,0.000148301,773849,772596
1108080,511.364,884.455,0.000148301,773849,772596
1108080,514.646,884.455,0.000148301,773849,772596
1108080,517.929,884.455,0.000148301,773849,772596
1108080,521.212,884.455,0.000148301,773849,772596
1108080,524.495,884.455,0.000148301,773849,772596
1108080,527.778,884.455,0.000148301,773849,772596
1108080,531.061,884.455,0.000148301,773849,772596
1108080,534.343,884.455,0.000148301,773849,772596
1108080,537.626,884.455,0.000148301,773849,772596
1108080,540.909,884.455,0.000148301,773849,772596
1108080,544.192,884.455,0.000148301,773849,772596
1108080,547.475,884.455,0.000148301,773849,772596
1108080,550.758,884.455,0.000148301,773849,772596
1108080,554.04,884.455,0.000148301,773849,772596
1108080,557.323,884.455,0.000148301,773849,772596
1108080,560.606,884.455,0.000148301,773849,772596
1108080,563.889,884.455,0.000148301,773849,772596
1108080,567.172,884.455,0.000148301,773849,772596
1108080,570.455,884.455,0.000148301,773849,772596
1108080,573.737,884.455,0.000148301,773849,772596
1108080,577.02,884.455,0.000148301,773849,772596
1108080,580.303,884.455,0.000148301,773849,772596
1108080,583.586,884.455,0.000148301,773849,772596
1108080,586.869,884.455,0.000148301,773849,772596
1108080,590.152,884.455,0.000148301,773849,772596
1108080,593.434,884.455,0.000148301,773849,772596
1108080,596.717,884.455,0.000148301,773849,772596
1108080,600,884.455,0.000148301,773849,772596
1612120,275,1000.7,0.00167909,9384.9,7773.9
1612120,278.283,1000.71,0.00150971,23179.5,21568.5
1612120,281.566,1000.55,0.00136615,36951.1,35339.8
1612120,284.848,1000.25,0.00124331,50705.2,49093.5
1612120,288.131,999.808,0.00113731,64446.1,62833.7
1612120,291.414,999.243,0.00104512,78176.8,76563.5
1612120,294.697,998.561,0.000964398,91899.7,90285.2
1612120,297.98,997.771,0.000893271,105617,104001
1612120,301.263,996.879,0.000830244,119329,117712
1612120,304.545,995.892,0.000774104,133038,131419
1612120,307.828,994.813,0.000723864,146745,145125
1612120,311.111,993.649,0.000678708,160451,158828
1612120,314.394,992.403,0.000637963,174156,172532
1612120,317.677,991.078,0.000601061,187862,186235
1612120,320.96,989.678,0.000567528,201569,199940
1612120,324.242,988.206,0.000536961,215278,213646
1612120,327.525,986.664,0.000509016,228989,227356
1612120,330.808,985.056,0.000483399,242705,241068
1612120,334.091,983.382,0.000459857,256424,254785
1612120,337.374,981.646,0.00043817,270148,268506
1612120,340.657,979.848,0.000418147,283878,282233
1612120,343.939,977.991,0.000399623,297614,295966
1612120,347.222,976.077,0.00038245,311358,309706
1612120,350.505,974.105,0.000366501,325109,323454
1612120,353.788,972.079,0.000351662,338868,337210
1612120,357.071,969.999,0.000337832,352637,350975
1612120,360.354,967.866,0.000324921,366416,364750
1612120,363.636,965.68,0.000312851,380205,378536
1612120,366.919,963.444,0.00030155,394006,392333
1612120,370.202,961.157,0.000290955,407819,406142
1612120,373.485,958.82,0.000281006,421645,419964
1612120,376.768,956.435,0.000271654,435484,433799
1612120,380.051,954,0.000262851,449338,447648
1612120,383.333,951.518,0.000254554,463207,461513
1612120,386.616,948.988,0.000246727,477092,475393
1612120,389.899,946.41,0.000239333,490994,489291
1612120,393.182,943.786,0.000232341,504913,503205
1612120,396.465,941.114,0.000225723,518851,517138
1612120,399.747,938.395,0.000219451,532808,531091
1612120,403.03,935.63,0.000213501,546786,545063
1612120,406.313,932.817,0.000207852,560785,559056
1612120,409.596,929.958,0.000202483,574806,573072
1612120,412.879,927.052,0.000197376,588850,587111
1612120,416.162,924.098,0.000192512,602918,601174
1612120,419.444,921.097,0.000187877,617012,615262
1612120,422.727,918.047,0.000183455,631133,629377
1612120,426.01,914.95,0.000179233,645281,643519
1612120,429.293,911.803,0.000175199,659459,657691
1612120,432.576,908.608,0.00017134,673666,671892
1612120,435.859,905.362,0.000167646,687906,686125
1612120,439.141,902.066,0.000164107,702179,700392
1612120,442.424,898.719,0.000160714,716486,714693
1612120,445.707,895.319,0.000157457,730830,729030
1612120,448.99,891.866,0.000154329,745212,743405
1612120,452.273,888.359,0.000151322,759634,757820
1612120,455.556,884.797,0.000148428,774098,772276
1612120,458.838,881.179,0.000145642,788605,786776
1612120,462.121,877.503,0.000142957,803158,801321
1612120,465.404,873.768,0.000140367,817760,815915
1612120,468.687,869.972,0.000137867,832411,830558
1612120,471.97,866.114,0.000135451,847116,845255
1612120,475.253,866.114,0.000135451,847116,845255
1612120,478.535,866.114,0.000135451,847116,845255
1612120,481.818,866.114,0.000135451,847116,845255
1612120,485.101,866.114,0.000135451,847116,845255
1612120,488.384,866.114,0.000135451,847116,845255
1612120,491.667,866.114,0.000135451,847116,845255
1612120,494.949,866.114,0.000135451,847116,845255
1612120,498.232,866.114,0.000135451,847116,845255
1612120,501.515,866.114,0.000135451,847116,845255
1612120,504.798,866.114,0.000135451,847116,845255
1612120,508.081,866.114,0.000135451,847116,845255
1612120,511.364,866.114,0.000135451,847116,845255
1612120,514.646,866.114,0.000135451,847116,845255
1612120,517.929,866.114,0.000135451,847116,845255
1612120,521.212,866.114,0.000135451,847116,845255
1612120,524.495,866.114,0.000135451,847116,845255
1612120,527.778,866.114,0.000135451,847116,845255
1612120,531.061,866.114,0.000135451,847116,845255
1612120,534.343,866.114,0.000135451,847116,845255
1612120,537.626,866.114,0.000135451,847116,845255
1612120,540.909,866.114,0.000135451,847116,845255
1612120,544.192,866.114,0.000135451,847116,845255
1612120,547.475,866.114,0.000135451,847116,845255
1612120,550.758,866.114,0.000135451,847116,845255
1612120,554.04,866.114,0.000135451,847116,845255
1612120,557.323,866.114,0.000135451,847116,845255
1612120,560.606,866.114,0.000135451,847116,845255
1612120,563.889,866.114,0.000135451,847116,845255
1612120,567.172,866.114,0.000135451,847116,845255
1612120,570.455,866.114,0.000135451,847116,845255
1612120,573.737,866.114,0.000135451,847116,845255
1612120,577.02,866.114,0.000135451,847116,845255
1612120,580.303,866.114,0.000135451,847116,845255
1612120,583.586,866.114,0.000135451,847116,845255
1612120,586.869,866.114,0.000135451,847116,845255
1612120,590.152,866.114,0.000135451,847116,845255
1612120,593.434,866.114,0.000135451,847116,845255
1612120,596.717,866.114,0.000135451,847116,845255
1612120,600,866.114,0.000135451,847116,845255
2116160,275,1000.95,0.00167815,9892.51,7778.36
2116160,278.283,1000.95,0.00150901,23679.8,21565.6
2116160,281.566,1000.79,0.00136563,37444.7,35330.2
2116160,284.848,1000.49,0.00124294,51192.7,49077.5
2116160,288.131,1000.04,0.00113704,64927.8,62811.7
2116160,291.414,999.474,0.00104493,78653.1,76535.9
2116160,294.697,998.79,0.000964276,92370.9,90252.2
2116160,297.98,997.997,0.000893202,106083,103963
2116160,301.263,997.104,0.000830215,119791,117668
2116160,304.545,996.114,0.000774109,133495,131371
2116160,307.828,995.035,0.000723895,147198,145071
2116160,311.111,993.869,0.000678761,160900,158770
2116160,314.394,992.622,0.000638033,174601,172469
2116160,317.677,991.297,0.000601145,188303,186168
2116160,320.96,989.896,0.000567623,202006,199868
2116160,324.242,988.424,0.000537065,215711,213570
2116160,327.525,986.883,0.000509128,229419,227275
2116160,330.808,985.274,0.000483517,243130,240983
2116160,334.091,983.601,0.000459979,256846,254695
2116160,337.374,981.865,0.000438296,270567,268411
2116160,340.657,980.068,0.000418276,284293,282134
2116160,343.939,978.212,0.000399754,298026,295862
2116160,347.222,976.299,0.000382583,311765,309598
2116160,350.505,974.329,0.000366635,325513,323341
2116160,353.788,972.304,0.000351797,339269,337092
2116160,357.071,970.225,0.000337967,353034,350853
2116160,360.354,968.093,0.000325058,366809,364623
2116160,363.636,965.91,0.000312988,380595,378404
2116160,366.919,963.675,0.000301687,394392,392196
2116160,370.202,961.39,0.000291091,408201,406000
2116160,373.485,959.056,0.000281142,422023,419817
2116160,376.768,956.672,0.000271789,435859,433647
2116160,380.051,954.24,0.000262986,449709,447491
2116160,383.333,951.761,0.000254689,463574,461351
2116160,386.616,949.233,0.000246861,477455,475226
2116160,389.899,946.658,0.000239467,491353,489117
2116160,393.182,944.037,0.000232474,505268,503026
2116160,396.465,941.368,0.000225855,519202,516954
2116160,399.747,938.652,0.000219583,533155,530900
2116160,403.03,935.89,0.000213633,547128,544867
2116160,406.313,933.081,0.000207983,561122,558854
2116160,409.596,930.226,0.000202614,575138,572863
2116160,412.879,927.323,0.000197506,589178,586896
2116160,416.162,924.374,0.000192642,603241,600952
2116160,419.444,921.377,0.000188006,617330,615033
2116160,422.727,918.332,0.000183584,631445,629141
2116160,426.01,915.239,0.000179362,645588,643276
2116160,429.293,912.097,0.000175327,659760,657440
2116160,432.576,908.907,0.000171468,673962,671634
2116160,435.859,905.667,0.000167774,688196,685859
2116160,439.141,902.376,0.000164234,702463,700117
2116160,442.424,899.034,0.000160841,716764,714410
2116160,445.707,895.641,0.000157584,731101,728738
2116160,448.99,892.194,0.000154456,745476,743104
2116160,452.273,888.694,0.000151449,759891,757510
2116160,455.556,885.139,0.000148555,774347,771956
2116160,458.838,881.527,0.00014577,788847,786446
2116160,462.121,877.859,0.000143085,803392,800981
2116160,465.404,874.132,0.000140495,817985,815564
2116160,468.687,870.344,0.000137995,832627,830196
2116160,471.97,866.495,0.000135579,847323,844880
2116160,475.253,862.582,0.000133243,862073,859620
2116160,478.535,858.604,0.000130982,876881,874416
2116160,481.818,854.559,0.000128792,891750,889274
2116160,485.101,850.444,0.000126668,906683,904194
2116160,488.384,846.257,0.000124606,921683,919182
2116160,491.667,846.257,0.000124606,921683,919182
2116160,494.949,846.257,0.000124606,921683,919182
2116160,498.232,846.257,0.000124606,921683,919182
2116160,501.515,846.257,0.000124606,921683,919182
2116160,504.798,846.257,0.000124606,921683,919182
2116160,508.081,846.257,0.000124606,921683,919182
2116160,511.364,846.257,0.000124606,921683,919182
2116160,514.646,846.257,0.000124606,921683,919182
2116160,517.929,846.257,0.000124606,921683,919182
2116160,521.212,846.257,0.000124606,921683,919182
2116160,524.495,846.257,0.000124606,921683,919182
2116160,527.778,846.257,0.000124606,921683,919182
2116160,531.061,846.257,0.000124606,921683,919182
2116160,534.343,846.257,0.000124606,921683,919182
2116160,537.626,846.257,0.000124606,921683,919182
2116160,540.909,846.257,0.000124606,921683,919182
2116160,544.192,846.257,0.000124606,921683,919182
2116160,547.475,846.257,0.000124606,921683,919182
2116160,550.758,846.257,0.000124606,921683,919182
2116160,554.04,846.257,0.000124606,921683,919182
2116160,557.323,846.257,0.000124606,921683,919182
2116160,560.606,846.257,0.000124606,921683,919182
2116160,563.889,846.257,0.000124606,921683,919182
2116160,567.172,846.257,0.000124606,921683,919182
2116160,570.455,846.257,0.000124606,921683,919182
2116160,573.737,846.257,0.000124606,921683,919182
2116160,577.02,846.257,0.000124606,921683,919182
2116160,580.303,846.257,0.000124606,921683,919182
2116160,583.586,846.257,0.000124606,921683,919182
2116160,586.869,846.257,0.000124606,921683,919182
2116160,590.152,846.257,0.000124606,921683,919182
2116160,593.434,846.257,0.000124606,921683,919182
2116160,596.717,846.257,0.000124606,921683,919182
2116160,600,846.257,0.000124606,921683,919182
2620200,275,1001.2,0.00167721,10399.8,7782.69
2620200,278.283,1001.2,0.00150831,24179.8,21562.7
2620200,281.566,1001.03,0.00136512,37938,35320.5
2620200,284.848,1000.72,0.00124256,51679.8,49061.5
2620200,288.131,1000.28,0.00113677,65409.3,62789.8
2620200,291.414,999.705,0.00104475,79129.2,76508.2
2620200,294.697,999.018,0.000964156,92841.9,90219.1
2620200,297.98,998.223,0.000893133,106549,103924
2620200,301.263,997.328,0.000830188,120252,117625
2620200,304.545,996.337,0.000774115,133953,131323
2620200,307.828,995.256,0.000723927,147651,145018
2620200,311.111,994.089,0.000678815,161348,158713
2620200,314.394,992.841,0.000638103,175046,172407
2620200,317.677,991.515,0.00060123,188743,186101
2620200,320.96,990.115,0.000567719,202443,199796
2620200,324.242,988.642,0.00053717,216144,213494
2620200,327.525,987.101,0.00050924,229848,227194
2620200,330.808,985.493,0.000483634,243556,240897
2620200,334.091,983.82,0.000460102,257268,254605
2620200,337.374,982.085,0.000438422,270985,268317
2620200,340.657,980.288,0.000418405,284708,282035
2620200,343.939,978.433,0.000399885,298437,295759
2620200,347.222,976.521,0.000382716,312173,309490
2620200,350.505,974.552,0.000366769,325917,323228
2620200,353.788,972.528,0.000351932,339669,336975
2620200,357.071,970.451,0.000338103,353431,350731
2620200,360.354,968.321,0.000325194,367202,364497
2620200,363.636,966.139,0.000313124,380985,378273
2620200,366.919,963.906,0.000301823,394778,392060
2620200,370.202,961.623,0.000291227,408584,405859
2620200,373.485,959.291,0.000281278,422402,419671
2620200,376.768,956.91,0.000271925,436234,433496
2620200,380.051,954.48,0.000263121,450080,447335
2620200,383.333,952.003,0.000254824,463941,461189
2620200,386.616,949.478,0.000246995,477818,475058
2620200,389.899,946.906,0.0002396,491712,488945
2620200,393.182,944.287,0.000232607,505623,502848
2620200,396.465,941.621,0.000225988,519552,516770
2620200,399.747,938.909,0.000219715,533501,530710
2620200,403.03,936.15,0.000213764,547470,544671
2620200,406.313,933.345,0.000208114,561459,558652
2620200,409.596,930.493,0.000202744,575471,572655
2620200,412.879,927.594,0.000197635,589506,586681
2620200,416.162,924.649,0.000192771,603564,600731
2620200,419.444,921.656,0.000188135,617648,614805
2620200,422.727,918.616,0.000183712,631758,628906
2620200,426.01,915.527,0.00017949,645896,643034
2620200,429.293,912.391,0.000175455,660062,657190
2620200,432.576,909.205,0.000171595,674259,671377
2620200,435.859,905.97,0.000167901,688486,685594
2620200,439.141,902.685,0.000164362,702747,699844
2620200,442.424,899.349,0.000160968,717042,714128
2620200,445.707,895.961,0.000157711,731372,728448
2620200,448.99,892.521,0.000154583,745741,742805
2620200,452.273,889.027,0.000151575,760148,757201
2620200,455.556,885.479,0.000148682,774597,771638
2620200,458.838,881.875,0.000145897,789089,786118
2620200,462.121,878.214,0.000143212,803626,800642
2620200,465.404,874.495,0.000140622,818210,815214
2620200,468.687,870.716,0.000138123,832844,829835
2620200,471.97,866.875,0.000135708,847530,844508
2620200,475.253,862.971,0.000133372,862271,859235
2620200,478.535,859.003,0.000131112,877069,874018
2620200,481.818,854.968,0.000128922,891927,888862
2620200,485.101,850.863,0.000126798,906848,903769
2620200,488.384,846.688,0.000124738,921837,918742
2620200,491.667,842.438,0.000122736,936895,933785
2620200,494.949,838.112,0.000120789,952027,948901
2620200,498.232,833.707,0.000118894,967237,964094
2620200,501.515,833.707,0.000118894,967237,964094
2620200,504.798,833.707,0.000118894,967237,964094
2620200,508.081,833.707,0.000118894,967237,964094
2620200,511.364,833.707,0.000118894,967237,964094
2620200,514.646,833.707,0.000118894,967237,964094
2620200,517.929,833.707,0.000118894,967237,964094
2620200,521.212,833.707,0.000118894,967237,964094
2620200,524.495,833.707,0.000118894,967237,964094
2620200,527.778,833.707,0.000118894,967237,964094
2620200,531.061,833.707,0.000118894,967237,964094
